Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
1.3200	0.0068	0.0008	0.7297	0.9403	0.0597	C	0.015569	0.001720	B -- C	0.039516	0.002746	<nil>	0.885192	0.004501	A -- C	0.041139	0.002807	A -- B -- C	0.018583	0.001903
1.3300	0.0064	0.0007	0.7185	0.9412	0.0588	C	0.014642	0.001677	B -- C	0.039331	0.002738	<nil>	0.887183	0.004469	A -- C	0.041115	0.002806	A -- B -- C	0.017729	0.001856
1.3400	0.0061	0.0007	0.7090	0.9416	0.0584	C	0.013880	0.001621	B -- C	0.038873	0.002715	<nil>	0.888882	0.004439	A -- C	0.041268	0.002810	A -- B -- C	0.017097	0.001816
1.3500	0.0058	0.0007	0.6995	0.9426	0.0574	C	0.013157	0.001587	B -- C	0.039048	0.002730	<nil>	0.890380	0.004415	A -- C	0.041609	0.002820	A -- B -- C	0.015806	0.001756
1.3600	0.0057	0.0007	0.6961	0.9429	0.0571	C	0.013048	0.001586	B -- C	0.038752	0.002721	<nil>	0.891057	0.004403	A -- C	0.041481	0.002817	A -- B -- C	0.015662	0.001745
1.3700	0.0057	0.0007	0.6900	0.9432	0.0568	C	0.013056	0.001563	A -- C	0.041284	0.002811	<nil>	0.892368	0.004376	A -- B -- C	0.015562	0.001744	B -- C	0.037730	0.002680
1.3800	0.0055	0.0007	0.6829	0.9434	0.0566	C	0.012483	0.001541	A -- B -- C	0.015244	0.001718	<nil>	0.893632	0.004354	A -- C	0.041373	0.002811	B -- C	0.037268	0.002668
1.3900	0.0054	0.0007	0.6773	0.9437	0.0563	C	0.012174	0.001542	A -- B -- C	0.015236	0.001723	<nil>	0.894754	0.004338	A -- C	0.041021	0.002802	B -- C	0.036815	0.002659
1.4000	0.0053	0.0007	0.6720	0.9440	0.0560	C	0.012141	0.001515	A -- B -- C	0.015292	0.001725	<nil>	0.895918	0.004314	A -- C	0.040730	0.002787	B -- C	0.035919	0.002617
1.4100	0.0051	0.0007	0.6646	0.9444	0.0556	C	0.011666	0.001488	A -- B -- C	0.015041	0.001704	<nil>	0.897286	0.004291	A -- C	0.040563	0.002786	B -- C	0.035444	0.002595
1.4200	0.0052	0.0007	0.6580	0.9450	0.0550	C	0.011903	0.001503	A -- B -- C	0.014733	0.001700	<nil>	0.898708	0.004260	A -- C	0.040260	0.002778	B -- C	0.034395	0.002572
1.4300	0.0056	0.0007	0.6534	0.9455	0.0545	C	0.012698	0.001555	A -- B -- C	0.014693	0.001685	<nil>	0.899934	0.004241	A -- C	0.039837	0.002759	B -- C	0.032837	0.002503
1.4400	0.0057	0.0007	0.6481	0.9456	0.0544	C	0.012862	0.001560	A -- B -- C	0.014962	0.001713	<nil>	0.901164	0.004215	A -- C	0.039432	0.002750	B -- C	0.031580	0.002462
1.4500	0.0057	0.0007	0.6410	0.9456	0.0544	C	0.013011	0.001567	A -- B -- C	0.015454	0.001739	<nil>	0.902813	0.004184	A -- C	0.038910	0.002731	B -- C	0.029812	0.002392
1.4600	0.0061	0.0007	0.6366	0.9458	0.0542	A -- B -- C	0.015435	0.001736	C	0.013909	0.001608	<nil>	0.903906	0.004160	A -- C	0.038756	0.002725	B -- C	0.027993	0.002310
1.4700	0.0064	0.0007	0.6295	0.9460	0.0540	C	0.014581	0.001663	A -- B -- C	0.015495	0.001739	<nil>	0.905447	0.004133	A -- C	0.038532	0.002721	B -- C	0.025945	0.002229
1.4800	0.0065	0.0007	0.6237	0.9461	0.0539	A -- B -- C	0.015713	0.001746	B -- C	0.024662	0.002178	<nil>	0.906680	0.004105	A -- C	0.038195	0.002703	C	0.014749	0.001665
1.4900	0.0065	0.0007	0.6148	0.9464	0.0536	B -- C	0.023185	0.002113	C	0.014809	0.001676	<nil>	0.908455	0.004070	A -- C	0.037702	0.002692	A -- B -- C	0.015849	0.001761
1.5000	0.0063	0.0007	0.6069	0.9469	0.0531	B -- C	0.022685	0.002089	C	0.014426	0.001652	<nil>	0.909836	0.004045	A -- C	0.037714	0.002693	A -- B -- C	0.015338	0.001732
1.5100	0.0062	0.0007	0.5990	0.9473	0.0527	B -- C	0.021927	0.002056	C	0.014145	0.001647	<nil>	0.911275	0.004016	A -- C	0.037565	0.002684	A -- B -- C	0.015088	0.001708
1.5200	0.0062	0.0007	0.5947	0.9478	0.0522	B -- C	0.021530	0.002039	C	0.014145	0.001647	<nil>	0.912153	0.003999	A -- C	0.037064	0.002669	A -- B -- C	0.015108	0.001716
1.5300	0.0057	0.0007	0.5831	0.9484	0.0516	B -- C	0.021414	0.002036	C	0.012869	0.001567	<nil>	0.914090	0.003957	A -- C	0.037073	0.002670	A -- B -- C	0.014555	0.001687
1.5400	0.0055	0.0007	0.5783	0.9489	0.0511	B -- C	0.021279	0.002033	C	0.012621	0.001565	<nil>	0.914965	0.003942	A -- C	0.036726	0.002658	A -- B -- C	0.014408	0.001676
1.5500	0.0058	0.0007	0.5758	0.9490	0.0510	B -- C	0.020264	0.001983	C	0.013178	0.001587	<nil>	0.915559	0.003927	A -- C	0.036438	0.002647	A -- B -- C	0.014562	0.001690
1.5600	0.0056	0.0007	0.5680	0.9492	0.0508	B -- C	0.019516	0.001950	C	0.012730	0.001565	<nil>	0.916920	0.003898	A -- C	0.036354	0.002646	A -- B -- C	0.014480	0.001686
1.5700	0.0052	0.0007	0.5606	0.9494	0.0506	B -- C	0.019312	0.001939	C	0.011922	0.001513	<nil>	0.918168	0.003870	A -- C	0.036271	0.002642	A -- B -- C	0.014326	0.001673
1.5800	0.0050	0.0006	0.5534	0.9502	0.0498	B -- C	0.019315	0.001929	C	0.011401	0.001475	<nil>	0.919466	0.003843	A -- C	0.035675	0.002619	A -- B -- C	0.014143	0.001653
1.5900	0.0048	0.0006	0.5459	0.9507	0.0493	B -- C	0.018804	0.001909	C	0.010938	0.001448	<nil>	0.920941	0.003811	A -- C	0.034675	0.002585	A -- B -- C	0.014641	0.001691
1.6000	0.0048	0.0006	0.5401	0.9512	0.0488	B -- C	0.018359	0.001886	C	0.010890	0.001443	<nil>	0.921966	0.003789	A -- C	0.034460	0.002578	A -- B -- C	0.014325	0.001675
1.6100	0.0046	0.0006	0.5334	0.9516	0.0484	B -- C	0.018024	0.001876	C	0.010408	0.001414	<nil>	0.923143	0.003762	A -- C	0.034139	0.002566	A -- B -- C	0.014285	0.001675
1.6200	0.0039	0.0006	0.5235	0.9516	0.0484	B -- C	0.017962	0.001877	C	0.008935	0.001305	<nil>	0.924675	0.003724	A -- C	0.034010	0.002560	A -- B -- C	0.014417	0.001679
1.6300	0.0037	0.0006	0.5149	0.9516	0.0484	B -- C	0.016954	0.001819	C	0.008459	0.001276	<nil>	0.926194	0.003694	A -- C	0.033548	0.002543	A -- B -- C	0.014845	0.001704
1.6400	0.0035	0.0005	0.5085	0.9521	0.0479	B -- C	0.016831	0.001804	C	0.007937	0.001226	<nil>	0.927349	0.003665	A -- C	0.032766	0.002513	A -- B -- C	0.015118	0.001711
1.6500	0.0033	0.0005	0.5031	0.9527	0.0473	B -- C	0.016855	0.001807	C	0.007579	0.001198	<nil>	0.928246	0.003646	A -- C	0.032465	0.002503	A -- B -- C	0.014855	0.001702
1.6600	0.0033	0.0005	0.4998	0.9530	0.0470	B -- C	0.016572	0.001791	C	0.007605	0.001209	<nil>	0.928853	0.003634	A -- C	0.032312	0.002498	A -- B -- C	0.014659	0.001690
1.6700	0.0032	0.0005	0.4949	0.9534	0.0466	B -- C	0.016546	0.001792	C	0.007224	0.001173	<nil>	0.929629	0.003614	A -- C	0.032167	0.002490	A -- B -- C	0.014434	0.001675
1.6800	0.0032	0.0005	0.4911	0.9537	0.0463	B -- C	0.015959	0.001758	C	0.007383	0.001184	<nil>	0.930348	0.003596	A -- C	0.031964	0.002487	A -- B -- C	0.014345	0.001674
1.6900	0.0030	0.0005	0.4851	0.9545	0.0455	A -- B -- C	0.013508	0.001625	C	0.006884	0.001153	<nil>	0.931224	0.003577	A -- C	0.032009	0.002488	B -- C	0.016375	0.001784
1.7000	0.0031	0.0005	0.4827	0.9554	0.0446	A -- B -- C	0.012765	0.001577	C	0.007046	0.001164	<nil>	0.931675	0.003564	A -- C	0.031808	0.002480	B -- C	0.016705	0.001801
1.7100	0.0031	0.0005	0.4801	0.9559	0.0441	A -- B -- C	0.012830	0.001578	C	0.006954	0.001158	<nil>	0.932181	0.003554	A -- C	0.031319	0.002460	B -- C	0.016716	0.001800
1.7200	0.0033	0.0005	0.4796	0.9563	0.0437	A -- B -- C	0.012559	0.001573	C	0.007575	0.001218	<nil>	0.932400	0.003551	A -- C	0.031127	0.002454	B -- C	0.016340	0.001788
1.7300	0.0032	0.0005	0.4753	0.9564	0.0436	A -- B -- C	0.012557	0.001573	C	0.007296	0.001185	<nil>	0.933098	0.003528	A -- C	0.031043	0.002452	B -- C	0.016005	0.001775
1.7400	0.0030	0.0005	0.4706	0.9571	0.0429	A -- B -- C	0.012342	0.001551	C	0.006879	0.001147	<nil>	0.933875	0.003511	A -- C	0.030592	0.002433	B -- C	0.016311	0.001779
1.7500	0.0027	0.0005	0.4631	0.9574	0.0426	A -- B -- C	0.012107	0.001542	C	0.006178	0.001081	<nil>	0.934992	0.003481	A -- C	0.030540	0.002432	B -- C	0.016184	0.001777
1.7600	0.0026	0.0005	0.4586	0.9576	0.0424	A -- B -- C	0.011801	0.001527	C	0.005990	0.001068	<nil>	0.935671	0.003468	A -- C	0.030619	0.002436	B -- C	0.015918	0.001761
1.7700	0.0030	0.0005	0.4571	0.9578	0.0422	A -- B -- C	0.011701	0.001504	C	0.006745	0.001138	<nil>	0.936115	0.003456	A -- C	0.030473	0.002426	B -- C	0.014965	0.001700
1.7800	0.0026	0.0005	0.4513	0.9580	0.0420	A -- B -- C	0.011581	0.001507	C	0.005877	0.001063	<nil>	0.936907	0.003437	A -- C	0.030399	0.002423	B -- C	0.015236	0.001727
1.7900	0.0028	0.0005	0.4512	0.9583	0.0417	A -- B -- C	0.011423	0.001495	C	0.006361	0.001111	<nil>	0.937041	0.003434	A -- C	0.030305	0.002423	B -- C	0.014869	0.001701
1.8000	0.0028	0.0005	0.4468	0.9589	0.0411	A -- B -- C	0.011257	0.001485	C	0.006427	0.001111	<nil>	0.937852	0.003412	A -- C	0.029832	0.002405	B -- C	0.014631	0.001687
1.8100	0.0027	0.0005	0.4398	0.9593	0.0407	B -- C	0.014111	0.001653	C	0.006127	0.001067	<nil>	0.939043	0.003377	A -- C	0.029348	0.002384	A -- B -- C	0.011371	0.001491
1.8200	0.0026	0.0005	0.4354	0.9601	0.0399	B -- C	0.014488	0.001677	C	0.005858	0.001071	<nil>	0.939751	0.003363	A -- C	0.029000	0.002373	A -- B -- C	0.010903	0.001454
1.8300	0.0024	0.0005	0.4316	0.9606	0.0394	B -- C	0.015002	0.001712	C	0.005440	0.001025	<nil>	0.940200	0.003350	A -- C	0.029159	0.002378	A -- B -- C	0.010198	0.001413
1.8400	0.0023	0.0004	0.4273	0.9612	0.0388	C	0.005217	0.001000	A -- C	0.029067	0.002374	<nil>	0.940833	0.003332	A -- B -- C	0.009751	0.001384	B -- C	0.015131	0.001718
1.8500	0.0021	0.0004	0.4218	0.9616	0.0384	B -- C	0.015265	0.001726	C	0.004812	0.000967	<nil>	0.941570	0.003315	A -- C	0.029200	0.002381	A -- B -- C	0.009154	0.001338
1.8600	0.0021	0.0004	0.4199	0.9620	0.0380	B -- C	0.015187	0.001723	C	0.004887	0.000970	<nil>	0.941926	0.003307	A -- C	0.028990	0.002371	A -- B -- C	0.009010	0.001332
1.8700	0.0021	0.0004	0.4171	0.9620	0.0380	B -- C	0.014715	0.001698	C	0.004844	0.000956	<nil>	0.942441	0.003289	A -- C	0.028749	0.002362	A -- B -- C	0.009251	0.001351
1.8800	0.0020	0.0004	0.4138	0.9621	0.0379	B -- C	0.014546	0.001685	C	0.004561	0.000932	<nil>	0.943020	0.003276	A -- C	0.028322	0.002344	A -- B -- C	0.009550	0.001369
1.8900	0.0021	0.0004	0.4117	0.9622	0.0378	B -- C	0.013933	0.001644	C	0.004771	0.000951	<nil>	0.943497	0.003261	A -- C	0.028024	0.002330	A -- B -- C	0.009776	0.001385
1.9000	0.0020	0.0004	0.4068	0.9622	0.0378	B -- C	0.013449	0.001627	C	0.004513	0.000932	<nil>	0.944238	0.003242	A -- C	0.028000	0.002333	A -- B -- C	0.009800	0.001393
1.9100	0.0018	0.0004	0.4033	0.9624	0.0376	B -- C	0.013515	0.001629	C	0.004159	0.000892	<nil>	0.944689	0.003229	A -- C	0.028000	0.002333	A -- B -- C	0.009638	0.001380
1.9200	0.0018	0.0004	0.4011	0.9624	0.0376	B -- C	0.013176	0.001604	C	0.004119	0.000883	<nil>	0.945106	0.003220	A -- C	0.027758	0.002318	A -- B -- C	0.009842	0.001388
1.9300	0.0021	0.0004	0.4007	0.9625	0.0375	B -- C	0.012481	0.001562	C	0.004667	0.000959	<nil>	0.945400	0.003213	A -- C	0.027292	0.002302	A -- B -- C	0.010161	0.001409
1.9400	0.0021	0.0004	0.3994	0.9628	0.0372	C	0.004876	0.000962	A -- C	0.027200	0.002301	<nil>	0.945669	0.003202	A -- B -- C	0.010000	0.001407	B -- C	0.012255	0.001550
1.9500	0.0021	0.0004	0.3970	0.9632	0.0368	B -- C	0.012321	0.001552	A -- C	0.026790	0.002278	<nil>	0.946099	0.003192	A -- B -- C	0.009977	0.001390	C	0.004813	0.000969
1.9600	0.0021	0.0004	0.3965	0.9634	0.0366	B -- C	0.012279	0.001550	A -- C	0.026430	0.002266	<nil>	0.946276	0.003187	A -- B -- C	0.010160	0.001413	C	0.004855	0.000969
1.9700	0.0022	0.0004	0.3932	0.9636	0.0364	B -- C	0.011664	0.001515	A -- C	0.025979	0.002247	<nil>	0.946912	0.003169	A -- B -- C	0.010418	0.001432	C	0.005026	0.000988
1.9800	0.0023	0.0004	0.3928	0.9637	0.0363	B -- C	0.011314	0.001482	A -- C	0.025775	0.002240	<nil>	0.947080	0.003165	A -- B -- C	0.010490	0.001436	C	0.005342	0.001011
1.9900	0.0020	0.0004	0.3847	0.9641	0.0359	B -- C	0.011379	0.001495	A -- C	0.025800	0.002242	<nil>	0.948185	0.003127	A -- B -- C	0.010060	0.001408	C	0.004576	0.000924
2.0000	0.0021	0.0004	0.3815	0.9643	0.0357	B -- C	0.010896	0.001449	A -- C	0.025578	0.002228	<nil>	0.948749	0.003117	A -- B -- C	0.010108	0.001403	C	0.004670	0.000930
2.0100	0.0022	0.0004	0.3789	0.9644	0.0356	B -- C	0.010043	0.001408	C	0.005091	0.000994	<nil>	0.949289	0.003100	A -- C	0.025198	0.002217	A -- B -- C	0.010379	0.001432
2.0200	0.0021	0.0004	0.3753	0.9647	0.0353	B -- C	0.010019	0.001401	C	0.004822	0.000960	<nil>	0.949894	0.003082	A -- C	0.024711	0.002190	A -- B -- C	0.010554	0.001434
2.0300	0.0021	0.0004	0.3734	0.9650	0.0350	B -- C	0.010060	0.001406	C	0.004665	0.000954	<nil>	0.950234	0.003075	A -- C	0.024290	0.002174	A -- B -- C	0.010751	0.001453
2.0400	0.0020	0.0004	0.3705	0.9652	0.0348	B -- C	0.010027	0.001400	C	0.004477	0.000919	<nil>	0.950731	0.003056	A -- C	0.023879	0.002157	A -- B -- C	0.010886	0.001461
2.0500	0.0019	0.0004	0.3681	0.9657	0.0343	B -- C	0.010188	0.001403	C	0.004398	0.000918	<nil>	0.951066	0.003050	A -- C	0.023985	0.002163	A -- B -- C	0.010362	0.001423
2.0600	0.0020	0.0004	0.3653	0.9660	0.0340	B -- C	0.010092	0.001399	C	0.004474	0.000917	<nil>	0.951473	0.003035	A -- C	0.024159	0.002170	A -- B -- C	0.009801	0.001383
2.0700	0.0019	0.0004	0.3616	0.9664	0.0336	B -- C	0.010121	0.001410	C	0.004289	0.000914	<nil>	0.951990	0.003023	A -- C	0.024200	0.002173	A -- B -- C	0.009400	0.001365
2.0800	0.0020	0.0004	0.3603	0.9664	0.0336	B -- C	0.009630	0.001373	C	0.004538	0.000932	<nil>	0.952232	0.003014	A -- C	0.024200	0.002173	A -- B -- C	0.009400	0.001365
2.0900	0.0019	0.0004	0.3578	0.9666	0.0334	B -- C	0.009578	0.001371	C	0.004393	0.000925	<nil>	0.952607	0.003002	A -- C	0.024111	0.002167	A -- B -- C	0.009311	0.001348
2.1000	0.0019	0.0004	0.3570	0.9669	0.0331	B -- C	0.009726	0.001378	C	0.004405	0.000932	<nil>	0.952800	0.002999	A -- C	0.023715	0.002147	A -- B -- C	0.009355	0.001347
2.1100	0.0019	0.0004	0.3548	0.9672	0.0328	B -- C	0.009673	0.001376	C	0.004281	0.000890	<nil>	0.953198	0.002981	A -- C	0.023311	0.002132	A -- B -- C	0.009538	0.001372
2.1200	0.0017	0.0004	0.3499	0.9673	0.0327	B -- C	0.009593	0.001371	C	0.003853	0.000862	<nil>	0.953862	0.002964	A -- C	0.023285	0.002131	A -- B -- C	0.009407	0.001358
2.1300	0.0016	0.0004	0.3469	0.9673	0.0327	B -- C	0.009371	0.001348	C	0.003634	0.000823	<nil>	0.954283	0.002952	A -- C	0.023200	0.002128	A -- B -- C	0.009512	0.001368
2.1400	0.0018	0.0004	0.3468	0.9677	0.0323	B -- C	0.009168	0.001340	C	0.004109	0.000898	<nil>	0.954400	0.002951	A -- C	0.023079	0.002121	A -- B -- C	0.009244	0.001347
2.1500	0.0019	0.0004	0.3470	0.9681	0.0319	B -- C	0.009194	0.001338	C	0.004430	0.000924	<nil>	0.954482	0.002946	A -- C	0.022783	0.002104	A -- B -- C	0.009111	0.001329
2.1600	0.0019	0.0004	0.3438	0.9685	0.0315	B -- C	0.009076	0.001329	C	0.004333	0.000907	<nil>	0.955050	0.002926	A -- C	0.022246	0.002081	A -- B -- C	0.009295	0.001344
2.1700	0.0018	0.0004	0.3408	0.9686	0.0314	B -- C	0.009000	0.001336	C	0.004029	0.000888	<nil>	0.955571	0.002912	A -- C	0.021561	0.002053	A -- B -- C	0.009839	0.001394
2.1800	0.0017	0.0004	0.3384	0.9686	0.0314	B -- C	0.008783	0.001316	C	0.003880	0.000869	<nil>	0.955937	0.002901	A -- C	0.021369	0.002044	A -- B -- C	0.010031	0.001408
2.1900	0.0017	0.0004	0.3368	0.9688	0.0312	B -- C	0.008713	0.001308	C	0.003884	0.000870	<nil>	0.956181	0.002894	A -- C	0.021316	0.002040	A -- B -- C	0.009906	0.001396
2.2000	0.0016	0.0004	0.3332	0.9689	0.0311	B -- C	0.008663	0.001300	C	0.003530	0.000812	<nil>	0.956660	0.002875	A -- C	0.021237	0.002035	A -- B -- C	0.009909	0.001391
2.2100	0.0015	0.0004	0.3303	0.9694	0.0306	B -- C	0.008722	0.001303	C	0.003485	0.000823	<nil>	0.957220	0.002861	A -- C	0.020494	0.001994	A -- B -- C	0.010079	0.001393
2.2200	0.0015	0.0004	0.3275	0.9697	0.0303	B -- C	0.008609	0.001299	C	0.003340	0.000797	<nil>	0.957735	0.002842	A -- C	0.019676	0.001960	A -- B -- C	0.010640	0.001449
2.2300	0.0014	0.0004	0.3257	0.9701	0.0299	B -- C	0.008803	0.001314	C	0.003289	0.000800	<nil>	0.958034	0.002835	A -- C	0.019408	0.001951	A -- B -- C	0.010465	0.001436
2.2400	0.0013	0.0003	0.3241	0.9703	0.0297	B -- C	0.009044	0.001330	C	0.003030	0.000774	<nil>	0.958200	0.002831	A -- C	0.019600	0.001961	A -- B -- C	0.010126	0.001410
2.2500	0.0016	0.0004	0.3236	0.9713	0.0287	B -- C	0.009254	0.001331	C	0.003606	0.000815	<nil>	0.958398	0.002821	A -- C	0.019600	0.001961	A -- B -- C	0.009143	0.001337
2.2600	0.0019	0.0004	0.3230	0.9717	0.0283	B -- C	0.008795	0.001311	C	0.004309	0.000918	<nil>	0.958614	0.002817	A -- C	0.019600	0.001961	A -- B -- C	0.008682	0.001308
2.2700	0.0016	0.0004	0.3155	0.9719	0.0281	B -- C	0.008625	0.001301	C	0.003660	0.000826	<nil>	0.959649	0.002777	A -- C	0.019436	0.001951	A -- B -- C	0.008630	0.001303
2.2800	0.0014	0.0003	0.3093	0.9720	0.0280	C	0.003242	0.000774	A -- C	0.019400	0.001951	<nil>	0.960479	0.002749	A -- B -- C	0.008600	0.001306	B -- C	0.008278	0.001277
2.2900	0.0013	0.0003	0.3067	0.9721	0.0279	C	0.003050	0.000757	B -- C	0.008264	0.001266	<nil>	0.960829	0.002743	A -- C	0.019362	0.001945	A -- B -- C	0.008495	0.001288
2.3000	0.0014	0.0003	0.3053	0.9724	0.0276	C	0.003244	0.000785	B -- C	0.008138	0.001254	<nil>	0.961057	0.002735	A -- C	0.019400	0.001951	A -- B -- C	0.008161	0.001265
2.3100	0.0014	0.0003	0.3019	0.9726	0.0274	C	0.003178	0.000770	B -- C	0.007904	0.001244	<nil>	0.961543	0.002715	A -- C	0.019400	0.001951	A -- B -- C	0.007975	0.001256
2.3200	0.0015	0.0004	0.3005	0.9732	0.0268	C	0.003400	0.000823	B -- C	0.008007	0.001256	<nil>	0.961800	0.002711	A -- C	0.019285	0.001943	A -- B -- C	0.007508	0.001212
2.3300	0.0015	0.0004	0.3012	0.9734	0.0266	C	0.003506	0.000830	B -- C	0.008094	0.001263	<nil>	0.961800	0.002711	A -- C	0.018901	0.001922	A -- B -- C	0.007699	0.001230
2.3400	0.0016	0.0004	0.2997	0.9739	0.0261	C	0.003646	0.000836	B -- C	0.008235	0.001267	<nil>	0.962045	0.002700	A -- C	0.018800	0.001921	A -- B -- C	0.007273	0.001197
2.3500	0.0017	0.0004	0.2986	0.9741	0.0259	C	0.003759	0.000861	B -- C	0.008093	0.001262	<nil>	0.962218	0.002696	A -- C	0.018800	0.001921	A -- B -- C	0.007130	0.001186
2.3600	0.0016	0.0004	0.2972	0.9743	0.0257	C	0.003605	0.000840	B -- C	0.008252	0.001273	<nil>	0.962439	0.002688	A -- C	0.018584	0.001905	A -- B -- C	0.007121	0.001177
2.3700	0.0016	0.0004	0.2950	0.9745	0.0255	C	0.003637	0.000848	B -- C	0.008114	0.001264	<nil>	0.962798	0.002677	A -- C	0.018361	0.001897	A -- B -- C	0.007090	0.001181
2.3800	0.0016	0.0004	0.2940	0.9747	0.0253	C	0.003671	0.000834	B -- C	0.008071	0.001255	<nil>	0.963003	0.002665	A -- C	0.018025	0.001881	A -- B -- C	0.007230	0.001189
2.3900	0.0014	0.0003	0.2893	0.9753	0.0247	C	0.003285	0.000788	B -- C	0.008398	0.001276	<nil>	0.963609	0.002646	A -- C	0.017979	0.001874	A -- B -- C	0.006728	0.001143
2.4000	0.0014	0.0003	0.2860	0.9752	0.0248	C	0.003167	0.000782	B -- C	0.008023	0.001260	<nil>	0.964026	0.002631	A -- C	0.018184	0.001889	A -- B -- C	0.006600	0.001145
2.4100	0.0011	0.0003	0.2811	0.9753	0.0247	C	0.002590	0.000707	B -- C	0.008133	0.001267	<nil>	0.964610	0.002610	A -- C	0.018200	0.001891	A -- B -- C	0.006467	0.001130
2.4200	0.0012	0.0003	0.2789	0.9758	0.0242	C	0.002627	0.000693	B -- C	0.008213	0.001254	<nil>	0.964915	0.002600	A -- C	0.018200	0.001891	A -- B -- C	0.006044	0.001085
2.4300	0.0013	0.0003	0.2787	0.9762	0.0238	C	0.003000	0.000774	B -- C	0.008208	0.001270	<nil>	0.965000	0.002599	A -- C	0.018200	0.001891	A -- B -- C	0.005592	0.001048
2.4400	0.0014	0.0003	0.2772	0.9766	0.0234	C	0.003117	0.000773	B -- C	0.008277	0.001274	<nil>	0.965207	0.002588	A -- C	0.018200	0.001891	A -- B -- C	0.005200	0.001017
2.4500	0.0013	0.0003	0.2732	0.9766	0.0234	C	0.002984	0.000756	B -- C	0.007814	0.001244	<nil>	0.965802	0.002566	A -- C	0.018022	0.001880	A -- B -- C	0.005378	0.001033
2.4600	0.0011	0.0003	0.2691	0.9766	0.0234	C	0.002573	0.000698	B -- C	0.007709	0.001231	<nil>	0.966318	0.002549	A -- C	0.017926	0.001874	A -- B -- C	0.005474	0.001039
2.4700	0.0012	0.0003	0.2693	0.9766	0.0234	B -- C	0.007400	0.001212	C	0.002800	0.000747	<nil>	0.966400	0.002549	A -- C	0.017688	0.001862	A -- B -- C	0.005712	0.001061
2.4800	0.0012	0.0003	0.2692	0.9769	0.0231	B -- C	0.007666	0.001226	C	0.002778	0.000742	<nil>	0.966422	0.002547	A -- C	0.017593	0.001859	A -- B -- C	0.005541	0.001041
2.4900	0.0011	0.0003	0.2667	0.9770	0.0230	B -- C	0.007700	0.001231	C	0.002491	0.000684	<nil>	0.966822	0.002529	A -- C	0.017057	0.001825	A -- B -- C	0.005931	0.001074
2.5000	0.0010	0.0003	0.2645	0.9773	0.0227	B -- C	0.007798	0.001236	C	0.002317	0.000666	<nil>	0.967142	0.002520	A -- C	0.016800	0.001818	A -- B -- C	0.005943	0.001083
2.5100	0.0011	0.0003	0.2636	0.9778	0.0222	C	0.002587	0.000702	B -- C	0.007835	0.001239	<nil>	0.967342	0.002512	A -- C	0.016653	0.001808	A -- B -- C	0.005583	0.001047
2.5200	0.0012	0.0003	0.2622	0.9779	0.0221	C	0.002682	0.000720	B -- C	0.007627	0.001223	<nil>	0.967617	0.002502	A -- C	0.016367	0.001790	A -- B -- C	0.005707	0.001053
2.5300	0.0013	0.0003	0.2617	0.9780	0.0220	C	0.003022	0.000757	B -- C	0.007160	0.001181	<nil>	0.967818	0.002495	A -- C	0.016006	0.001775	A -- B -- C	0.005994	0.001091
2.5400	0.0015	0.0004	0.2603	0.9780	0.0220	C	0.003458	0.000819	B -- C	0.006477	0.001129	<nil>	0.968088	0.002484	A -- C	0.015944	0.001769	A -- B -- C	0.006034	0.001090
2.5500	0.0015	0.0004	0.2593	0.9784	0.0216	C	0.003361	0.000815	B -- C	0.006785	0.001160	<nil>	0.968239	0.002479	A -- C	0.015800	0.001764	A -- B -- C	0.005815	0.001074
2.5600	0.0014	0.0003	0.2568	0.9787	0.0213	C	0.003272	0.000794	B -- C	0.006880	0.001150	<nil>	0.968580	0.002467	A -- C	0.015736	0.001758	A -- B -- C	0.005531	0.001032
2.5700	0.0014	0.0004	0.2556	0.9790	0.0210	C	0.003203	0.000799	B -- C	0.007000	0.001179	<nil>	0.968797	0.002459	A -- C	0.015366	0.001734	A -- B -- C	0.005634	0.001050
2.5800	0.0014	0.0004	0.2561	0.9790	0.0210	C	0.003225	0.000799	B -- C	0.006975	0.001175	<nil>	0.968800	0.002459	A -- C	0.014988	0.001717	A -- B -- C	0.006012	0.001091
2.5900	0.0014	0.0003	0.2542	0.9792	0.0208	C	0.003122	0.000771	B -- C	0.007023	0.001173	<nil>	0.969078	0.002443	A -- C	0.014800	0.001708	A -- B -- C	0.005977	0.001081
2.6000	0.0012	0.0003	0.2511	0.9794	0.0206	C	0.002738	0.000733	B -- C	0.007202	0.001196	<nil>	0.969462	0.002432	A -- C	0.014732	0.001701	A -- B -- C	0.005866	0.001076
2.6100	0.0010	0.0003	0.2473	0.9796	0.0204	C	0.002280	0.000666	B -- C	0.007400	0.001212	<nil>	0.969920	0.002413	A -- C	0.014554	0.001692	A -- B -- C	0.005846	0.001075
2.6200	0.0010	0.0003	0.2468	0.9797	0.0203	C	0.002261	0.000665	B -- C	0.007443	0.001210	<nil>	0.970000	0.002413	A -- C	0.014440	0.001682	A -- B -- C	0.005856	0.001075
2.6300	0.0011	0.0003	0.2474	0.9796	0.0204	C	0.002567	0.000702	B -- C	0.007033	0.001174	<nil>	0.970000	0.002413	A -- C	0.014400	0.001685	A -- B -- C	0.006000	0.001092
