Time	TH	ErrTH	H	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Senescence]	ErrProb[Senescence]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[p21]	ErrProb[p21]	Prob[<nil>]	ErrProb[<nil>]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	
45.8000	0.0358	0.0026	2.1668	0.000046	0.000046	0.001040	0.000432	0.019061	0.001898	0.334089	0.006657	0.002293	0.000668	0.365794	0.006812	0.181347	0.005420	0.028264	0.002311	0.023593	0.002092	0.000455	0.000288	0.003420	0.000791	0.000907	0.000413	0.002751	0.000735	0.000555	0.000290	0.036094	0.002613	0.000290	0.000219	
45.9000	0.0347	0.0025	2.1642	0	0	0.001035	0.000438	0.018266	0.001866	0.334228	0.006663	0.002575	0.000701	0.365927	0.006812	0.182118	0.005435	0.027971	0.002303	0.023037	0.002070	0.000400	0.000283	0.004087	0.000895	0.000498	0.000294	0.002759	0.000730	0.000495	0.000298	0.036068	0.002618	0.000536	0.000314	
46.0000	0.0334	0.0025	2.1599	0	0	0.001359	0.000503	0.018079	0.001852	0.334286	0.006659	0.002545	0.000707	0.365938	0.006812	0.183879	0.005459	0.027595	0.002289	0.023513	0.002088	0.000207	0.000200	0.004254	0.000909	0.000729	0.000369	0.002850	0.000742	0.000400	0.000283	0.034077	0.002549	0.000289	0.000212	
46.1000	0.0320	0.0025	2.1652	0	0	0.001588	0.000561	0.019101	0.001896	0.333805	0.006656	0.002382	0.000687	0.366073	0.006812	0.182986	0.005450	0.029133	0.002347	0.022725	0.002071	0.000200	0.000200	0.003942	0.000864	0.000800	0.000400	0.002879	0.000751	0.000476	0.000293	0.033510	0.002518	0.000400	0.000283	
46.2000	0.0316	0.0025	2.1669	0.000120	0.000120	0.001425	0.000529	0.019026	0.001903	0.334663	0.006660	0.002000	0.000632	0.366227	0.006813	0.180629	0.005422	0.030472	0.002396	0.023098	0.002068	0.000200	0.000200	0.003985	0.000869	0.000696	0.000356	0.003032	0.000755	0.000474	0.000292	0.033553	0.002517	0.000400	0.000283	
46.3000	0.0303	0.0024	2.1705	0.000200	0.000200	0.001366	0.000504	0.020162	0.001951	0.333849	0.006656	0.001805	0.000584	0.366355	0.006811	0.179728	0.005410	0.030901	0.002419	0.022808	0.002056	0.000200	0.000200	0.003807	0.000860	0.000957	0.000429	0.002896	0.000750	0.000400	0.000283	0.034323	0.002550	0.000243	0.000205	
46.4000	0.0280	0.0023	2.1749	0.000200	0.000200	0.001481	0.000533	0.021116	0.002008	0.333512	0.006655	0.001407	0.000511	0.366534	0.006812	0.178714	0.005398	0.031367	0.002433	0.022849	0.002048	0.000286	0.000218	0.004169	0.000896	0.001000	0.000447	0.002973	0.000750	0.000400	0.000283	0.033792	0.002524	0.000200	0.000200	
46.5000	0.0289	0.0023	2.1791	0.000200	0.000200	0.001780	0.000583	0.021618	0.002025	0.333825	0.006658	0.001226	0.000477	0.366409	0.006815	0.177420	0.005382	0.031176	0.002422	0.022746	0.002063	0.000451	0.000287	0.004401	0.000908	0.000922	0.000418	0.003000	0.000774	0.000241	0.000204	0.034294	0.002544	0.000290	0.000219	
46.6000	0.0307	0.0024	2.1811	0.000200	0.000200	0.001574	0.000544	0.021557	0.002019	0.333658	0.006659	0.001084	0.000455	0.366332	0.006813	0.176915	0.005376	0.031267	0.002434	0.024063	0.002120	0.000600	0.000346	0.004251	0.000903	0.000800	0.000400	0.003185	0.000795	0.000200	0.000200	0.033916	0.002533	0.000400	0.000283	
46.7000	0.0330	0.0025	2.1748	0.000200	0.000200	0.001583	0.000559	0.021372	0.002022	0.334029	0.006661	0.001156	0.000474	0.366407	0.006815	0.178618	0.005402	0.030282	0.002388	0.024169	0.002134	0.000600	0.000346	0.003785	0.000858	0.000833	0.000401	0.003129	0.000784	0.000200	0.000200	0.033157	0.002506	0.000480	0.000294	
46.8000	0.0345	0.0025	2.1691	0.000200	0.000200	0.001396	0.000510	0.020880	0.001996	0.334868	0.006663	0.001247	0.000483	0.366602	0.006813	0.179262	0.005399	0.030423	0.002394	0.023067	0.002065	0.000600	0.000346	0.003800	0.000862	0.000641	0.000349	0.003210	0.000787	0.000207	0.000200	0.032897	0.002502	0.000701	0.000361	
46.9000	0.0346	0.0025	2.1685	0.000200	0.000200	0.001195	0.000476	0.021133	0.002017	0.336103	0.006670	0.001236	0.000491	0.366762	0.006815	0.177308	0.005374	0.030153	0.002372	0.023333	0.002084	0.000287	0.000188	0.003675	0.000827	0.000564	0.000327	0.003235	0.000791	0.000400	0.000283	0.033446	0.002515	0.000970	0.000434	
47.0000	0.0338	0.0025	2.1689	0.000200	0.000200	0.001444	0.000527	0.021646	0.002008	0.335321	0.006660	0.001400	0.000519	0.367136	0.006815	0.178084	0.005383	0.028618	0.002309	0.024231	0.002126	0	0	0.004028	0.000868	0.000369	0.000262	0.003228	0.000790	0.000400	0.000283	0.032699	0.002474	0.001196	0.000488	
47.1000	0.0324	0.0025	2.1687	0.000200	0.000200	0.001520	0.000539	0.021590	0.002014	0.333819	0.006658	0.001400	0.000529	0.367471	0.006818	0.179680	0.005406	0.027733	0.002286	0.024702	0.002160	0	0	0.004678	0.000943	0.000664	0.000335	0.002936	0.000753	0.000400	0.000283	0.032622	0.002491	0.000586	0.000298	
47.2000	0.0318	0.0024	2.1767	0.000200	0.000200	0.001466	0.000529	0.022366	0.002068	0.333028	0.006648	0.001561	0.000553	0.367537	0.006818	0.178731	0.005398	0.027894	0.002292	0.024639	0.002134	0	0	0.005410	0.001009	0.000977	0.000437	0.002876	0.000747	0.000400	0.000283	0.032514	0.002486	0.000400	0.000283	
47.3000	0.0310	0.0024	2.1773	0.000200	0.000200	0.001178	0.000472	0.023837	0.002123	0.333105	0.006653	0.001780	0.000593	0.367543	0.006818	0.178151	0.005390	0.028241	0.002313	0.023792	0.002109	0	0	0.005571	0.001050	0.000804	0.000400	0.002873	0.000751	0.000400	0.000283	0.032125	0.002480	0.000400	0.000283	
47.4000	0.0305	0.0024	2.1700	0.000200	0.000200	0.001221	0.000486	0.023277	0.002092	0.333006	0.006654	0.001600	0.000565	0.367821	0.006819	0.179600	0.005410	0.028525	0.002343	0.022085	0.002033	0	0	0.005165	0.000990	0.000800	0.000400	0.003143	0.000786	0.000202	0.000200	0.032956	0.002504	0.000400	0.000283	
47.5000	0.0312	0.0024	2.1637	0.000200	0.000200	0.001400	0.000529	0.022716	0.002069	0.332933	0.006650	0.001512	0.000536	0.368142	0.006820	0.181327	0.005426	0.027553	0.002284	0.021637	0.002004	0	0	0.004991	0.000979	0.000800	0.000400	0.003039	0.000774	0.000200	0.000200	0.033151	0.002509	0.000400	0.000283	
47.6000	0.0307	0.0024	2.1541	0.000200	0.000200	0.001400	0.000529	0.023278	0.002097	0.333484	0.006655	0.001316	0.000497	0.368430	0.006820	0.183186	0.005448	0.026235	0.002223	0.021297	0.001994	0	0	0.004419	0.000931	0.000851	0.000403	0.003230	0.000799	0.000200	0.000200	0.032122	0.002468	0.000353	0.000252	
47.7000	0.0289	0.0023	2.1376	0.000200	0.000200	0.001309	0.000472	0.021433	0.001992	0.335119	0.006665	0.001175	0.000480	0.368825	0.006824	0.185350	0.005472	0.025640	0.002206	0.019785	0.001924	0	0	0.004134	0.000886	0.001200	0.000490	0.003008	0.000770	0.000200	0.000200	0.032421	0.002480	0.000200	0.000200	
47.8000	0.0302	0.0024	2.1339	0.000200	0.000200	0.001605	0.000538	0.019587	0.001921	0.334785	0.006665	0.001119	0.000463	0.369324	0.006825	0.186032	0.005475	0.025483	0.002183	0.021025	0.001979	0	0	0.004388	0.000923	0.001081	0.000454	0.002390	0.000679	0.000200	0.000200	0.032581	0.002490	0.000200	0.000200	
47.9000	0.0305	0.0024	2.1344	0.000200	0.000200	0.001485	0.000536	0.019849	0.001930	0.334235	0.006660	0.001059	0.000445	0.369931	0.006827	0.184643	0.005471	0.026028	0.002230	0.022078	0.002033	0.000095	0.000095	0.004315	0.000922	0.000810	0.000400	0.001905	0.000609	0.000165	0.000165	0.033001	0.002506	0.000200	0.000200	
48.0000	0.0315	0.0024	2.1369	0.000012	0.000012	0.001440	0.000530	0.020922	0.001999	0.333765	0.006658	0.001000	0.000447	0.370141	0.006827	0.183928	0.005460	0.026138	0.002227	0.023067	0.002065	0.000200	0.000200	0.004323	0.000914	0.000800	0.000400	0.001854	0.000594	0.000188	0.000188	0.032035	0.002462	0.000185	0.000133	
48.1000	0.0311	0.0024	2.1380	0	0	0.001589	0.000541	0.020438	0.001961	0.333364	0.006655	0.000901	0.000412	0.370337	0.006828	0.184318	0.005452	0.025092	0.002172	0.023965	0.002110	0.000200	0.000200	0.004366	0.000893	0.000800	0.000400	0.002197	0.000662	0.000200	0.000200	0.032032	0.002469	0.000200	0.000200	
48.2000	0.0301	0.0024	2.1330	0	0	0.001640	0.000555	0.019230	0.001909	0.334505	0.006664	0.000800	0.000400	0.370389	0.006829	0.184353	0.005460	0.024755	0.002167	0.023416	0.002092	0.000200	0.000200	0.004378	0.000924	0.000800	0.000400	0.002369	0.000684	0.000200	0.000200	0.032765	0.002502	0.000200	0.000200	
48.3000	0.0305	0.0024	2.1296	0	0	0.001693	0.000571	0.018478	0.001878	0.335682	0.006670	0.000838	0.000402	0.370345	0.006829	0.183043	0.005440	0.025928	0.002208	0.024104	0.002110	0.000200	0.000200	0.003776	0.000854	0.000762	0.000382	0.001987	0.000610	0.000200	0.000200	0.032763	0.002499	0.000200	0.000200	
48.4000	0.0312	0.0024	2.1257	0	0	0.001781	0.000594	0.018813	0.001890	0.337166	0.006673	0.001053	0.000449	0.370362	0.006829	0.182478	0.005442	0.025207	0.002186	0.023167	0.002062	0.000200	0.000200	0.003903	0.000871	0.000600	0.000346	0.001800	0.000600	0.000200	0.000200	0.033070	0.002501	0.000200	0.000200	
48.5000	0.0310	0.0024	2.1288	0	0	0.001640	0.000563	0.018834	0.001882	0.337375	0.006676	0.001596	0.000564	0.370291	0.006829	0.181401	0.005430	0.024748	0.002176	0.023750	0.002100	0.000200	0.000200	0.004039	0.000884	0.000564	0.000325	0.001806	0.000600	0.000200	0.000200	0.033516	0.002520	0.000040	0.000040	
48.6000	0.0301	0.0024	2.1309	0.000192	0.000192	0.001600	0.000565	0.018459	0.001867	0.337109	0.006674	0.001569	0.000555	0.370031	0.006828	0.181383	0.005426	0.024058	0.002136	0.024455	0.002128	0.000200	0.000200	0.004080	0.000880	0.000408	0.000283	0.001907	0.000609	0.000200	0.000200	0.034348	0.002550	0	0	
48.7000	0.0300	0.0024	2.1306	0.000200	0.000200	0.001600	0.000565	0.018789	0.001893	0.337839	0.006676	0.001400	0.000529	0.370200	0.006829	0.180205	0.005420	0.024098	0.002149	0.024714	0.002143	0.000200	0.000200	0.004287	0.000894	0.000400	0.000283	0.001800	0.000600	0.000200	0.000200	0.034069	0.002540	0	0	
48.8000	0.0290	0.0023	2.1337	0.000302	0.000225	0.001570	0.000556	0.019596	0.001926	0.338158	0.006673	0.001400	0.000529	0.370213	0.006829	0.179196	0.005404	0.023810	0.002124	0.024166	0.002098	0.000200	0.000200	0.004319	0.000904	0.000527	0.000310	0.001800	0.000600	0.000200	0.000200	0.034542	0.002550	0	0	
48.9000	0.0280	0.0023	2.1331	0.000400	0.000283	0.001421	0.000529	0.020391	0.001969	0.339036	0.006681	0.001400	0.000529	0.370400	0.006830	0.178389	0.005395	0.024750	0.002177	0.022528	0.002032	0.000200	0.000200	0.004466	0.000934	0.000600	0.000346	0.001800	0.000600	0.000200	0.000200	0.034020	0.002546	0	0	
49.0000	0.0283	0.0023	2.1284	0.000426	0.000284	0.001720	0.000577	0.019947	0.001939	0.340164	0.006688	0.001341	0.000491	0.370843	0.006828	0.178251	0.005386	0.024222	0.002136	0.022334	0.002026	0.000172	0.000135	0.004206	0.000906	0.000794	0.000397	0.001712	0.000575	0.000200	0.000200	0.033669	0.002524	0	0	
49.1000	0.0267	0.0022	2.1333	0.000400	0.000283	0.002287	0.000658	0.019082	0.001889	0.339560	0.006688	0.001320	0.000504	0.371254	0.006831	0.177654	0.005378	0.024671	0.002153	0.024154	0.002132	0.000200	0.000200	0.003836	0.000871	0.000987	0.000437	0.001773	0.000578	0.000200	0.000200	0.032624	0.002496	0	0	
49.2000	0.0272	0.0023	2.1299	0.000400	0.000283	0.001995	0.000611	0.018397	0.001871	0.339913	0.006688	0.001467	0.000524	0.371320	0.006832	0.177831	0.005389	0.023771	0.002136	0.025589	0.002176	0.000200	0.000200	0.003815	0.000838	0.001013	0.000447	0.001600	0.000565	0.000200	0.000200	0.032490	0.002486	0	0	
49.3000	0.0258	0.0022	2.1146	0.000400	0.000283	0.002062	0.000625	0.017492	0.001815	0.341586	0.006697	0.001200	0.000490	0.371877	0.006834	0.178699	0.005398	0.024220	0.002149	0.024307	0.002138	0.000200	0.000200	0.002785	0.000727	0.001000	0.000447	0.001601	0.000565	0.000200	0.000200	0.032369	0.002485	0	0	
49.4000	0.0265	0.0022	2.1198	0.000400	0.000283	0.001848	0.000583	0.018512	0.001868	0.341663	0.006693	0.001120	0.000455	0.372057	0.006835	0.176878	0.005368	0.025092	0.002181	0.023679	0.002079	0.000200	0.000200	0.002968	0.000753	0.001015	0.000447	0.001611	0.000565	0.000200	0.000200	0.032640	0.002499	0.000117	0.000117	
49.5000	0.0278	0.0023	2.1190	0.000400	0.000283	0.001899	0.000605	0.018345	0.001867	0.341631	0.006699	0.001386	0.000524	0.372219	0.006837	0.177589	0.005380	0.024885	0.002163	0.023742	0.002106	0.000200	0.000200	0.003165	0.000778	0.000814	0.000400	0.001600	0.000565	0.000200	0.000200	0.031726	0.002449	0.000200	0.000200	
49.6000	0.0282	0.0023	2.1244	0.000400	0.000283	0.002199	0.000644	0.017747	0.001826	0.341332	0.006693	0.001400	0.000529	0.372351	0.006837	0.177770	0.005387	0.024891	0.002186	0.024192	0.002108	0.000145	0.000145	0.004337	0.000916	0.000800	0.000400	0.001704	0.000570	0.000200	0.000200	0.030225	0.002401	0.000307	0.000227	
49.7000	0.0281	0.0023	2.1217	0.000400	0.000283	0.001949	0.000618	0.017827	0.001846	0.341410	0.006697	0.001400	0.000529	0.372200	0.006837	0.178876	0.005405	0.024306	0.002150	0.024433	0.002142	0	0	0.004771	0.000954	0.000800	0.000400	0.001898	0.000595	0.000159	0.000159	0.029171	0.002353	0.000400	0.000283	
49.8000	0.0296	0.0024	2.1192	0.000302	0.000225	0.001766	0.000589	0.018026	0.001851	0.340586	0.006692	0.001222	0.000490	0.372378	0.006837	0.179306	0.005408	0.024475	0.002154	0.025510	0.002189	0	0	0.004453	0.000928	0.000800	0.000400	0.001745	0.000584	0.000098	0.000098	0.028932	0.002346	0.000400	0.000283	
49.9000	0.0309	0.0024	2.1298	0.000200	0.000200	0.001635	0.000552	0.020096	0.001954	0.339161	0.006680	0.001200	0.000490	0.372298	0.006836	0.177416	0.005383	0.025367	0.002187	0.026598	0.002230	0	0	0.004356	0.000903	0.000994	0.000444	0.001395	0.000508	0.000200	0.000200	0.028683	0.002342	0.000400	0.000283	
50.0000	0.0301	0.0024	2.1316	0.000200	0.000200	0.001425	0.000513	0.020055	0.001940	0.338820	0.006684	0.001200	0.000490	0.372400	0.006838	0.176916	0.005370	0.026380	0.002238	0.026409	0.002231	0	0	0.004185	0.000897	0.001000	0.000447	0.001503	0.000539	0.000255	0.000207	0.028852	0.002356	0.000400	0.000283	
50.1000	0.0307	0.0024	2.1252	0.000200	0.000200	0.001244	0.000492	0.019237	0.001905	0.339226	0.006683	0.001043	0.000449	0.372828	0.006838	0.177353	0.005379	0.026648	0.002254	0.025961	0.002191	0	0	0.004127	0.000902	0.001020	0.000447	0.001600	0.000565	0.000358	0.000255	0.028941	0.002347	0.000212	0.000200	
50.2000	0.0305	0.0024	2.1324	0.000200	0.000200	0.001224	0.000470	0.019780	0.001930	0.338010	0.006676	0.001018	0.000447	0.373000	0.006840	0.176716	0.005371	0.026855	0.002249	0.026055	0.002208	0	0	0.004434	0.000926	0.001182	0.000483	0.001613	0.000565	0.000387	0.000274	0.029325	0.002361	0.000200	0.000200	
50.3000	0.0300	0.0024	2.1315	0.000200	0.000200	0.001000	0.000447	0.020287	0.001945	0.337349	0.006674	0.001537	0.000545	0.372954	0.006838	0.177353	0.005381	0.026504	0.002249	0.025023	0.002171	0	0	0.004460	0.000930	0.000663	0.000349	0.001780	0.000576	0.000200	0.000200	0.030490	0.002410	0.000200	0.000200	
50.4000	0.0321	0.0025	2.1302	0.000200	0.000200	0.000887	0.000409	0.020737	0.001991	0.337310	0.006677	0.001552	0.000550	0.372848	0.006839	0.177594	0.005384	0.026589	0.002241	0.024780	0.002159	0	0	0.003966	0.000877	0.000600	0.000346	0.002000	0.000632	0.000200	0.000200	0.030536	0.002415	0.000200	0.000200	
50.5000	0.0322	0.0025	2.1243	0.000200	0.000200	0.000800	0.000400	0.020534	0.001980	0.338160	0.006679	0.001400	0.000529	0.373000	0.006840	0.177997	0.005384	0.025125	0.002178	0.024620	0.002125	0	0	0.003946	0.000866	0.000667	0.000352	0.001954	0.000619	0.000200	0.000200	0.031175	0.002430	0.000221	0.000195	
50.6000	0.0330	0.0025	2.1171	0.000200	0.000200	0.000871	0.000396	0.021401	0.002016	0.338712	0.006681	0.001531	0.000545	0.373497	0.006840	0.178508	0.005393	0.024744	0.002164	0.023051	0.002076	0	0	0.003607	0.000817	0.000869	0.000406	0.001774	0.000580	0.000146	0.000146	0.031089	0.002436	0	0	
50.7000	0.0321	0.0025	2.1167	0.000200	0.000200	0.000735	0.000372	0.020824	0.001989	0.338919	0.006687	0.001456	0.000530	0.373566	0.006842	0.178202	0.005394	0.025167	0.002194	0.024205	0.002122	0.000179	0.000179	0.003807	0.000861	0.000800	0.000400	0.001800	0.000600	0	0	0.030141	0.002390	0	0	
50.8000	0.0326	0.0025	2.1215	0.000200	0.000200	0.000832	0.000391	0.020076	0.001959	0.339126	0.006686	0.001523	0.000543	0.373376	0.006839	0.176788	0.005370	0.024775	0.002168	0.025453	0.002174	0.000200	0.000200	0.003846	0.000849	0.000800	0.000400	0.001896	0.000592	0	0	0.031109	0.002430	0	0	
50.9000	0.0309	0.0024	2.1241	0.000002	0.000002	0.001200	0.000469	0.019308	0.001903	0.339128	0.006681	0.001516	0.000541	0.373827	0.006842	0.175079	0.005349	0.026771	0.002250	0.024830	0.002152	0.000372	0.000264	0.004339	0.000918	0.000646	0.000349	0.001431	0.000521	0.000018	0.000018	0.031532	0.002459	0	0	
51.0000	0.0308	0.0024	2.1198	0	0	0.001172	0.000479	0.018948	0.001896	0.340537	0.006688	0.001525	0.000543	0.373931	0.006842	0.174287	0.005345	0.027819	0.002291	0.024192	0.002116	0.000200	0.000200	0.004169	0.000899	0.000600	0.000346	0.001365	0.000498	0.000200	0.000200	0.031056	0.002426	0	0	
51.1000	0.0301	0.0024	2.1194	0	0	0.001010	0.000426	0.019341	0.001911	0.340496	0.006692	0.001444	0.000531	0.374076	0.006843	0.173767	0.005340	0.027877	0.002301	0.024369	0.002141	0.000200	0.000200	0.004083	0.000885	0.000688	0.000357	0.001200	0.000490	0.000200	0.000200	0.031250	0.002433	0	0	
51.2000	0.0289	0.0023	2.1303	0	0	0.001473	0.000526	0.020922	0.001998	0.338337	0.006680	0.001400	0.000529	0.374002	0.006844	0.173515	0.005335	0.026986	0.002240	0.024822	0.002159	0.000200	0.000200	0.003768	0.000848	0.000800	0.000400	0.001200	0.000490	0.000200	0.000200	0.032377	0.002473	0	0	
51.3000	0.0306	0.0024	2.1250	0	0	0.001445	0.000530	0.021156	0.002003	0.339023	0.006685	0.001062	0.000449	0.374699	0.006845	0.173646	0.005341	0.025444	0.002209	0.024032	0.002121	0.000200	0.000200	0.003961	0.000869	0.000794	0.000397	0.001200	0.000490	0.000200	0.000200	0.032955	0.002504	0.000184	0.000157	
51.4000	0.0305	0.0024	2.1182	0	0	0.001777	0.000571	0.019928	0.001943	0.339813	0.006691	0.001147	0.000471	0.374853	0.006846	0.174913	0.005352	0.023884	0.002130	0.024101	0.002125	0.000200	0.000200	0.003569	0.000828	0.000600	0.000346	0.001162	0.000475	0.000377	0.000267	0.033454	0.002523	0.000223	0.000201	
51.5000	0.0299	0.0024	2.1103	0	0	0.001607	0.000540	0.018209	0.001854	0.339857	0.006688	0.001157	0.000474	0.374718	0.006845	0.177476	0.005381	0.023947	0.002130	0.024353	0.002127	0.000200	0.000200	0.003665	0.000837	0.000573	0.000314	0.001282	0.000489	0.000400	0.000283	0.032464	0.002483	0.000092	0.000074	
51.6000	0.0289	0.0023	2.1046	0	0	0.001200	0.000490	0.018281	0.001852	0.339992	0.006683	0.001108	0.000460	0.374892	0.006846	0.178939	0.005400	0.025091	0.002189	0.022923	0.002046	0.000200	0.000200	0.003882	0.000869	0.000600	0.000346	0.001200	0.000490	0.000400	0.000283	0.031093	0.002430	0.000200	0.000200	
51.7000	0.0286	0.0024	2.1039	0.000190	0.000190	0.001200	0.000490	0.018420	0.001869	0.340652	0.006692	0.001000	0.000447	0.375000	0.006847	0.179302	0.005401	0.024303	0.002142	0.022594	0.002029	0.000200	0.000200	0.004185	0.000907	0.000600	0.000346	0.001200	0.000490	0.000400	0.000283	0.030379	0.002390	0.000375	0.000266	
51.8000	0.0289	0.0024	2.1063	0.000200	0.000200	0.001200	0.000490	0.018663	0.001881	0.340666	0.006690	0.001000	0.000447	0.375111	0.006847	0.179124	0.005404	0.023674	0.002121	0.023213	0.002082	0.000200	0.000200	0.004510	0.000937	0.000629	0.000348	0.001274	0.000495	0.000326	0.000236	0.029653	0.002378	0.000556	0.000306	
51.9000	0.0296	0.0024	2.1098	0.000143	0.000143	0.001123	0.000464	0.019342	0.001915	0.340978	0.006690	0.001000	0.000447	0.375371	0.006848	0.178097	0.005380	0.023353	0.002086	0.022612	0.002041	0.000200	0.000200	0.004634	0.000945	0.000827	0.000401	0.001416	0.000529	0.000240	0.000204	0.029694	0.002381	0.000970	0.000434	
52.0000	0.0278	0.0023	2.0999	0	0	0.000914	0.000412	0.018608	0.001876	0.341970	0.006699	0.001142	0.000469	0.375735	0.006846	0.179106	0.005407	0.023746	0.002134	0.022649	0.002054	0.000200	0.000200	0.004333	0.000906	0.001000	0.000447	0.001449	0.000531	0.000200	0.000200	0.028057	0.002310	0.000890	0.000386	
52.1000	0.0273	0.0023	2.0975	0	0	0.000800	0.000400	0.019205	0.001911	0.342784	0.006702	0.001374	0.000520	0.376283	0.006851	0.178012	0.005393	0.024052	0.002141	0.023129	0.002076	0.000200	0.000200	0.004306	0.000920	0.000826	0.000401	0.001485	0.000530	0.000066	0.000066	0.026478	0.002247	0.001000	0.000447	
52.2000	0.0268	0.0023	2.0976	0	0	0.000681	0.000356	0.019656	0.001952	0.342949	0.006707	0.001400	0.000529	0.376417	0.006851	0.176688	0.005373	0.023982	0.002137	0.023416	0.002092	0.000031	0.000031	0.004151	0.000893	0.001023	0.000436	0.001535	0.000535	0	0	0.027232	0.002286	0.000838	0.000402	
52.3000	0.0273	0.0023	2.1001	0	0	0.000673	0.000351	0.019657	0.001933	0.343551	0.006707	0.001280	0.000496	0.376406	0.006851	0.175256	0.005360	0.024076	0.002146	0.023602	0.002104	0	0	0.004234	0.000915	0.001200	0.000490	0.001714	0.000577	0	0	0.027551	0.002295	0.000800	0.000400	
52.4000	0.0282	0.0023	2.1024	0	0	0.001093	0.000437	0.019402	0.001911	0.343348	0.006703	0.001088	0.000439	0.376576	0.006850	0.175511	0.005363	0.022887	0.002084	0.023366	0.002079	0.000164	0.000164	0.004507	0.000930	0.001036	0.000448	0.001869	0.000603	0	0	0.028324	0.002312	0.000830	0.000385	
52.5000	0.0270	0.0022	2.0956	0	0	0.001292	0.000490	0.019463	0.001933	0.344493	0.006709	0.000896	0.000411	0.376800	0.006854	0.175976	0.005372	0.022274	0.002061	0.021638	0.002007	0.000073	0.000073	0.004768	0.000964	0.000973	0.000419	0.002127	0.000644	0	0	0.028496	0.002333	0.000731	0.000370	
52.6000	0.0256	0.0022	2.0879	0	0	0.001286	0.000497	0.019338	0.001907	0.344798	0.006710	0.001000	0.000447	0.377141	0.006854	0.177121	0.005372	0.022684	0.002076	0.020266	0.001935	0	0	0.004506	0.000922	0.001000	0.000447	0.002045	0.000633	0	0	0.028214	0.002324	0.000600	0.000346	
52.7000	0.0264	0.0022	2.0904	0.000080	0.000080	0.001200	0.000490	0.018525	0.001860	0.344138	0.006709	0.001000	0.000447	0.377126	0.006854	0.177712	0.005387	0.023356	0.002107	0.020272	0.001963	0	0	0.005062	0.000993	0.001000	0.000447	0.002074	0.000636	0	0	0.027855	0.002314	0.000600	0.000346	
52.8000	0.0261	0.0022	2.0927	0.000176	0.000176	0.001311	0.000502	0.018501	0.001877	0.343563	0.006706	0.001148	0.000461	0.376907	0.006853	0.178574	0.005394	0.023690	0.002114	0.019476	0.001901	0	0	0.004980	0.000974	0.000852	0.000392	0.002283	0.000666	0.000024	0.000024	0.027915	0.002305	0.000600	0.000346	
52.9000	0.0276	0.0023	2.0925	0.000089	0.000089	0.001474	0.000534	0.017687	0.001815	0.343642	0.006705	0.001400	0.000529	0.376716	0.006853	0.178600	0.005395	0.023322	0.002111	0.019977	0.001924	0	0	0.005083	0.000993	0.000511	0.000304	0.002055	0.000617	0.000234	0.000165	0.028721	0.002337	0.000490	0.000297	
53.0000	0.0263	0.0022	2.0933	0.000067	0.000067	0.001597	0.000564	0.016888	0.001782	0.343685	0.006703	0.001362	0.000516	0.376728	0.006852	0.178302	0.005383	0.024282	0.002142	0.021041	0.001958	0.000133	0.000133	0.005007	0.000987	0.000400	0.000283	0.002200	0.000663	0.000200	0.000200	0.027749	0.002294	0.000357	0.000254	
53.1000	0.0247	0.0021	2.0900	0	0	0.001539	0.000541	0.016982	0.001791	0.343601	0.006702	0.001200	0.000490	0.377318	0.006855	0.178067	0.005391	0.024857	0.002165	0.021839	0.002020	0.000200	0.000200	0.004863	0.000956	0.000550	0.000320	0.002007	0.000632	0.000200	0.000200	0.026577	0.002242	0.000200	0.000200	
53.2000	0.0238	0.0021	2.0895	0	0	0.001448	0.000531	0.017447	0.001810	0.342832	0.006702	0.001200	0.000490	0.377649	0.006855	0.178636	0.005397	0.024759	0.002168	0.021709	0.002020	0.000200	0.000200	0.005086	0.000979	0.000600	0.000346	0.002225	0.000656	0.000143	0.000143	0.026063	0.002222	0.000002	0.000002	
53.3000	0.0230	0.0021	2.0963	0	0	0.001400	0.000529	0.018171	0.001845	0.341380	0.006691	0.001347	0.000500	0.377968	0.006857	0.177229	0.005377	0.026197	0.002224	0.022597	0.002050	0.000058	0.000058	0.005376	0.001024	0.000324	0.000234	0.002543	0.000698	0	0	0.025410	0.002198	0	0	
