Time	TH	ErrorTH	H	HD=0	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
117.8000	0.0192	0.0019	1.9038	1.0000	mTORC1_S6K1 -- Senescence	0.001930	0.000607	<nil>	0.018172	0.001867	p21 -- Senescence	0.013083	0.001578	mTORC1_S6K1 -- Senescence -- AKT	0.000600	0.000346	p21 -- mTORC1_S6K1 -- Senescence	0.356853	0.006771	p21 -- AKT	0.000200	0.000200	mTORC1_S6K1	0.024512	0.002172	p21 -- mTORC1_S6K1	0.015491	0.001707	mTORC1_S6K1 -- AKT	0.421000	0.006983	p21	0.147959	0.005002	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200
117.9000	0.0195	0.0019	1.9065	1.0000	mTORC1_S6K1 -- Senescence	0.001810	0.000595	<nil>	0.018307	0.001870	p21 -- Senescence	0.012960	0.001568	mTORC1_S6K1 -- Senescence -- AKT	0.000600	0.000346	p21 -- mTORC1_S6K1 -- Senescence	0.356357	0.006764	p21 -- AKT	0.000200	0.000200	mTORC1_S6K1	0.025390	0.002205	p21 -- mTORC1_S6K1	0.015210	0.001688	mTORC1_S6K1 -- AKT	0.421000	0.006983	p21	0.147792	0.005006	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.000375	0.000266
118.0000	0.0190	0.0019	1.9066	1.0000	Senescence	0.000195	0.000195	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	mTORC1_S6K1 -- Senescence	0.001645	0.000548	<nil>	0.017108	0.001805	p21 -- Senescence	0.013674	0.001604	mTORC1_S6K1 -- Senescence -- AKT	0.000576	0.000333	p21 -- mTORC1_S6K1 -- Senescence	0.355781	0.006762	p21 -- AKT	0.000200	0.000200	mTORC1_S6K1	0.027213	0.002282	p21 -- mTORC1_S6K1	0.013701	0.001598	mTORC1_S6K1 -- AKT	0.421024	0.006983	p21	0.148483	0.005007
118.1000	0.0179	0.0018	1.9067	1.0000	Senescence	0.000332	0.000240	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	mTORC1_S6K1 -- Senescence	0.001944	0.000592	<nil>	0.016764	0.001799	p21 -- Senescence	0.013250	0.001599	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.355924	0.006762	p21 -- AKT	0.000200	0.000200	mTORC1_S6K1	0.026896	0.002271	p21 -- mTORC1_S6K1	0.014331	0.001620	mTORC1_S6K1 -- AKT	0.421200	0.006983	p21	0.148359	0.005012
118.2000	0.0197	0.0019	1.9037	1.0000	Senescence	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	mTORC1_S6K1 -- Senescence	0.001900	0.000607	<nil>	0.016016	0.001756	p21 -- Senescence	0.012691	0.001533	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.356291	0.006762	p21 -- AKT	0.000200	0.000200	mTORC1_S6K1	0.027397	0.002297	p21 -- mTORC1_S6K1	0.014403	0.001650	mTORC1_S6K1 -- AKT	0.421200	0.006983	p21	0.148704	0.005017
118.3000	0.0192	0.0019	1.9096	1.0000	Senescence	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	mTORC1_S6K1 -- Senescence	0.001919	0.000598	<nil>	0.016234	0.001757	p21 -- AKT	0.000200	0.000200	mTORC1_S6K1	0.027311	0.002279	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.356384	0.006765	p21 -- Senescence	0.013393	0.001604	p21 -- mTORC1_S6K1	0.015298	0.001682	mTORC1_S6K1 -- AKT	0.421200	0.006983	p21	0.146861	0.004991
118.4000	0.0193	0.0019	1.9081	1.0000	Senescence	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.000390	0.000276	p21 -- Senescence -- AKT	0.000010	0.000010	mTORC1_S6K1 -- Senescence	0.001758	0.000578	<nil>	0.016287	0.001756	p21 -- AKT	0.000200	0.000200	mTORC1_S6K1	0.027301	0.002283	p21 -- Senescence	0.013417	0.001583	p21 -- mTORC1_S6K1	0.015269	0.001673	mTORC1_S6K1 -- AKT	0.421200	0.006983	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.356904	0.006767	p21	0.146463	0.004970
118.5000	0.0193	0.0019	1.9099	1.0000	Senescence	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.000164	0.000164	<nil>	0.016324	0.001780	p21 -- Senescence	0.012986	0.001577	p21	0.146218	0.004979	AKT	0.000156	0.000156	mTORC1_S6K1 -- AKT	0.421223	0.006983	p21 -- mTORC1_S6K1	0.016766	0.001779	mTORC1_S6K1	0.026652	0.002270	p21 -- AKT	0.000044	0.000044	p21 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.001687	0.000558	mTORC1_S6K1 -- Senescence -- AKT	0.000413	0.000270	p21 -- mTORC1_S6K1 -- Senescence	0.356768	0.006771
118.6000	0.0191	0.0019	1.9135	1.0000	Senescence	0.000400	0.000283	<nil>	0.017195	0.001812	p21 -- Senescence -- AKT	0.000045	0.000045	mTORC1_S6K1 -- Senescence	0.002104	0.000636	mTORC1_S6K1	0.026585	0.002243	Senescence -- AKT	0.000155	0.000155	p21 -- Senescence	0.012609	0.001537	p21 -- mTORC1_S6K1	0.017240	0.001763	mTORC1_S6K1 -- AKT	0.421400	0.006984	AKT	0.000200	0.000200	p21	0.145309	0.004961	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.356357	0.006761
118.7000	0.0183	0.0018	1.9136	1.0000	Senescence	0.000218	0.000201	<nil>	0.017950	0.001849	mTORC1_S6K1 -- Senescence	0.002018	0.000613	Senescence -- AKT	0.000200	0.000200	p21 -- Senescence	0.012379	0.001519	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.356567	0.006763	p21	0.144340	0.004954	AKT	0.000200	0.000200	mTORC1_S6K1	0.027206	0.002276	p21 -- mTORC1_S6K1	0.017121	0.001795	mTORC1_S6K1 -- AKT	0.421400	0.006984
118.8000	0.0182	0.0018	1.9193	1.0000	p21	0.144167	0.004955	AKT	0.000200	0.000200	mTORC1_S6K1	0.027023	0.002265	Senescence	0.000366	0.000260	Senescence -- AKT	0.000200	0.000200	p21 -- Senescence	0.012305	0.001536	<nil>	0.018301	0.001871	mTORC1_S6K1 -- AKT	0.421400	0.006984	p21 -- mTORC1_S6K1	0.017578	0.001808	mTORC1_S6K1 -- Senescence	0.002285	0.000663	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.355774	0.006763
118.9000	0.0195	0.0019	1.9179	1.0000	p21	0.143849	0.004945	AKT	0.000200	0.000200	mTORC1_S6K1	0.027147	0.002279	Senescence	0.000400	0.000283	Senescence -- AKT	0.000200	0.000200	p21 -- Senescence	0.012723	0.001567	<nil>	0.017063	0.001805	mTORC1_S6K1 -- AKT	0.421400	0.006984	p21 -- mTORC1_S6K1	0.018399	0.001849	mTORC1_S6K1 -- Senescence	0.002026	0.000622	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.356192	0.006766
119.0000	0.0215	0.0020	1.9257	1.0000	p21	0.142995	0.004933	AKT	0.000200	0.000200	mTORC1_S6K1	0.026999	0.002281	Senescence	0.000400	0.000283	Senescence -- AKT	0.000200	0.000200	p21 -- Senescence	0.013067	0.001562	<nil>	0.017409	0.001823	mTORC1_S6K1 -- AKT	0.421400	0.006984	p21 -- mTORC1_S6K1	0.019602	0.001921	mTORC1_S6K1 -- Senescence	0.002181	0.000641	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.355148	0.006755
119.1000	0.0217	0.0020	1.9361	1.0000	p21	0.143750	0.004942	AKT	0.000369	0.000262	mTORC1_S6K1	0.026684	0.002250	Senescence	0.000400	0.000283	<nil>	0.017275	0.001809	mTORC1_S6K1 -- AKT	0.421231	0.006983	p21 -- mTORC1_S6K1	0.019865	0.001924	Senescence -- AKT	0.000200	0.000200	p21 -- Senescence	0.014154	0.001633	mTORC1_S6K1 -- Senescence	0.002632	0.000711	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.353040	0.006748
119.2000	0.0212	0.0020	1.9391	1.0000	p21	0.143502	0.004945	AKT	0.000400	0.000283	mTORC1_S6K1	0.026948	0.002256	Senescence	0.000400	0.000283	<nil>	0.016330	0.001761	mTORC1_S6K1 -- AKT	0.421200	0.006983	p21 -- mTORC1_S6K1	0.020735	0.001963	Senescence -- AKT	0.000200	0.000200	p21 -- Senescence	0.014642	0.001675	mTORC1_S6K1 -- Senescence	0.002683	0.000723	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.352561	0.006748
119.3000	0.0212	0.0020	1.9402	1.0000	p21	0.143041	0.004939	AKT	0.000387	0.000274	mTORC1_S6K1	0.026546	0.002255	Senescence	0.000400	0.000283	<nil>	0.016984	0.001811	mTORC1_S6K1 -- AKT	0.421200	0.006983	p21 -- mTORC1_S6K1	0.020159	0.001959	Senescence -- AKT	0.000200	0.000200	p21 -- Senescence	0.015492	0.001721	mTORC1_S6K1 -- Senescence	0.002527	0.000697	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.352664	0.006752
119.4000	0.0215	0.0020	1.9443	1.0000	p21	0.141380	0.004906	AKT	0.000200	0.000200	mTORC1_S6K1	0.026160	0.002247	Senescence	0.000347	0.000248	<nil>	0.019152	0.001911	mTORC1_S6K1 -- AKT	0.421200	0.006983	p21 -- mTORC1_S6K1	0.020128	0.001939	mTORC1_S6K1 -- Senescence	0.002746	0.000735	Senescence -- AKT	0.000200	0.000200	p21 -- Senescence	0.015360	0.001729	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.352727	0.006754
119.5000	0.0212	0.0020	1.9411	1.0000	Senescence	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.002785	0.000733	<nil>	0.019295	0.001925	Senescence -- AKT	0.000045	0.000045	p21 -- Senescence	0.015668	0.001719	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.353310	0.006749	p21	0.141384	0.004913	AKT	0.000355	0.000253	mTORC1_S6K1	0.025722	0.002218	p21 -- mTORC1_S6K1	0.019636	0.001917	mTORC1_S6K1 -- AKT	0.421200	0.006983
119.6000	0.0208	0.0020	1.9401	1.0000	Senescence	0.000200	0.000200	mTORC1_S6K1	0.025173	0.002194	mTORC1_S6K1 -- Senescence	0.002622	0.000721	p21 -- Senescence	0.015972	0.001748	<nil>	0.019492	0.001936	AKT	0.000400	0.000283	p21	0.140909	0.004903	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.353793	0.006755	mTORC1_S6K1 -- AKT	0.421200	0.006983	p21 -- mTORC1_S6K1	0.019840	0.001922
119.7000	0.0213	0.0020	1.9331	1.0000	<nil>	0.018597	0.001885	Senescence	0.000333	0.000240	mTORC1_S6K1 -- AKT	0.421200	0.006983	p21 -- mTORC1_S6K1	0.018594	0.001861	mTORC1_S6K1	0.025910	0.002220	AKT	0.000400	0.000283	p21	0.141777	0.004918	mTORC1_S6K1 -- Senescence	0.002664	0.000687	p21 -- Senescence	0.015173	0.001700	mTORC1_S6K1 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.354952	0.006754
119.8000	0.0216	0.0020	1.9258	1.0000	<nil>	0.017917	0.001857	Senescence	0.000400	0.000283	mTORC1_S6K1 -- AKT	0.421484	0.006983	p21 -- mTORC1_S6K1	0.017585	0.001801	mTORC1_S6K1	0.026353	0.002247	AKT	0.000259	0.000208	p21	0.142354	0.004922	p21 -- Senescence	0.014925	0.001689	mTORC1_S6K1 -- Senescence	0.002800	0.000747	mTORC1_S6K1 -- Senescence -- AKT	0.000257	0.000208	p21 -- mTORC1_S6K1 -- Senescence	0.355665	0.006764
119.9000	0.0210	0.0020	1.9220	1.0000	mTORC1_S6K1	0.025783	0.002224	p21 -- Senescence	0.013441	0.001599	mTORC1_S6K1 -- Senescence	0.002406	0.000662	<nil>	0.018042	0.001855	AKT	0.000200	0.000200	p21	0.142133	0.004918	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	p21 -- mTORC1_S6K1 -- Senescence	0.356252	0.006766	Senescence	0.000535	0.000314	mTORC1_S6K1 -- AKT	0.421600	0.006984	p21 -- mTORC1_S6K1	0.019407	0.001911
120.0000	0.0196	0.0019	1.9165	1.0000	mTORC1_S6K1	0.026247	0.002237	p21 -- Senescence	0.013661	0.001621	mTORC1_S6K1 -- Senescence	0.002092	0.000630	<nil>	0.017801	0.001834	AKT	0.000200	0.000200	p21	0.142077	0.004915	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	p21 -- mTORC1_S6K1 -- Senescence	0.356983	0.006767	Senescence	0.000256	0.000203	mTORC1_S6K1 -- AKT	0.421600	0.006984	p21 -- mTORC1_S6K1	0.018883	0.001863
120.1000	0.0184	0.0019	1.9133	1.0000	mTORC1_S6K1	0.026643	0.002251	p21 -- Senescence	0.013392	0.001603	mTORC1_S6K1 -- Senescence	0.002115	0.000628	<nil>	0.017971	0.001858	AKT	0.000200	0.000200	p21	0.141388	0.004912	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	p21 -- mTORC1_S6K1 -- Senescence	0.358342	0.006770	Senescence	0.000400	0.000283	mTORC1_S6K1 -- AKT	0.421600	0.006984	p21 -- mTORC1_S6K1	0.017750	0.001801
120.2000	0.0186	0.0019	1.9145	1.0000	mTORC1_S6K1	0.025995	0.002232	p21 -- Senescence	0.013677	0.001612	mTORC1_S6K1 -- Senescence	0.002456	0.000680	<nil>	0.018616	0.001893	AKT	0.000188	0.000188	p21	0.140947	0.004909	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	p21 -- mTORC1_S6K1 -- Senescence	0.358675	0.006773	Senescence	0.000400	0.000283	mTORC1_S6K1 -- AKT	0.421600	0.006984	p21 -- mTORC1_S6K1	0.017247	0.001801
120.3000	0.0181	0.0019	1.9102	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	p21 -- mTORC1_S6K1	0.018548	0.001855	mTORC1_S6K1 -- AKT	0.421600	0.006984	Senescence	0.000219	0.000201	p21 -- mTORC1_S6K1 -- Senescence	0.358527	0.006776	p21	0.141763	0.004913	mTORC1_S6K1 -- Senescence	0.002222	0.000663	p21 -- Senescence	0.014126	0.001652	<nil>	0.017867	0.001837	mTORC1_S6K1	0.024929	0.002178
120.4000	0.0173	0.0018	1.9098	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	p21 -- mTORC1_S6K1	0.018516	0.001872	mTORC1_S6K1 -- AKT	0.421600	0.006984	Senescence	0.000200	0.000200	p21 -- mTORC1_S6K1 -- Senescence	0.358858	0.006775	p21	0.141784	0.004922	mTORC1_S6K1 -- Senescence	0.002514	0.000696	p21 -- Senescence	0.013955	0.001627	<nil>	0.018570	0.001896	mTORC1_S6K1	0.023804	0.002139
120.5000	0.0181	0.0019	1.9066	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	p21 -- mTORC1_S6K1	0.018069	0.001857	mTORC1_S6K1 -- AKT	0.421600	0.006984	Senescence	0.000200	0.000200	p21 -- mTORC1_S6K1 -- Senescence	0.358866	0.006778	p21	0.143002	0.004934	mTORC1_S6K1 -- Senescence	0.002829	0.000735	p21 -- Senescence	0.012806	0.001573	<nil>	0.018668	0.001882	mTORC1_S6K1	0.023760	0.002141
120.6000	0.0179	0.0018	1.9104	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	p21 -- mTORC1_S6K1	0.018464	0.001859	mTORC1_S6K1 -- AKT	0.421600	0.006984	Senescence	0.000276	0.000214	p21 -- mTORC1_S6K1 -- Senescence	0.358404	0.006770	p21	0.142353	0.004926	mTORC1_S6K1 -- Senescence	0.002573	0.000700	<nil>	0.017816	0.001846	p21 -- Senescence	0.013826	0.001623	mTORC1_S6K1	0.024488	0.002168
120.7000	0.0174	0.0018	1.9178	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	p21 -- mTORC1_S6K1	0.018106	0.001837	mTORC1_S6K1 -- AKT	0.421600	0.006984	Senescence	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.357549	0.006767	p21	0.141262	0.004910	mTORC1_S6K1 -- Senescence	0.002472	0.000666	<nil>	0.017922	0.001859	p21 -- Senescence	0.015129	0.001697	mTORC1_S6K1	0.025361	0.002204
120.8000	0.0178	0.0018	1.9144	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	p21 -- mTORC1_S6K1	0.018397	0.001852	mTORC1_S6K1 -- AKT	0.421600	0.006984	Senescence	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.357167	0.006770	p21	0.143114	0.004935	mTORC1_S6K1 -- Senescence	0.002799	0.000731	<nil>	0.017287	0.001835	p21 -- Senescence	0.013785	0.001608	mTORC1_S6K1	0.025252	0.002196
120.9000	0.0183	0.0018	1.9102	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	p21 -- mTORC1_S6K1	0.018298	0.001842	mTORC1_S6K1 -- AKT	0.421600	0.006984	Senescence	0.000123	0.000090	p21 -- mTORC1_S6K1 -- Senescence	0.357176	0.006767	p21	0.143496	0.004941	mTORC1_S6K1 -- Senescence	0.002321	0.000648	p21 -- Senescence	0.013788	0.001626	<nil>	0.017696	0.001835	mTORC1_S6K1	0.025301	0.002190
121.0000	0.0187	0.0019	1.9102	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.421600	0.006984	mTORC1_S6K1	0.025443	0.002214	p21 -- mTORC1_S6K1 -- Senescence	0.356727	0.006765	p21	0.143505	0.004937	mTORC1_S6K1 -- Senescence	0.001965	0.000620	p21 -- Senescence	0.014658	0.001666	<nil>	0.017865	0.001853	p21 -- mTORC1_S6K1	0.018037	0.001830
121.1000	0.0198	0.0019	1.9098	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	Senescence	0.000042	0.000042	mTORC1_S6K1 -- AKT	0.421600	0.006984	mTORC1_S6K1	0.025323	0.002201	p21 -- mTORC1_S6K1 -- Senescence	0.356884	0.006767	p21	0.143520	0.004940	mTORC1_S6K1 -- Senescence	0.001923	0.000606	p21 -- Senescence	0.014502	0.001660	<nil>	0.018068	0.001853	p21 -- mTORC1_S6K1	0.017939	0.001829
121.2000	0.0195	0.0019	1.9057	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.421600	0.006984	mTORC1_S6K1	0.025736	0.002219	p21 -- mTORC1_S6K1 -- Senescence	0.358118	0.006774	p21	0.142623	0.004924	mTORC1_S6K1 -- Senescence	0.001807	0.000600	p21 -- Senescence	0.013385	0.001597	<nil>	0.018421	0.001872	p21 -- mTORC1_S6K1	0.018110	0.001832
121.3000	0.0187	0.0018	1.8980	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.421600	0.006984	mTORC1_S6K1	0.026228	0.002239	p21 -- mTORC1_S6K1 -- Senescence	0.359081	0.006773	p21	0.143708	0.004945	mTORC1_S6K1 -- Senescence	0.001876	0.000586	p21 -- Senescence	0.013090	0.001585	<nil>	0.017577	0.001828	p21 -- mTORC1_S6K1	0.016641	0.001752
121.4000	0.0178	0.0018	1.8943	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	Senescence	0.000123	0.000123	mTORC1_S6K1 -- AKT	0.421600	0.006984	mTORC1_S6K1	0.026200	0.002250	p21 -- mTORC1_S6K1 -- Senescence	0.360553	0.006782	p21	0.143242	0.004929	mTORC1_S6K1 -- Senescence	0.002009	0.000632	p21 -- Senescence	0.012695	0.001537	<nil>	0.017441	0.001831	p21 -- mTORC1_S6K1	0.015937	0.001720
121.5000	0.0167	0.0017	1.8921	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	Senescence	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.421600	0.006984	mTORC1_S6K1	0.026864	0.002263	p21 -- mTORC1_S6K1 -- Senescence	0.360057	0.006782	p21	0.144536	0.004962	mTORC1_S6K1 -- Senescence	0.002041	0.000616	p21 -- Senescence	0.011890	0.001505	<nil>	0.017693	0.001844	p21 -- mTORC1_S6K1	0.014919	0.001675
121.6000	0.0165	0.0018	1.8914	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	Senescence	0.000271	0.000212	mTORC1_S6K1 -- AKT	0.421600	0.006984	mTORC1_S6K1	0.027121	0.002262	p21 -- mTORC1_S6K1 -- Senescence	0.359651	0.006775	p21	0.145132	0.004965	mTORC1_S6K1 -- Senescence	0.001694	0.000547	p21 -- Senescence	0.012257	0.001518	<nil>	0.017312	0.001812	p21 -- mTORC1_S6K1	0.014761	0.001644
121.7000	0.0170	0.0017	1.8918	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200	Senescence	0.000398	0.000281	mTORC1_S6K1 -- AKT	0.421600	0.006984	mTORC1_S6K1	0.027727	0.002309	p21 -- mTORC1_S6K1 -- Senescence	0.359712	0.006780	p21	0.144959	0.004960	mTORC1_S6K1 -- Senescence	0.001658	0.000567	p21 -- Senescence	0.012320	0.001523	<nil>	0.016891	0.001801	p21 -- mTORC1_S6K1	0.014536	0.001651
121.8000	0.0176	0.0018	1.9045	1.0000	Senescence	0.000389	0.000244	mTORC1_S6K1	0.028387	0.002323	<nil>	0.016587	0.001766	p21 -- Senescence	0.012923	0.001571	mTORC1_S6K1 -- Senescence	0.001794	0.000598	AKT	0.000091	0.000091	p21	0.142620	0.004927	mTORC1_S6K1 -- AKT	0.421509	0.006983	p21 -- mTORC1_S6K1	0.016639	0.001764	p21 -- mTORC1_S6K1 -- Senescence	0.358860	0.006778	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200
121.9000	0.0163	0.0017	1.9046	1.0000	Senescence	0.000523	0.000304	mTORC1_S6K1	0.029487	0.002379	<nil>	0.016667	0.001778	p21 -- Senescence	0.012636	0.001560	mTORC1_S6K1 -- Senescence	0.001803	0.000592	AKT	0.000200	0.000200	p21	0.142182	0.004921	mTORC1_S6K1 -- AKT	0.421400	0.006984	p21 -- mTORC1_S6K1	0.015549	0.001710	p21 -- mTORC1_S6K1 -- Senescence	0.359353	0.006780	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200
122.0000	0.0170	0.0018	1.9062	1.0000	Senescence	0.000200	0.000200	mTORC1_S6K1	0.029166	0.002361	<nil>	0.017393	0.001813	p21 -- Senescence	0.012400	0.001522	mTORC1_S6K1 -- Senescence	0.001754	0.000583	AKT	0.000200	0.000200	p21	0.141539	0.004907	mTORC1_S6K1 -- AKT	0.421504	0.006983	p21 -- mTORC1_S6K1	0.016720	0.001782	p21 -- mTORC1_S6K1 -- Senescence	0.358923	0.006776	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200
122.1000	0.0187	0.0019	1.9098	1.0000	<nil>	0.018404	0.001881	p21 -- Senescence	0.012290	0.001515	mTORC1_S6K1	0.028278	0.002319	mTORC1_S6K1 -- Senescence	0.001549	0.000535	AKT	0.000200	0.000200	p21	0.141128	0.004907	Senescence	0.000248	0.000206	mTORC1_S6K1 -- AKT	0.421600	0.006984	p21 -- mTORC1_S6K1	0.017773	0.001817	p21 -- mTORC1_S6K1 -- Senescence	0.358331	0.006772	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200
122.2000	0.0199	0.0019	1.9081	1.0000	mTORC1_S6K1 -- Senescence	0.001408	0.000529	<nil>	0.017697	0.001837	p21 -- Senescence	0.012329	0.001545	mTORC1_S6K1	0.028010	0.002318	AKT	0.000200	0.000200	p21	0.141829	0.004921	Senescence	0.000400	0.000283	mTORC1_S6K1 -- AKT	0.421600	0.006984	p21 -- mTORC1_S6K1	0.017958	0.001841	p21 -- mTORC1_S6K1 -- Senescence	0.358369	0.006775	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200
122.3000	0.0219	0.0020	1.9092	1.0000	mTORC1_S6K1 -- Senescence	0.001277	0.000493	<nil>	0.019000	0.001902	p21 -- Senescence	0.012657	0.001551	mTORC1_S6K1	0.027637	0.002301	AKT	0.000200	0.000200	p21	0.140223	0.004891	Senescence	0.000358	0.000255	mTORC1_S6K1 -- AKT	0.421600	0.006984	p21 -- mTORC1_S6K1	0.017704	0.001810	p21 -- mTORC1_S6K1 -- Senescence	0.359145	0.006776	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200
122.4000	0.0219	0.0020	1.9120	1.0000	mTORC1_S6K1 -- Senescence	0.001450	0.000527	<nil>	0.019959	0.001948	p21 -- Senescence	0.013434	0.001606	mTORC1_S6K1	0.028454	0.002327	AKT	0.000200	0.000200	p21	0.137674	0.004861	Senescence	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.421600	0.006984	p21 -- mTORC1_S6K1	0.016742	0.001765	p21 -- mTORC1_S6K1 -- Senescence	0.360088	0.006777	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200
122.5000	0.0192	0.0019	1.9099	1.0000	mTORC1_S6K1 -- Senescence	0.001650	0.000567	<nil>	0.020096	0.001964	p21 -- Senescence	0.014075	0.001638	mTORC1_S6K1	0.028787	0.002342	AKT	0.000200	0.000200	p21	0.137269	0.004852	Senescence	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.421600	0.006984	p21 -- mTORC1_S6K1	0.014987	0.001665	p21 -- mTORC1_S6K1 -- Senescence	0.360936	0.006784	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200
122.6000	0.0177	0.0018	1.9116	1.0000	mTORC1_S6K1 -- Senescence	0.001625	0.000566	<nil>	0.020205	0.001954	p21 -- Senescence	0.014105	0.001644	mTORC1_S6K1	0.029136	0.002356	AKT	0.000052	0.000052	p21	0.136077	0.004831	Senescence	0.000200	0.000200	mTORC1_S6K1 -- AKT	0.421748	0.006984	p21 -- mTORC1_S6K1	0.015748	0.001722	p21 -- mTORC1_S6K1 -- Senescence	0.360904	0.006787	mTORC1_S6K1 -- Senescence -- AKT	0.000200	0.000200
