Time	TH	ErrorTH	H	HD=0	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
3.0000	0.1106	0.0045	3.2162	1.0000	mTORC1_S6K1 -- Senescence	0.031677	0.002427	p21 -- Senescence -- AKT	0.000983	0.000415	p21 -- mTORC1_S6K1	0.072301	0.003586	mTORC1_S6K1 -- AKT	0.121747	0.004602	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.011879	0.001510	<nil>	0.097655	0.004158	AKT	0.029032	0.002347	p21	0.227716	0.005893	Senescence	0.018249	0.001864	p21 -- mTORC1_S6K1 -- AKT	0.002311	0.000658	mTORC1_S6K1	0.103631	0.004267	p21 -- AKT	0.001827	0.000581	p21 -- Senescence	0.048541	0.002988	Senescence -- AKT	0.005184	0.000997	p21 -- mTORC1_S6K1 -- Senescence	0.189048	0.005494	mTORC1_S6K1 -- Senescence -- AKT	0.038218	0.002675
3.1000	0.1063	0.0044	3.1916	1.0000	mTORC1_S6K1 -- Senescence	0.031298	0.002422	p21 -- Senescence -- AKT	0.000438	0.000285	p21 -- mTORC1_S6K1	0.073434	0.003582	mTORC1_S6K1 -- AKT	0.123135	0.004631	<nil>	0.097249	0.004135	Senescence	0.016307	0.001767	p21 -- mTORC1_S6K1 -- AKT	0.001831	0.000600	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.011528	0.001488	p21 -- AKT	0.001554	0.000545	mTORC1_S6K1	0.101610	0.004206	AKT	0.027000	0.002271	p21	0.230273	0.005909	p21 -- Senescence	0.049767	0.003026	Senescence -- AKT	0.005361	0.001019	mTORC1_S6K1 -- Senescence -- AKT	0.036781	0.002640	p21 -- mTORC1_S6K1 -- Senescence	0.192434	0.005521
3.2000	0.1032	0.0043	3.1680	1.0000	mTORC1_S6K1 -- Senescence	0.031847	0.002452	p21 -- Senescence -- AKT	0.000556	0.000323	p21 -- mTORC1_S6K1	0.071856	0.003566	mTORC1_S6K1 -- AKT	0.124469	0.004650	<nil>	0.094965	0.004094	p21 -- mTORC1_S6K1 -- AKT	0.002125	0.000637	Senescence	0.014802	0.001664	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.010892	0.001444	p21 -- AKT	0.001378	0.000521	mTORC1_S6K1	0.098562	0.004174	AKT	0.026905	0.002261	p21	0.234981	0.005948	p21 -- Senescence	0.047742	0.002945	Senescence -- AKT	0.004521	0.000924	mTORC1_S6K1 -- Senescence -- AKT	0.035938	0.002601	p21 -- mTORC1_S6K1 -- Senescence	0.198462	0.005591
3.3000	0.1006	0.0043	3.1502	1.0000	p21 -- mTORC1_S6K1	0.070819	0.003542	mTORC1_S6K1 -- AKT	0.126468	0.004675	<nil>	0.091878	0.004030	mTORC1_S6K1 -- Senescence -- AKT	0.034839	0.002560	p21 -- mTORC1_S6K1 -- Senescence	0.201874	0.005637	mTORC1_S6K1 -- Senescence	0.032048	0.002451	p21 -- Senescence -- AKT	0.000584	0.000316	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.010648	0.001430	p21 -- AKT	0.001400	0.000529	mTORC1_S6K1	0.094923	0.004089	AKT	0.026382	0.002244	p21	0.240754	0.006002	Senescence -- AKT	0.003954	0.000857	p21 -- Senescence	0.046487	0.002937	p21 -- mTORC1_S6K1 -- AKT	0.002562	0.000690	Senescence	0.014382	0.001649
3.4000	0.0986	0.0042	3.1212	1.0000	p21 -- mTORC1_S6K1	0.071429	0.003568	mTORC1_S6K1 -- AKT	0.129063	0.004715	<nil>	0.088695	0.003967	mTORC1_S6K1 -- Senescence -- AKT	0.033533	0.002510	p21 -- mTORC1_S6K1 -- Senescence	0.206291	0.005687	mTORC1_S6K1	0.091928	0.004024	p21 -- AKT	0.000999	0.000415	p21 -- Senescence -- AKT	0.000552	0.000321	mTORC1_S6K1 -- Senescence	0.031304	0.002414	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.010336	0.001397	AKT	0.024951	0.002171	p21	0.246056	0.006052	Senescence -- AKT	0.003386	0.000794	p21 -- Senescence	0.045465	0.002897	p21 -- mTORC1_S6K1 -- AKT	0.002600	0.000689	Senescence	0.013411	0.001593
3.5000	0.0958	0.0042	3.0992	1.0000	p21 -- mTORC1_S6K1	0.073549	0.003616	mTORC1_S6K1 -- AKT	0.130310	0.004744	<nil>	0.088577	0.003970	mTORC1_S6K1 -- Senescence -- AKT	0.032703	0.002481	p21 -- mTORC1_S6K1 -- Senescence	0.207773	0.005696	mTORC1_S6K1	0.090737	0.004007	p21 -- AKT	0.001064	0.000452	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.010853	0.001432	p21 -- Senescence -- AKT	0.000600	0.000346	mTORC1_S6K1 -- Senescence	0.029176	0.002332	AKT	0.023183	0.002107	p21	0.248817	0.006068	Senescence -- AKT	0.003176	0.000778	p21 -- Senescence	0.046491	0.002914	p21 -- mTORC1_S6K1 -- AKT	0.001818	0.000579	Senescence	0.011172	0.001463
3.6000	0.0940	0.0041	3.0764	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.010896	0.001444	p21 -- mTORC1_S6K1	0.074772	0.003641	mTORC1_S6K1 -- AKT	0.131451	0.004750	<nil>	0.087212	0.003937	p21 -- Senescence -- AKT	0.000625	0.000347	mTORC1_S6K1 -- Senescence	0.027706	0.002280	AKT	0.022280	0.002055	p21	0.249633	0.006082	Senescence	0.009646	0.001357	p21 -- mTORC1_S6K1 -- AKT	0.001334	0.000503	mTORC1_S6K1	0.090113	0.003986	p21 -- AKT	0.001112	0.000454	p21 -- Senescence	0.046105	0.002918	Senescence -- AKT	0.002167	0.000627	p21 -- mTORC1_S6K1 -- Senescence	0.211921	0.005737	mTORC1_S6K1 -- Senescence -- AKT	0.033025	0.002498
3.7000	0.0887	0.0040	3.0531	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.010503	0.001417	mTORC1_S6K1 -- Senescence -- AKT	0.032793	0.002493	p21 -- mTORC1_S6K1 -- Senescence	0.216579	0.005779	p21 -- mTORC1_S6K1	0.072383	0.003583	mTORC1_S6K1 -- AKT	0.132785	0.004784	AKT	0.022379	0.002076	p21	0.253732	0.006109	Senescence	0.007701	0.001214	p21 -- mTORC1_S6K1 -- AKT	0.001326	0.000472	mTORC1_S6K1	0.090693	0.004020	p21 -- AKT	0.001176	0.000480	p21 -- Senescence -- AKT	0.000906	0.000410	mTORC1_S6K1 -- Senescence	0.026089	0.002223	p21 -- Senescence	0.046124	0.002900	Senescence -- AKT	0.001958	0.000594	<nil>	0.082875	0.003859
3.8000	0.0873	0.0040	3.0303	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.010613	0.001437	mTORC1_S6K1 -- Senescence -- AKT	0.030538	0.002409	p21 -- mTORC1_S6K1 -- Senescence	0.220197	0.005820	p21 -- mTORC1_S6K1	0.070623	0.003551	mTORC1_S6K1 -- AKT	0.135463	0.004817	AKT	0.021403	0.002024	p21	0.257473	0.006142	Senescence	0.007492	0.001208	p21 -- mTORC1_S6K1 -- AKT	0.001342	0.000510	mTORC1_S6K1	0.089602	0.003989	p21 -- AKT	0.000853	0.000403	p21 -- Senescence -- AKT	0.000800	0.000400	mTORC1_S6K1 -- Senescence	0.024417	0.002153	p21 -- Senescence	0.046163	0.002916	Senescence -- AKT	0.002206	0.000655	<nil>	0.080815	0.003804
3.9000	0.0848	0.0039	3.0089	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.011203	0.001462	p21 -- mTORC1_S6K1	0.068446	0.003489	mTORC1_S6K1 -- AKT	0.136130	0.004826	<nil>	0.080030	0.003793	p21 -- AKT	0.000875	0.000407	mTORC1_S6K1	0.090269	0.004004	AKT	0.021200	0.002023	p21	0.258500	0.006160	Senescence	0.007306	0.001173	p21 -- mTORC1_S6K1 -- AKT	0.000751	0.000342	mTORC1_S6K1 -- Senescence -- AKT	0.028904	0.002340	p21 -- mTORC1_S6K1 -- Senescence	0.225116	0.005857	p21 -- Senescence -- AKT	0.000623	0.000333	mTORC1_S6K1 -- Senescence	0.022650	0.002069	p21 -- Senescence	0.046113	0.002915	Senescence -- AKT	0.001884	0.000580
4.0000	0.0840	0.0039	2.9970	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.010924	0.001445	p21 -- mTORC1_S6K1	0.068110	0.003484	mTORC1_S6K1 -- AKT	0.136416	0.004843	<nil>	0.076296	0.003697	p21 -- Senescence -- AKT	0.000562	0.000307	mTORC1_S6K1 -- Senescence	0.021937	0.002049	mTORC1_S6K1	0.090410	0.004013	p21 -- AKT	0.001039	0.000447	p21 -- mTORC1_S6K1 -- AKT	0.000401	0.000283	Senescence	0.007364	0.001185	AKT	0.021015	0.002013	p21	0.260640	0.006167	mTORC1_S6K1 -- Senescence -- AKT	0.028901	0.002345	p21 -- mTORC1_S6K1 -- Senescence	0.227832	0.005889	Senescence -- AKT	0.001943	0.000616	p21 -- Senescence	0.046211	0.002907
4.1000	0.0848	0.0040	2.9869	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.010172	0.001406	mTORC1_S6K1 -- AKT	0.137182	0.004844	p21 -- mTORC1_S6K1	0.067025	0.003475	<nil>	0.073736	0.003645	mTORC1_S6K1	0.090159	0.003995	p21 -- AKT	0.000900	0.000407	Senescence	0.007369	0.001200	p21 -- mTORC1_S6K1 -- AKT	0.000982	0.000425	AKT	0.020372	0.001976	p21	0.263246	0.006190	mTORC1_S6K1 -- Senescence -- AKT	0.028355	0.002327	p21 -- mTORC1_S6K1 -- Senescence	0.230481	0.005928	p21 -- Senescence -- AKT	0.000583	0.000337	mTORC1_S6K1 -- Senescence	0.020818	0.001997	p21 -- Senescence	0.046198	0.002926	Senescence -- AKT	0.002421	0.000660
4.2000	0.0811	0.0039	2.9679	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.010061	0.001386	p21 -- Senescence	0.045780	0.002915	Senescence -- AKT	0.002747	0.000722	mTORC1_S6K1 -- AKT	0.137715	0.004852	p21 -- mTORC1_S6K1	0.065651	0.003407	mTORC1_S6K1	0.089492	0.003977	p21 -- AKT	0.000600	0.000346	Senescence	0.007249	0.001190	p21 -- mTORC1_S6K1 -- AKT	0.001043	0.000401	AKT	0.019709	0.001937	p21	0.266041	0.006214	mTORC1_S6K1 -- Senescence -- AKT	0.027398	0.002285	p21 -- mTORC1_S6K1 -- Senescence	0.234364	0.005946	p21 -- Senescence -- AKT	0.000400	0.000283	mTORC1_S6K1 -- Senescence	0.019771	0.001944	<nil>	0.071978	0.003597
4.3000	0.0737	0.0037	2.9526	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.009743	0.001370	p21 -- Senescence	0.047344	0.002953	Senescence -- AKT	0.002343	0.000659	p21	0.266309	0.006221	AKT	0.018605	0.001875	mTORC1_S6K1	0.086749	0.003926	p21 -- AKT	0.000742	0.000370	mTORC1_S6K1 -- AKT	0.139306	0.004881	p21 -- mTORC1_S6K1	0.064689	0.003398	p21 -- mTORC1_S6K1 -- AKT	0.001141	0.000455	Senescence	0.006239	0.001085	mTORC1_S6K1 -- Senescence -- AKT	0.027375	0.002291	p21 -- mTORC1_S6K1 -- Senescence	0.237066	0.005975	p21 -- Senescence -- AKT	0.000388	0.000274	mTORC1_S6K1 -- Senescence	0.018070	0.001848	<nil>	0.073891	0.003655
4.4000	0.0702	0.0036	2.9321	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.008951	0.001309	p21 -- Senescence	0.046759	0.002905	Senescence -- AKT	0.002062	0.000625	p21	0.269658	0.006229	AKT	0.017931	0.001856	mTORC1_S6K1	0.084141	0.003878	p21 -- AKT	0.001068	0.000445	mTORC1_S6K1 -- AKT	0.140928	0.004906	p21 -- mTORC1_S6K1	0.065291	0.003417	p21 -- mTORC1_S6K1 -- AKT	0.001189	0.000471	Senescence	0.005367	0.000998	mTORC1_S6K1 -- Senescence -- AKT	0.027143	0.002269	p21 -- mTORC1_S6K1 -- Senescence	0.238947	0.005990	p21 -- Senescence -- AKT	0.000097	0.000097	mTORC1_S6K1 -- Senescence	0.017553	0.001816	<nil>	0.072917	0.003627
4.5000	0.0675	0.0036	2.9067	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.007672	0.001222	p21 -- Senescence	0.046751	0.002916	Senescence -- AKT	0.001593	0.000543	p21 -- AKT	0.000892	0.000410	mTORC1_S6K1	0.082887	0.003858	AKT	0.017815	0.001849	p21	0.276348	0.006283	p21 -- mTORC1_S6K1 -- AKT	0.001397	0.000528	Senescence	0.005401	0.001012	mTORC1_S6K1 -- Senescence -- AKT	0.026559	0.002244	p21 -- mTORC1_S6K1 -- Senescence	0.240016	0.006002	<nil>	0.069539	0.003551	p21 -- Senescence -- AKT	0.000287	0.000212	mTORC1_S6K1 -- Senescence	0.016221	0.001753	mTORC1_S6K1 -- AKT	0.143114	0.004934	p21 -- mTORC1_S6K1	0.063506	0.003383
4.6000	0.0686	0.0036	2.8931	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.007471	0.001200	p21 -- Senescence	0.048528	0.002985	Senescence -- AKT	0.001400	0.000529	<nil>	0.068777	0.003517	p21 -- mTORC1_S6K1 -- Senescence	0.239672	0.006000	mTORC1_S6K1 -- Senescence -- AKT	0.026254	0.002236	p21 -- mTORC1_S6K1 -- AKT	0.001009	0.000428	Senescence	0.004903	0.000955	p21 -- Senescence -- AKT	0.000400	0.000283	mTORC1_S6K1 -- Senescence	0.016075	0.001755	mTORC1_S6K1 -- AKT	0.143384	0.004941	p21 -- mTORC1_S6K1	0.062823	0.003346	p21 -- AKT	0.000800	0.000400	mTORC1_S6K1	0.081322	0.003817	AKT	0.017094	0.001803	p21	0.280088	0.006311
4.7000	0.0650	0.0035	2.8759	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.007820	0.001230	p21 -- Senescence	0.048255	0.002972	Senescence -- AKT	0.001339	0.000505	AKT	0.016552	0.001787	p21	0.284415	0.006348	<nil>	0.068502	0.003531	Senescence	0.004440	0.000937	p21 -- mTORC1_S6K1 -- AKT	0.001259	0.000484	mTORC1_S6K1 -- Senescence -- AKT	0.025413	0.002216	p21 -- mTORC1_S6K1 -- Senescence	0.241697	0.006009	p21 -- Senescence -- AKT	0.000400	0.000283	mTORC1_S6K1 -- Senescence	0.015368	0.001712	mTORC1_S6K1 -- AKT	0.144690	0.004965	p21 -- mTORC1_S6K1	0.059994	0.003283	p21 -- AKT	0.000814	0.000400	mTORC1_S6K1	0.079042	0.003774
4.8000	0.0652	0.0035	2.8645	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.024705	0.002166	p21 -- mTORC1_S6K1 -- Senescence	0.240713	0.006011	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.007796	0.001229	p21 -- Senescence	0.049790	0.003013	Senescence -- AKT	0.001403	0.000512	p21 -- AKT	0.001000	0.000447	mTORC1_S6K1	0.077945	0.003750	<nil>	0.066535	0.003484	Senescence	0.004217	0.000885	p21 -- mTORC1_S6K1 -- AKT	0.001117	0.000455	AKT	0.015493	0.001735	p21	0.288266	0.006373	p21 -- Senescence -- AKT	0.000400	0.000283	mTORC1_S6K1 -- Senescence	0.015842	0.001740	mTORC1_S6K1 -- AKT	0.147481	0.004998	p21 -- mTORC1_S6K1	0.057299	0.003226
4.9000	0.0670	0.0036	2.8458	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.024256	0.002158	p21 -- mTORC1_S6K1 -- Senescence	0.241819	0.006024	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.007396	0.001194	p21 -- Senescence	0.049566	0.003020	Senescence -- AKT	0.001398	0.000510	p21 -- Senescence -- AKT	0.000070	0.000055	mTORC1_S6K1 -- Senescence	0.016676	0.001771	Senescence	0.004070	0.000888	p21 -- mTORC1_S6K1 -- AKT	0.000860	0.000392	p21 -- AKT	0.001000	0.000447	mTORC1_S6K1	0.076825	0.003717	AKT	0.014969	0.001698	p21	0.291975	0.006400	<nil>	0.064339	0.003433	mTORC1_S6K1 -- AKT	0.149301	0.005028	p21 -- mTORC1_S6K1	0.055482	0.003170
5.0000	0.0669	0.0035	2.8342	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.024013	0.002149	p21 -- mTORC1_S6K1 -- Senescence	0.241895	0.006025	mTORC1_S6K1 -- Senescence	0.017296	0.001817	<nil>	0.062693	0.003377	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.007200	0.001196	p21 -- mTORC1_S6K1 -- AKT	0.000470	0.000291	Senescence	0.004321	0.000903	mTORC1_S6K1 -- AKT	0.150823	0.005046	p21 -- mTORC1_S6K1	0.056242	0.003190	Senescence -- AKT	0.001200	0.000490	p21 -- Senescence	0.049241	0.003002	p21 -- AKT	0.001130	0.000466	mTORC1_S6K1	0.074664	0.003672	AKT	0.014143	0.001643	p21	0.294669	0.006409
5.1000	0.0678	0.0036	2.8283	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.023474	0.002117	p21 -- mTORC1_S6K1 -- Senescence	0.241984	0.006017	AKT	0.013722	0.001636	p21	0.296126	0.006423	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.006735	0.001132	mTORC1_S6K1 -- Senescence	0.017660	0.001838	Senescence	0.004344	0.000924	p21 -- mTORC1_S6K1 -- AKT	0.000379	0.000255	Senescence -- AKT	0.001287	0.000493	p21 -- Senescence	0.049019	0.002997	<nil>	0.062874	0.003392	mTORC1_S6K1 -- AKT	0.151824	0.005065	p21 -- mTORC1_S6K1	0.058271	0.003244	p21 -- AKT	0.001200	0.000490	mTORC1_S6K1	0.071099	0.003594
5.2000	0.0661	0.0035	2.8165	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.023624	0.002133	p21 -- mTORC1_S6K1 -- Senescence	0.242355	0.006034	p21 -- Senescence	0.049406	0.003016	Senescence -- AKT	0.001348	0.000491	<nil>	0.062141	0.003372	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.006360	0.001114	Senescence	0.003970	0.000869	p21 -- mTORC1_S6K1 -- AKT	0.000274	0.000166	mTORC1_S6K1 -- Senescence	0.017272	0.001811	p21 -- AKT	0.001184	0.000483	mTORC1_S6K1	0.068995	0.003540	AKT	0.013663	0.001606	p21	0.299126	0.006441	mTORC1_S6K1 -- AKT	0.152540	0.005071	p21 -- mTORC1_S6K1	0.057742	0.003236
5.3000	0.0651	0.0035	2.8002	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.023338	0.002120	p21 -- mTORC1_S6K1 -- Senescence	0.243047	0.006028	p21 -- Senescence	0.048401	0.002969	Senescence -- AKT	0.001222	0.000490	<nil>	0.062975	0.003385	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.006356	0.001103	Senescence	0.003435	0.000803	p21 -- mTORC1_S6K1 -- AKT	0.000310	0.000228	mTORC1_S6K1 -- Senescence	0.015957	0.001750	p21 -- AKT	0.000840	0.000390	mTORC1_S6K1	0.068455	0.003526	AKT	0.013572	0.001609	p21	0.301854	0.006446	mTORC1_S6K1 -- AKT	0.153025	0.005081	p21 -- mTORC1_S6K1	0.057214	0.003199
5.4000	0.0638	0.0035	2.7964	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.022628	0.002085	p21 -- mTORC1_S6K1 -- Senescence	0.243262	0.006032	p21 -- Senescence	0.048587	0.002999	Senescence -- AKT	0.001085	0.000455	<nil>	0.062187	0.003380	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.006274	0.001111	Senescence	0.003090	0.000776	p21 -- mTORC1_S6K1 -- AKT	0.000528	0.000310	mTORC1_S6K1 -- Senescence	0.016596	0.001778	p21 -- AKT	0.000600	0.000346	mTORC1_S6K1	0.068119	0.003526	AKT	0.014043	0.001634	p21	0.302783	0.006463	mTORC1_S6K1 -- AKT	0.153102	0.005075	p21 -- mTORC1_S6K1	0.057115	0.003195
5.5000	0.0607	0.0034	2.7855	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.021739	0.002041	p21 -- mTORC1_S6K1 -- Senescence	0.245311	0.006042	p21 -- Senescence	0.051226	0.003059	Senescence -- AKT	0.001000	0.000447	<nil>	0.061207	0.003334	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.005659	0.001036	Senescence	0.002640	0.000706	p21 -- mTORC1_S6K1 -- AKT	0.000626	0.000312	p21 -- Senescence -- AKT	0.000148	0.000148	mTORC1_S6K1 -- Senescence	0.015669	0.001729	p21 -- AKT	0.000600	0.000346	mTORC1_S6K1	0.068188	0.003519	AKT	0.013675	0.001634	p21	0.302544	0.006455	mTORC1_S6K1 -- AKT	0.154323	0.005096	p21 -- mTORC1_S6K1	0.055446	0.003153
5.6000	0.0612	0.0034	2.7825	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.021034	0.002013	p21 -- mTORC1_S6K1 -- Senescence	0.245349	0.006047	p21 -- Senescence	0.051701	0.003073	Senescence -- AKT	0.001011	0.000447	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.005438	0.001007	<nil>	0.059944	0.003306	Senescence	0.003003	0.000757	p21 -- mTORC1_S6K1 -- AKT	0.000965	0.000414	p21 -- Senescence -- AKT	0.000401	0.000246	mTORC1_S6K1 -- Senescence	0.015321	0.001717	AKT	0.013241	0.001603	p21	0.304241	0.006462	mTORC1_S6K1	0.066059	0.003471	p21 -- AKT	0.000750	0.000377	mTORC1_S6K1 -- AKT	0.156277	0.005126	p21 -- mTORC1_S6K1	0.055265	0.003146
5.7000	0.0579	0.0033	2.7790	1.0000	p21 -- mTORC1_S6K1 -- AKT	0.000767	0.000357	Senescence	0.003057	0.000750	p21 -- Senescence	0.051435	0.003080	Senescence -- AKT	0.001522	0.000527	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.005251	0.001008	mTORC1_S6K1 -- Senescence	0.014603	0.001676	p21 -- Senescence -- AKT	0.000400	0.000283	<nil>	0.059804	0.003296	AKT	0.013140	0.001582	p21	0.304194	0.006469	p21 -- mTORC1_S6K1 -- Senescence	0.246616	0.006067	mTORC1_S6K1 -- Senescence -- AKT	0.021317	0.002022	mTORC1_S6K1	0.065453	0.003453	p21 -- AKT	0.000701	0.000356	mTORC1_S6K1 -- AKT	0.156799	0.005131	p21 -- mTORC1_S6K1	0.054942	0.003146
5.8000	0.0577	0.0033	2.7734	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.020457	0.001987	p21 -- mTORC1_S6K1 -- Senescence	0.245352	0.006056	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.005218	0.001017	mTORC1_S6K1 -- AKT	0.158145	0.005148	p21 -- mTORC1_S6K1	0.056523	0.003197	<nil>	0.058833	0.003287	Senescence	0.002438	0.000689	p21 -- mTORC1_S6K1 -- AKT	0.000789	0.000395	p21 -- Senescence -- AKT	0.000357	0.000254	mTORC1_S6K1 -- Senescence	0.014810	0.001689	p21 -- Senescence	0.053371	0.003120	Senescence -- AKT	0.001698	0.000573	AKT	0.013013	0.001584	p21	0.305427	0.006476	mTORC1_S6K1	0.063005	0.003385	p21 -- AKT	0.000565	0.000311
5.9000	0.0569	0.0032	2.7592	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.019829	0.001957	p21 -- mTORC1_S6K1 -- Senescence	0.245603	0.006053	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.004882	0.000965	mTORC1_S6K1 -- AKT	0.160599	0.005184	p21 -- mTORC1_S6K1	0.057937	0.003236	<nil>	0.058490	0.003268	Senescence	0.002224	0.000650	p21 -- mTORC1_S6K1 -- AKT	0.000803	0.000378	p21 -- Senescence -- AKT	0.000317	0.000231	mTORC1_S6K1 -- Senescence	0.015125	0.001704	p21 -- Senescence	0.052557	0.003106	Senescence -- AKT	0.001800	0.000600	AKT	0.012128	0.001533	p21	0.308075	0.006493	mTORC1_S6K1	0.059031	0.003292	p21 -- AKT	0.000600	0.000346
6.0000	0.0590	0.0033	2.7556	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.005161	0.001003	mTORC1_S6K1 -- AKT	0.161856	0.005200	p21 -- mTORC1_S6K1	0.058124	0.003242	mTORC1_S6K1	0.059419	0.003312	p21 -- AKT	0.000600	0.000346	<nil>	0.057103	0.003252	Senescence	0.002343	0.000668	p21 -- mTORC1_S6K1 -- AKT	0.000622	0.000347	AKT	0.011773	0.001513	p21	0.307785	0.006497	mTORC1_S6K1 -- Senescence -- AKT	0.019092	0.001919	p21 -- mTORC1_S6K1 -- Senescence	0.245680	0.006053	p21 -- Senescence -- AKT	0.000421	0.000284	mTORC1_S6K1 -- Senescence	0.014373	0.001658	p21 -- Senescence	0.053872	0.003144	Senescence -- AKT	0.001777	0.000580
6.1000	0.0608	0.0034	2.7546	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.005271	0.001004	mTORC1_S6K1	0.059336	0.003302	p21 -- AKT	0.000521	0.000307	p21 -- mTORC1_S6K1	0.059608	0.003278	mTORC1_S6K1 -- AKT	0.162528	0.005210	mTORC1_S6K1 -- Senescence -- AKT	0.018779	0.001905	p21 -- mTORC1_S6K1 -- Senescence	0.245881	0.006061	<nil>	0.055364	0.003189	Senescence	0.002548	0.000703	p21 -- mTORC1_S6K1 -- AKT	0.000355	0.000237	p21 -- Senescence -- AKT	0.000570	0.000322	mTORC1_S6K1 -- Senescence	0.014645	0.001670	p21 -- Senescence	0.053558	0.003142	Senescence -- AKT	0.001690	0.000569	AKT	0.011872	0.001518	p21	0.307475	0.006488
6.2000	0.0602	0.0034	2.7390	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.005276	0.001011	AKT	0.011278	0.001466	p21	0.311010	0.006514	mTORC1_S6K1	0.059348	0.003318	p21 -- AKT	0.000285	0.000217	<nil>	0.055492	0.003191	p21 -- mTORC1_S6K1 -- AKT	0.000476	0.000282	Senescence	0.002510	0.000701	p21 -- mTORC1_S6K1	0.055911	0.003192	mTORC1_S6K1 -- AKT	0.163263	0.005214	p21 -- Senescence -- AKT	0.000570	0.000315	mTORC1_S6K1 -- Senescence	0.015063	0.001711	p21 -- Senescence	0.052354	0.003090	Senescence -- AKT	0.001867	0.000603	p21 -- mTORC1_S6K1 -- Senescence	0.247536	0.006066	mTORC1_S6K1 -- Senescence -- AKT	0.017762	0.001847
6.3000	0.0634	0.0034	2.7324	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.005120	0.000987	AKT	0.011322	0.001476	p21	0.313583	0.006526	mTORC1_S6K1	0.057873	0.003263	p21 -- AKT	0.000439	0.000272	<nil>	0.054499	0.003173	p21 -- Senescence -- AKT	0.000671	0.000354	mTORC1_S6K1 -- Senescence	0.015459	0.001709	Senescence -- AKT	0.001634	0.000550	p21 -- Senescence	0.053547	0.003121	p21 -- mTORC1_S6K1 -- AKT	0.000261	0.000205	Senescence	0.002337	0.000652	mTORC1_S6K1 -- Senescence -- AKT	0.018373	0.001881	p21 -- mTORC1_S6K1 -- Senescence	0.247425	0.006062	mTORC1_S6K1 -- AKT	0.163364	0.005219	p21 -- mTORC1_S6K1	0.054093	0.003130
