,"tp53, akt1, ikbkb: (000, 001, 010, 011, 100, 101, 110, 111)"
4112,11001100
4113,11111111
4114,11001110
4115,10001110
4116,10001110
4117,00001111
4118,11001110
4119,00000000
4120,00000000
4121,11101110
4122,10101111
4123,00001010
4124,00000000
4125,00000000
4126,11001110
4127,00000000
4128,00001000
4129,00000000
4130,11111111
4131,00001111
4132,00000000
4133,11001111
4134,10001100
4135,00000000
4136,11001110
4137,00001000
4138,00000000
4139,00000000
4140,11101110
4141,00000000
4142,10001111
4143,11101111
4144,11101111
4145,00000000
4146,10001100
4147,10001111
4148,11001110
4149,10001110
4150,00000000
4151,00000000
4152,11101111
4153,11111111
4154,00000000
4155,11001111
4156,11101111
4157,00001000
4158,11101111
4159,10001010
4160,00001111
4161,11111111
4162,00001100
4163,11101110
4164,10001000
4165,00000000
4166,00001000
4167,10001010
4168,10001100
4169,11101111
4170,00000000
4171,11001111
4172,10001110
4173,11111111
4174,00001000
4175,11001111
4176,00001110
4177,11001110
4178,00000000
4179,00000000
4180,10001110
4181,11001111
4182,00000000
4183,11101111
4184,10101110
4185,00001000
4186,00001010
4187,00000000
4188,11111111
4189,00000000
4190,10001111
4191,11111111
4192,10101110
4193,11101111
4194,00000000
4195,11101111
4196,00000000
4197,00000000
4198,10001111
4199,00000000
4200,00001000
4201,00000000
4202,10101111
4203,00000000
4204,00000000
4205,10101111
4206,11101110
4207,11101111
4208,00000000
4209,10001111
4210,10101111
4211,00001111
4212,10001110
4213,11001111
4214,00001010
4215,11001110
4216,10001110
4217,11111111
4218,11111111
4219,10101110
4220,10001010
4221,11101111
4222,00000000
4223,10001110
4224,00000000
4225,00001111
4226,00000000
4227,00001110
4228,10001110
4229,11111111
4230,11101111
4231,11111111
4232,00001000
4233,10001110
4234,00000000
4235,10001111
4236,00000000
4237,00001000
4238,00001000
4239,10001110
4240,00000000
4241,10101110
4242,11111111
4243,00000000
4244,10001100
4245,00001010
4246,00000000
4247,10001111
4248,11001110
4249,10101111
4250,10001110
4251,11101111
4252,00000000
4253,11111111
4254,11001110
4255,00000000
4256,11101111
4257,10101110
4258,11111111
4259,00001110
4260,10001010
4261,11101111
4262,11111111
4263,10001000
4264,00001000
4265,00001000
4266,10001110
4267,00001000
4268,00001000
4269,00000000
4270,00001110
4271,00000000
4272,00000000
4273,10101111
4274,11111111
4275,11001111
4276,11111111
4277,00001111
4278,11001110
4279,11111111
4280,00000000
4281,10001111
4282,10001010
4283,00000000
4284,11001110
4285,00001100
4286,00000000
4287,00001110
4288,11111111
4289,11111111
4290,11101111
4291,11111111
4292,11101111
4293,00000000
4294,00000000
4295,10001110
4296,10001110
4297,11111111
4298,00000000
4299,00000000
4300,00000000
4301,00000000
4302,00001000
4303,00001000
4304,00001111
4305,00000000
4306,00000000
4307,10001010
4308,00000000
4309,00001100
4310,11001111
4311,11101111
4312,11001111
4313,00001000
4314,11101111
4315,11001100
4316,00001010
4317,11111111
4318,00000000
4319,00001010
4320,00001111
4321,11101111
4322,00000000
4323,00000000
4324,00000000
4325,00001010
4326,11101111
4327,11101111
4328,10001111
4329,00001000
4330,00000000
4331,00000000
4332,00000000
4333,10001111
4334,11001111
4335,00001000
4336,10001110
4337,10001110
4338,00000000
4339,00000000
4340,00001010
4341,00001010
4342,11001110
4343,00000000
4344,00001000
4345,00000000
4346,00000000
4347,00000000
4348,10001111
4349,00001000
4350,00001000
4351,11101111
4352,00001100
4353,11101111
4354,00000000
4355,00000000
4356,10001111
4357,00001000
4358,00000000
4359,00000000
4360,00000000
4361,00000000
4362,00001000
4363,00000000
4364,10001000
4365,00001110
4366,00001000
4367,10101111
4368,00000000
4369,11101111
4370,10001110
4371,10001110
4372,00000000
4373,11101111
4374,10001110
4375,10101111
4376,11111111
4377,00001000
4378,00001110
4379,00001010
4380,10001110
4381,10001000
4382,00001100
4383,00000000
4384,00001100
4385,10001111
4386,00001000
4387,00001111
4388,00000000
4389,00000000
4390,00001111
4391,10001110
4392,00001110
4393,00001110
4394,11111111
4395,00001000
4396,00000000
4397,10001110
4398,00001100
4399,11101111
4400,00000000
4401,10101110
4402,00000000
4403,00000000
4404,00000000
4405,11001111
4406,00000000
4407,00000000
4408,00001000
4409,11001110
4410,00001000
4411,00001010
4412,11101111
4413,11001111
4414,00001110
4415,00001000
4416,00000000
4417,00000000
4418,00001010
4419,11101111
4420,11111111
4421,00001111
4422,10001010
4423,00001010
4424,11111111
4425,00000000
4426,00000000
4427,11111111
4428,10101111
4429,11111111
4430,00000000
4431,11001111
4432,10001110
4433,00000000
4434,11001111
4435,11101111
4436,10001111
4437,00001010
4438,00001000
4439,11101111
4440,10001110
4441,00001000
4442,11101111
4443,11101111
4444,10001110
4445,00001000
4446,11001110
4447,00001000
4448,10101110
4449,10001010
4450,11111111
4451,00000000
4452,00001010
4453,11111111
4454,00000000
4455,11001111
4456,00000000
4457,00000000
4458,10101010
4459,00001000
4460,00000000
4461,10001111
4462,10001010
4463,00001000
4464,11001110
4465,00000000
4466,11111111
4467,00000000
4468,00001000
4469,00000000
4470,10001110
4471,00000000
4472,10101010
4473,00001000
4474,00000000
4475,10101010
4476,00000000
4477,00000000
4478,00000000
4479,00000000
4480,11101111
4481,10101010
4482,11101111
4483,11001100
4484,10101111
4485,10001100
4486,00000000
4487,00001010
4488,11111111
4489,10101111
4490,11101110
4491,11111111
4492,11111111
4493,00000000
4494,11111111
4495,00000000
4496,11001111
4497,10001111
4498,10001110
4499,00000000
4500,10001010
4501,00000000
4502,11111111
4503,00000000
4504,10001110
4505,00000000
4506,00000000
4507,00000000
4508,11111111
4509,11101110
4510,00001111
4511,00000000
4512,10001111
4513,00000000
4514,11001100
4515,00000000
4516,00000000
4517,11111111
4518,11111111
4519,11111111
4520,11101111
4521,00000000
4522,00000000
4523,00001100
4524,00000000
4525,00001010
4526,00001000
4527,11101111
4528,10001111
4529,11101111
4530,00001100
4531,00000000
4532,10001110
4533,00000000
4534,00001000
4535,00000000
4536,10001110
4537,00000000
4538,11111111
4539,11101111
4540,00001010
4541,10101111
4542,10101010
4543,11111111
4544,00000000
4545,11001111
4546,10001000
4547,11101111
4548,00000000
4549,00000000
4550,00000000
4551,11101111
4552,11001111
4553,00001000
4554,11111111
4555,00001000
4556,00000000
4557,11001111
4558,10101110
4559,00001000
4560,00000000
4561,00000000
4562,11101111
4563,11101111
4564,00000000
4565,00001010
4566,00001000
4567,00001110
4568,00000000
4569,10001010
4570,00001000
4571,00000000
4572,11001110
4573,10101110
4574,11111111
4575,00001000
4576,00001000
4577,11001111
4578,11001111
4579,11111111
4580,00001000
4581,11111111
4582,00001000
4583,00000000
4584,00000000
4585,00001000
4586,00000000
4587,10001110
4588,00000000
4589,11001111
4590,00000000
4591,00000000
4592,00001000
4593,00001100
4594,00000000
4595,00000000
4596,00001110
4597,00000000
4598,11001110
4599,10001111
4600,10101111
4601,00000000
4602,00000000
4603,00001000
4604,00000000
4605,11001111
4606,11101111
4607,11101111
4608,00000000
4609,00001000
4610,11101111
4611,11101111
4612,11111111
4613,00001111
4614,00000000
4615,00000000
4616,11111111
4617,10001111
4618,11001110
4619,10001111
4620,00001111
4621,10001110
4622,00001010
4623,00001000
4624,00000000
4625,10001111
4626,10001111
4627,00001110
4628,00000000
4629,10001110
4630,00000000
4631,00001000
4632,10001100
4633,00000000
4634,00000000
4635,00000000
4636,00001000
4637,00000000
4638,00001110
4639,00000000
4640,11101111
4641,00000000
4642,11101111
4643,00001100
4644,00001111
4645,11101111
4646,00001111
4647,10001111
4648,00001110
4649,00001100
4650,11111111
4651,10001111
4652,00001000
4653,00001111
4654,11111111
4655,00000000
4656,10001110
4657,00000000
4658,00001000
4659,00000000
4660,00000000
4661,11101111
4662,00000000
4663,11001111
4664,10101111
4665,00001000
4666,00001111
4667,00000000
4668,10001110
4669,00000000
4670,00000000
4671,10101010
4672,11001110
4673,00001110
4674,10101110
4675,00001000
4676,11101111
4677,10001010
4678,00000000
4679,00000000
4680,00000000
4681,00000000
4682,00000000
4683,11001110
4684,10101111
4685,10101110
4686,00000000
4687,10001110
4688,00001000
4689,00000000
4690,00001110
4691,10101110
4692,10101110
4693,00000000
4694,00000000
4695,00001111
4696,10001010
4697,00000000
4698,00000000
4699,00000000
4700,00001111
4701,00000000
4702,00000000
4703,00000000
4704,11111111
4705,00000000
4706,00001111
4707,10001110
4708,10101111
4709,10101110
4710,11001111
4711,00000000
4712,00000000
4713,00001111
4714,00000000
4715,00000000
4716,00000000
4717,00000000
4718,00001000
4719,00000000
4720,11101111
4721,11101110
4722,11111111
4723,11111111
4724,11111111
4725,00001010
4726,00000000
4727,11001111
4728,00001111
4729,00000000
4730,00000000
4731,00000000
4732,11001111
4733,00000000
4734,00001000
4735,00000000
4736,00001010
4737,10101111
4738,10101010
4739,11111111
4740,00001010
4741,11001111
4742,00001110
4743,00001110
4744,00000000
4745,00000000
4746,11001111
4747,10001110
4748,11111111
4749,00000000
4750,10101110
4751,11101111
4752,11111111
4753,00000000
4754,00001000
4755,11101110
4756,11001111
4757,10001110
4758,10101110
4759,00000000
4760,11001100
4761,11001110
4762,11101111
4763,10101110
4764,11111111
4765,11001110
4766,00000000
4767,00000000
4768,11101110
4769,11101111
4770,11101110
4771,00000000
4772,00000000
4773,00001110
4774,00001000
4775,10001110
4776,11111111
4777,11101111
4778,10101110
4779,11001111
4780,10001110
4781,00001010
4782,10001110
4783,11111111
4784,11101111
4785,00000000
4786,00001110
4787,11001111
4788,00001100
4789,00000000
4790,00000000
4791,10001110
4792,10101110
4793,11101111
4794,00000000
4795,11001110
4796,10101111
4797,00000000
4798,00000000
4799,00000000
4800,00000000
4801,00000000
4802,11101111
4803,10001110
4804,00001010
4805,00000000
4806,11101111
4807,10001111
4808,10001110
4809,11111111
4810,11101111
4811,10001000
4812,00001111
4813,00000000
4814,11001111
4815,11111111
4816,10101010
4817,00000000
4818,00001000
4819,00000000
4820,00000000
4821,00001111
4822,11101111
4823,11001111
4824,00000000
4825,00000000
4826,00000000
4827,11111111
4828,00001000
4829,11111111
4830,11111111
4831,00000000
4832,00001000
4833,00000000
4834,11001111
4835,00000000
4836,11111111
4837,11101111
4838,00000000
4839,11001100
4840,00000000
4841,10101111
4842,00001000
4843,00000000
4844,00001000
4845,11111111
4846,00001111
4847,10001100
4848,00001100
4849,11101111
4850,10001110
4851,11101111
4852,10001111
4853,00000000
4854,00000000
4855,00000000
4856,11001100
4857,00001111
4858,00001000
4859,00001000
4860,10101110
4861,00000000
4862,10101010
4863,00000000
4864,00001010
4865,11001110
4866,00000000
4867,00001110
4868,10101110
4869,00000000
4870,00001000
4871,10001000
4872,10001110
4873,11101111
4874,11101111
4875,00001010
4876,11111111
4877,11101111
4878,00000000
4879,11001111
4880,11001111
4881,00001010
4882,00000000
4883,00001010
4884,00001110
4885,11001111
4886,10001000
4887,10001010
4888,11101111
4889,00000000
4890,10101010
4891,00001000
4892,11001111
4893,10001110
4894,11111111
4895,11101110
4896,00001000
4897,00000000
4898,11101110
4899,00001000
4900,00001000
4901,00001110
4902,00001100
4903,11111111
4904,11101111
4905,00000000
4906,00001100
4907,11101111
4908,00000000
4909,10001110
4910,10101111
4911,00001000
4912,10101110
4913,10001010
4914,00001000
4915,00001110
4916,00000000
4917,00000000
4918,00000000
4919,11101110
4920,11001110
4921,00000000
4922,00000000
4923,00001100
4924,00000000
4925,00000000
4926,00001000
4927,00001000
4928,00001110
4929,11001111
4930,10101111
4931,00001000
4932,00000000
4933,00001111
4934,10001110
4935,00001111
4936,11111111
4937,00000000
4938,00000000
4939,10101111
4940,10101111
4941,00001111
4942,00000000
4943,10001110
4944,00001000
4945,00000000
4946,00000000
4947,11101111
4948,00001000
4949,00000000
4950,11101111
4951,00001111
4952,00000000
4953,11111111
4954,11111111
4955,00000000
4956,00000000
4957,10001110
4958,00000000
4959,00001010
4960,11101110
4961,10001110
4962,00000000
4963,00000000
4964,00001110
4965,00001010
4966,00001111
4967,11111111
4968,10101111
4969,00000000
4970,10101111
4971,00000000
4972,00001000
4973,00000000
4974,00000000
4975,11111111
4976,11111111
4977,11001111
4978,10001111
4979,00001000
4980,11001100
4981,00001000
4982,00000000
4983,00001000
4984,11111111
4985,10001110
4986,00000000
4987,11111111
4988,00000000
4989,10001000
4990,10001010
4991,00000000
4992,00000000
4993,11111111
4994,11001111
4995,00000000
4996,00000000
4997,00000000
4998,00001010
4999,11111111
