Time	TH	ErrTH	H	Prob[C]	ErrProb[C]	Prob[A--B--C]	ErrProb[A--B--C]	Prob[B--C]	ErrProb[B--C]	Prob[A--C]	ErrProb[A--C]	Prob[<nil>]	ErrProb[<nil>]	
0.0000	0.0001	0.0000	0.1444	0.000726	0.000206	0.980266	0.001599	0.019007	0.001549	0	0	0	0	
0.0100	0.0004	0.0001	0.3429	0.004451	0.000928	0.941810	0.003116	0.053740	0.002984	0	0	0	0	
0.0200	0.0004	0.0001	0.4806	0.004517	0.000943	0.904852	0.004002	0.090548	0.003908	0.000083	0.000083	0	0	
0.0300	0.0004	0.0001	0.5929	0.005247	0.000960	0.869411	0.004643	0.125141	0.004541	0.000200	0.000200	0	0	
0.0400	0.0011	0.0001	0.7157	0.013554	0.001538	0.835305	0.005139	0.150882	0.004920	0.000259	0.000209	0	0	
0.0500	0.0017	0.0002	0.8206	0.021662	0.001995	0.802536	0.005535	0.175264	0.005254	0.000537	0.000311	0	0	
0.0600	0.0023	0.0002	0.9071	0.028220	0.002298	0.771047	0.005856	0.199927	0.005558	0.000805	0.000400	0	0	
0.0700	0.0030	0.0002	0.9884	0.036975	0.002587	0.740863	0.006118	0.221100	0.005750	0.001062	0.000451	0	0	
0.0800	0.0038	0.0002	1.0645	0.047214	0.002948	0.711791	0.006332	0.239559	0.005933	0.001437	0.000524	0	0	
0.0900	0.0044	0.0003	1.1273	0.054601	0.003175	0.683848	0.006507	0.259629	0.006108	0.001725	0.000579	0.000197	0.000197	
0.1000	0.0049	0.0003	1.1795	0.060529	0.003339	0.657025	0.006648	0.279995	0.006264	0.002251	0.000649	0.000200	0.000200	
0.1100	0.0059	0.0003	1.2421	0.073566	0.003596	0.631300	0.006761	0.291929	0.006309	0.003005	0.000768	0.000200	0.000200	
0.1200	0.0072	0.0003	1.3039	0.089656	0.003977	0.606595	0.006851	0.299675	0.006381	0.003874	0.000851	0.000200	0.000200	
0.1300	0.0081	0.0003	1.3526	0.100873	0.004212	0.582850	0.006918	0.311166	0.006464	0.004748	0.000956	0.000363	0.000258	
0.1400	0.0088	0.0004	1.3911	0.109614	0.004383	0.560065	0.006967	0.324359	0.006548	0.005563	0.001029	0.000400	0.000283	
0.1500	0.0093	0.0004	1.4245	0.116444	0.004485	0.538187	0.007000	0.338211	0.006605	0.006758	0.001147	0.000400	0.000283	
0.1600	0.0110	0.0004	1.4741	0.137217	0.004799	0.517061	0.007019	0.337361	0.006589	0.007961	0.001240	0.000400	0.000283	
0.1700	0.0121	0.0004	1.5074	0.150559	0.005012	0.497112	0.007024	0.342991	0.006634	0.008938	0.001306	0.000400	0.000283	
0.1800	0.0128	0.0004	1.5347	0.159635	0.005141	0.477998	0.007019	0.351602	0.006682	0.010365	0.001399	0.000400	0.000283	
0.1900	0.0133	0.0004	1.5583	0.166575	0.005241	0.459346	0.007005	0.361626	0.006731	0.012053	0.001529	0.000400	0.000283	
0.2000	0.0139	0.0004	1.5770	0.172848	0.005318	0.441444	0.006980	0.371919	0.006773	0.013389	0.001604	0.000400	0.000283	
0.2100	0.0156	0.0004	1.6143	0.194902	0.005481	0.423877	0.006949	0.365059	0.006672	0.015763	0.001743	0.000400	0.000283	
0.2200	0.0174	0.0005	1.6430	0.216683	0.005781	0.407685	0.006910	0.357741	0.006703	0.017491	0.001837	0.000400	0.000283	
0.2300	0.0183	0.0005	1.6594	0.228001	0.005893	0.391713	0.006866	0.360976	0.006727	0.018909	0.001903	0.000400	0.000283	
0.2400	0.0189	0.0005	1.6774	0.235902	0.005972	0.376415	0.006815	0.365550	0.006753	0.021733	0.002044	0.000400	0.000283	
0.2500	0.0194	0.0005	1.6920	0.242608	0.006031	0.361526	0.006760	0.371228	0.006782	0.024177	0.002150	0.000460	0.000289	
0.2600	0.0198	0.0005	1.7034	0.247610	0.006083	0.347559	0.006700	0.377964	0.006809	0.026268	0.002250	0.000600	0.000346	
0.2700	0.0213	0.0005	1.7204	0.266111	0.006144	0.333894	0.006636	0.370812	0.006709	0.028583	0.002331	0.000600	0.000346	
0.2800	0.0233	0.0005	1.7368	0.290959	0.006365	0.321211	0.006572	0.356222	0.006692	0.031009	0.002436	0.000600	0.000346	
0.2900	0.0244	0.0005	1.7467	0.304946	0.006473	0.308521	0.006500	0.352439	0.006694	0.033494	0.002527	0.000600	0.000346	
0.3000	0.0250	0.0005	1.7549	0.311578	0.006520	0.296502	0.006427	0.354955	0.006718	0.036365	0.002620	0.000600	0.000346	
0.3100	0.0253	0.0005	1.7618	0.316335	0.006550	0.285519	0.006357	0.358344	0.006736	0.039202	0.002720	0.000600	0.000346	
0.3200	0.0257	0.0005	1.7674	0.320547	0.006575	0.274670	0.006282	0.362177	0.006754	0.042005	0.002816	0.000600	0.000346	
0.3300	0.0260	0.0005	1.7715	0.324337	0.006591	0.264782	0.006213	0.365760	0.006767	0.044521	0.002896	0.000600	0.000346	
0.3400	0.0274	0.0005	1.7801	0.342376	0.006626	0.254870	0.006136	0.353832	0.006659	0.048322	0.003014	0.000600	0.000346	
0.3500	0.0291	0.0005	1.7819	0.363376	0.006749	0.245156	0.006053	0.340072	0.006630	0.050795	0.003078	0.000600	0.000346	
0.3600	0.0300	0.0005	1.7841	0.374974	0.006806	0.236410	0.005981	0.334274	0.006614	0.053742	0.003170	0.000600	0.000346	
0.3700	0.0308	0.0005	1.7858	0.383761	0.006841	0.228289	0.005909	0.330659	0.006601	0.056691	0.003249	0.000600	0.000346	
0.3800	0.0314	0.0006	1.7874	0.391588	0.006869	0.219722	0.005830	0.328125	0.006590	0.059964	0.003341	0.000600	0.000346	
0.3900	0.0319	0.0006	1.7876	0.398602	0.006895	0.210882	0.005745	0.326885	0.006588	0.063030	0.003424	0.000600	0.000346	
0.4000	0.0323	0.0006	1.7896	0.403317	0.006909	0.202975	0.005665	0.326380	0.006593	0.066729	0.003505	0.000600	0.000346	
0.4100	0.0325	0.0006	1.7921	0.406156	0.006918	0.195961	0.005590	0.326833	0.006595	0.070450	0.003601	0.000600	0.000346	
0.4200	0.0338	0.0006	1.7875	0.421845	0.006911	0.188557	0.005506	0.315458	0.006483	0.073540	0.003674	0.000600	0.000346	
0.4300	0.0351	0.0006	1.7842	0.437554	0.006964	0.181296	0.005425	0.302294	0.006438	0.078256	0.003770	0.000600	0.000346	
0.4400	0.0358	0.0006	1.7822	0.446812	0.006992	0.174967	0.005347	0.295192	0.006402	0.082429	0.003868	0.000600	0.000346	
0.4500	0.0364	0.0006	1.7801	0.454032	0.007009	0.168834	0.005274	0.290588	0.006380	0.085839	0.003944	0.000708	0.000363	
0.4600	0.0368	0.0006	1.7813	0.458924	0.007015	0.163048	0.005202	0.287214	0.006360	0.089840	0.004022	0.000974	0.000436	
0.4700	0.0372	0.0006	1.7791	0.463656	0.007024	0.157443	0.005126	0.284676	0.006345	0.093225	0.004092	0.001000	0.000447	
0.4800	0.0375	0.0006	1.7762	0.467499	0.007030	0.152271	0.005058	0.283275	0.006340	0.095955	0.004144	0.001000	0.000447	
0.4900	0.0377	0.0006	1.7743	0.470369	0.007030	0.147763	0.004995	0.282279	0.006332	0.098552	0.004189	0.001038	0.000449	
0.5000	0.0378	0.0006	1.7772	0.471437	0.007035	0.143382	0.004936	0.281010	0.006328	0.102971	0.004277	0.001200	0.000490	
0.5100	0.0383	0.0006	1.7732	0.477378	0.007009	0.139687	0.004879	0.275794	0.006258	0.105941	0.004327	0.001200	0.000490	
0.5200	0.0394	0.0006	1.7624	0.492235	0.007014	0.135721	0.004824	0.260553	0.006145	0.110291	0.004406	0.001200	0.000490	
0.5300	0.0402	0.0006	1.7537	0.501618	0.007033	0.131156	0.004751	0.251873	0.006090	0.114153	0.004480	0.001200	0.000490	
0.5400	0.0407	0.0006	1.7468	0.508359	0.007030	0.126621	0.004683	0.245810	0.006047	0.118010	0.004536	0.001200	0.000490	
0.5500	0.0411	0.0006	1.7436	0.512477	0.007036	0.123225	0.004628	0.240701	0.006008	0.122396	0.004612	0.001200	0.000490	
0.5600	0.0414	0.0006	1.7377	0.517123	0.007037	0.119578	0.004567	0.236714	0.005975	0.125385	0.004664	0.001200	0.000490	
0.5700	0.0417	0.0006	1.7345	0.519841	0.007034	0.115609	0.004497	0.233583	0.005947	0.129767	0.004727	0.001200	0.000490	
0.5800	0.0419	0.0006	1.7302	0.522731	0.007033	0.111784	0.004437	0.230802	0.005924	0.133483	0.004789	0.001200	0.000490	
0.5900	0.0421	0.0006	1.7266	0.525325	0.007034	0.108367	0.004377	0.227604	0.005899	0.137504	0.004850	0.001200	0.000490	
0.6000	0.0422	0.0006	1.7252	0.526366	0.007032	0.105619	0.004325	0.225243	0.005877	0.141572	0.004906	0.001200	0.000490	
0.6100	0.0422	0.0006	1.7256	0.526327	0.007035	0.102142	0.004263	0.223749	0.005868	0.146430	0.004975	0.001352	0.000513	
0.6200	0.0421	0.0006	1.7259	0.525710	0.007037	0.099007	0.004207	0.222710	0.005856	0.151173	0.005050	0.001400	0.000529	
0.6300	0.0426	0.0006	1.7178	0.531127	0.007007	0.095943	0.004145	0.215836	0.005763	0.155693	0.005103	0.001400	0.000529	
0.6400	0.0434	0.0006	1.7025	0.541487	0.007008	0.093440	0.004098	0.203882	0.005650	0.159792	0.005167	0.001400	0.000529	
0.6500	0.0438	0.0006	1.6934	0.547090	0.007009	0.091494	0.004059	0.196563	0.005582	0.163453	0.005214	0.001400	0.000529	
0.6600	0.0442	0.0006	1.6856	0.551409	0.007005	0.089557	0.004017	0.190909	0.005525	0.166725	0.005253	0.001400	0.000529	
0.6700	0.0444	0.0006	1.6802	0.553599	0.006997	0.087170	0.003970	0.186852	0.005482	0.170979	0.005297	0.001400	0.000529	
0.6800	0.0445	0.0006	1.6768	0.554802	0.006998	0.085421	0.003934	0.183154	0.005439	0.175223	0.005355	0.001400	0.000529	
0.6900	0.0445	0.0006	1.6738	0.555909	0.007000	0.084196	0.003902	0.180198	0.005406	0.178297	0.005390	0.001400	0.000529	
0.7000	0.0446	0.0006	1.6714	0.556399	0.006999	0.082798	0.003873	0.177619	0.005379	0.181784	0.005427	0.001400	0.000529	
0.7100	0.0446	0.0006	1.6706	0.556189	0.007002	0.081890	0.003858	0.175303	0.005353	0.185218	0.005472	0.001400	0.000529	
0.7200	0.0446	0.0006	1.6705	0.556081	0.007004	0.080779	0.003829	0.173520	0.005331	0.188046	0.005505	0.001575	0.000557	
0.7300	0.0444	0.0006	1.6722	0.554552	0.007003	0.080291	0.003816	0.171627	0.005307	0.191930	0.005541	0.001600	0.000565	
0.7400	0.0444	0.0006	1.6726	0.553745	0.007008	0.079840	0.003817	0.169938	0.005289	0.194863	0.005584	0.001615	0.000565	
0.7500	0.0443	0.0006	1.6741	0.553321	0.007012	0.078774	0.003785	0.168383	0.005268	0.197522	0.005611	0.002000	0.000632	
0.7600	0.0443	0.0006	1.6739	0.553042	0.007009	0.077706	0.003765	0.167559	0.005257	0.199543	0.005633	0.002150	0.000649	
0.7700	0.0443	0.0006	1.6728	0.552284	0.007007	0.076232	0.003728	0.165988	0.005234	0.203296	0.005670	0.002200	0.000663	
0.7800	0.0443	0.0006	1.6689	0.553402	0.007002	0.075235	0.003704	0.163081	0.005189	0.206082	0.005700	0.002200	0.000663	
0.7900	0.0448	0.0006	1.6546	0.559560	0.006974	0.073903	0.003689	0.154024	0.005056	0.210313	0.005743	0.002200	0.000663	
0.8000	0.0451	0.0006	1.6462	0.562658	0.006982	0.073772	0.003677	0.146223	0.004964	0.215147	0.005786	0.002200	0.000663	
0.8100	0.0452	0.0006	1.6393	0.564285	0.006987	0.072536	0.003650	0.141721	0.004897	0.219258	0.005839	0.002200	0.000663	
0.8200	0.0454	0.0006	1.6312	0.567055	0.006980	0.071456	0.003619	0.137170	0.004835	0.222063	0.005857	0.002257	0.000665	
0.8300	0.0454	0.0006	1.6306	0.565998	0.006981	0.070829	0.003611	0.134491	0.004799	0.226282	0.005894	0.002400	0.000692	
0.8400	0.0453	0.0006	1.6275	0.565804	0.006985	0.070033	0.003574	0.131996	0.004751	0.229767	0.005928	0.002400	0.000692	
0.8500	0.0454	0.0006	1.6228	0.566675	0.006984	0.068246	0.003552	0.130386	0.004740	0.232173	0.005953	0.002520	0.000702	
0.8600	0.0454	0.0006	1.6205	0.565946	0.006988	0.067175	0.003526	0.128320	0.004708	0.235959	0.005989	0.002600	0.000720	
0.8700	0.0453	0.0006	1.6170	0.565570	0.006987	0.066257	0.003497	0.125804	0.004662	0.239769	0.006020	0.002600	0.000720	
0.8800	0.0452	0.0006	1.6140	0.564210	0.006980	0.065087	0.003465	0.123189	0.004616	0.244914	0.006055	0.002600	0.000720	
0.8900	0.0451	0.0006	1.6157	0.563281	0.006992	0.065716	0.003480	0.121375	0.004590	0.246843	0.006079	0.002785	0.000743	
0.9000	0.0451	0.0006	1.6164	0.562291	0.006994	0.066006	0.003483	0.120268	0.004577	0.248634	0.006088	0.002800	0.000747	
0.9100	0.0448	0.0006	1.6208	0.558577	0.007001	0.066098	0.003497	0.119167	0.004562	0.253183	0.006130	0.002975	0.000767	
0.9200	0.0445	0.0006	1.6234	0.555774	0.007003	0.066094	0.003481	0.118509	0.004542	0.256623	0.006153	0.003000	0.000774	
0.9300	0.0445	0.0006	1.6228	0.555355	0.007008	0.066718	0.003508	0.116548	0.004516	0.258379	0.006172	0.003000	0.000774	
0.9400	0.0444	0.0006	1.6235	0.553559	0.007013	0.066033	0.003487	0.116578	0.004515	0.260830	0.006192	0.003000	0.000774	
0.9500	0.0442	0.0006	1.6243	0.551319	0.007009	0.065668	0.003475	0.115868	0.004504	0.264145	0.006207	0.003000	0.000774	
0.9600	0.0439	0.0006	1.6290	0.547828	0.007020	0.066207	0.003484	0.115800	0.004503	0.267165	0.006236	0.003000	0.000774	
0.9700	0.0439	0.0006	1.6290	0.547535	0.007020	0.066694	0.003512	0.113420	0.004461	0.269089	0.006258	0.003262	0.000796	
0.9800	0.0438	0.0006	1.6300	0.546315	0.007021	0.066754	0.003504	0.112361	0.004447	0.271169	0.006264	0.003400	0.000823	
0.9900	0.0436	0.0006	1.6340	0.543500	0.007021	0.067060	0.003513	0.111543	0.004432	0.274232	0.006285	0.003665	0.000844	
1.0000	0.0436	0.0006	1.6353	0.543697	0.007022	0.069110	0.003558	0.108918	0.004375	0.274475	0.006291	0.003800	0.000870	
1.0100	0.0437	0.0006	1.6288	0.545555	0.007016	0.069385	0.003578	0.104271	0.004292	0.276800	0.006311	0.003989	0.000890	
1.0200	0.0437	0.0006	1.6243	0.545856	0.007012	0.069796	0.003579	0.100738	0.004229	0.279610	0.006320	0.004000	0.000893	
1.0300	0.0437	0.0006	1.6222	0.544859	0.007015	0.070785	0.003598	0.097404	0.004157	0.282952	0.006346	0.004000	0.000893	
1.0400	0.0437	0.0006	1.6175	0.544789	0.007017	0.070344	0.003601	0.094877	0.004114	0.285990	0.006373	0.004000	0.000893	
1.0500	0.0435	0.0006	1.6161	0.542260	0.007025	0.069171	0.003557	0.093804	0.004093	0.290685	0.006401	0.004080	0.000896	
1.0600	0.0434	0.0006	1.6150	0.541008	0.007024	0.068167	0.003537	0.093281	0.004084	0.293344	0.006417	0.004200	0.000915	
1.0700	0.0433	0.0006	1.6126	0.539719	0.007027	0.067250	0.003510	0.092309	0.004060	0.296521	0.006438	0.004200	0.000915	
1.0800	0.0432	0.0006	1.6109	0.539059	0.007027	0.066304	0.003497	0.091667	0.004058	0.298633	0.006451	0.004337	0.000925	
1.0900	0.0430	0.0006	1.6147	0.536270	0.007036	0.067985	0.003536	0.090173	0.004034	0.301173	0.006468	0.004400	0.000936	
1.1000	0.0429	0.0006	1.6146	0.534769	0.007041	0.067664	0.003533	0.089816	0.004023	0.303351	0.006490	0.004400	0.000936	
1.1100	0.0427	0.0006	1.6128	0.533269	0.007028	0.067254	0.003520	0.088608	0.003992	0.306470	0.006495	0.004400	0.000936	
1.1200	0.0424	0.0006	1.6142	0.529558	0.007031	0.067134	0.003521	0.087954	0.003978	0.310953	0.006522	0.004400	0.000936	
1.1300	0.0423	0.0006	1.6122	0.527605	0.007040	0.066766	0.003499	0.086520	0.003949	0.314709	0.006546	0.004400	0.000936	
1.1400	0.0422	0.0006	1.6137	0.526679	0.007042	0.068418	0.003546	0.084995	0.003924	0.315508	0.006550	0.004400	0.000936	
1.1500	0.0421	0.0006	1.6151	0.525680	0.007042	0.070544	0.003597	0.082873	0.003874	0.316500	0.006558	0.004403	0.000936	
1.1600	0.0420	0.0006	1.6181	0.523945	0.007047	0.071518	0.003623	0.082070	0.003862	0.317867	0.006566	0.004600	0.000957	
1.1700	0.0417	0.0006	1.6220	0.520542	0.007047	0.070916	0.003602	0.083530	0.003893	0.320412	0.006577	0.004600	0.000957	
1.1800	0.0414	0.0006	1.6256	0.517011	0.007044	0.071562	0.003618	0.083370	0.003886	0.323447	0.006590	0.004609	0.000957	
1.1900	0.0412	0.0006	1.6317	0.514349	0.007047	0.072227	0.003620	0.083266	0.003873	0.325053	0.006600	0.005106	0.001001	
1.2000	0.0410	0.0006	1.6345	0.512057	0.007048	0.071577	0.003616	0.084408	0.003909	0.326758	0.006608	0.005200	0.001017	
1.2100	0.0408	0.0006	1.6394	0.509560	0.007054	0.073358	0.003656	0.084083	0.003900	0.327800	0.006619	0.005200	0.001017	
1.2200	0.0407	0.0006	1.6429	0.507748	0.007056	0.072999	0.003642	0.085683	0.003928	0.328369	0.006624	0.005200	0.001017	
1.2300	0.0406	0.0006	1.6429	0.506970	0.007055	0.071300	0.003612	0.087116	0.003966	0.329329	0.006630	0.005285	0.001021	
1.2400	0.0405	0.0006	1.6465	0.505218	0.007055	0.072694	0.003643	0.086478	0.003956	0.330211	0.006630	0.005400	0.001037	
1.2500	0.0403	0.0006	1.6516	0.503023	0.007053	0.074772	0.003693	0.086098	0.003947	0.330706	0.006631	0.005400	0.001037	
1.2600	0.0400	0.0006	1.6569	0.499329	0.007052	0.077095	0.003745	0.084998	0.003926	0.333121	0.006642	0.005457	0.001038	
1.2700	0.0399	0.0006	1.6598	0.497404	0.007049	0.078380	0.003771	0.084088	0.003900	0.334528	0.006647	0.005600	0.001055	
1.2800	0.0397	0.0006	1.6657	0.495571	0.007051	0.080444	0.003807	0.084364	0.003897	0.334021	0.006646	0.005600	0.001055	
1.2900	0.0396	0.0006	1.6645	0.494385	0.007054	0.079676	0.003807	0.084259	0.003901	0.336080	0.006664	0.005600	0.001055	
1.3000	0.0394	0.0006	1.6670	0.491432	0.007051	0.080211	0.003807	0.084127	0.003902	0.338630	0.006667	0.005600	0.001055	
1.3100	0.0392	0.0006	1.6709	0.488855	0.007057	0.080616	0.003836	0.084567	0.003924	0.340218	0.006686	0.005744	0.001065	
1.3200	0.0390	0.0006	1.6742	0.486664	0.007054	0.080614	0.003825	0.085442	0.003937	0.341480	0.006689	0.005800	0.001074	
1.3300	0.0388	0.0006	1.6750	0.484046	0.007047	0.080922	0.003832	0.084872	0.003916	0.344360	0.006697	0.005800	0.001074	
1.3400	0.0386	0.0006	1.6788	0.481397	0.007048	0.080869	0.003818	0.086184	0.003939	0.345750	0.006704	0.005800	0.001074	
1.3500	0.0385	0.0006	1.6804	0.480165	0.007048	0.080640	0.003821	0.086936	0.003959	0.346459	0.006709	0.005800	0.001074	
1.3600	0.0383	0.0006	1.6777	0.478272	0.007036	0.079185	0.003786	0.086702	0.003940	0.350041	0.006721	0.005800	0.001074	
1.3700	0.0383	0.0006	1.6762	0.477506	0.007044	0.079953	0.003819	0.084998	0.003922	0.351743	0.006736	0.005800	0.001074	
1.3800	0.0382	0.0006	1.6756	0.476327	0.007050	0.080483	0.003830	0.083902	0.003903	0.353488	0.006747	0.005800	0.001074	
1.3900	0.0380	0.0006	1.6759	0.473718	0.007045	0.079078	0.003793	0.084955	0.003918	0.356450	0.006757	0.005800	0.001074	
1.4000	0.0378	0.0006	1.6778	0.471614	0.007044	0.078947	0.003782	0.085603	0.003935	0.358036	0.006759	0.005800	0.001074	
1.4100	0.0376	0.0006	1.6818	0.469118	0.007038	0.079949	0.003811	0.085461	0.003931	0.359478	0.006764	0.005993	0.001091	
1.4200	0.0375	0.0006	1.6800	0.468538	0.007038	0.079877	0.003807	0.084542	0.003903	0.361043	0.006775	0.006000	0.001092	
1.4300	0.0375	0.0006	1.6780	0.468037	0.007034	0.079152	0.003785	0.083965	0.003885	0.362742	0.006779	0.006104	0.001097	
1.4400	0.0374	0.0006	1.6780	0.467256	0.007038	0.079158	0.003794	0.083094	0.003881	0.364115	0.006786	0.006377	0.001124	
1.4500	0.0374	0.0006	1.6775	0.466328	0.007032	0.079286	0.003792	0.082494	0.003858	0.365493	0.006789	0.006400	0.001128	
1.4600	0.0372	0.0006	1.6791	0.464820	0.007026	0.081577	0.003833	0.080677	0.003816	0.366526	0.006785	0.006400	0.001128	
1.4700	0.0372	0.0006	1.6788	0.464575	0.007033	0.082712	0.003856	0.079377	0.003778	0.366936	0.006795	0.006400	0.001128	
1.4800	0.0372	0.0006	1.6804	0.464544	0.007036	0.082704	0.003863	0.079901	0.003800	0.366373	0.006797	0.006478	0.001130	
1.4900	0.0372	0.0006	1.6797	0.464716	0.007037	0.081270	0.003832	0.080741	0.003823	0.366674	0.006796	0.006600	0.001145	
1.5000	0.0371	0.0006	1.6826	0.463245	0.007030	0.082495	0.003867	0.080622	0.003826	0.367038	0.006793	0.006600	0.001145	
1.5100	0.0370	0.0006	1.6852	0.461436	0.007029	0.083866	0.003883	0.080166	0.003805	0.367933	0.006798	0.006600	0.001145	
1.5200	0.0369	0.0006	1.6881	0.459901	0.007030	0.084602	0.003903	0.080542	0.003818	0.368355	0.006801	0.006600	0.001145	
1.5300	0.0368	0.0006	1.6898	0.459195	0.007037	0.084629	0.003906	0.081212	0.003840	0.368364	0.006807	0.006600	0.001145	
1.5400	0.0366	0.0006	1.6949	0.457210	0.007021	0.087380	0.003966	0.080625	0.003829	0.368184	0.006792	0.006600	0.001145	
1.5500	0.0364	0.0006	1.6977	0.454117	0.007021	0.088671	0.003994	0.080256	0.003819	0.370356	0.006807	0.006600	0.001145	
1.5600	0.0362	0.0006	1.7022	0.451280	0.007023	0.090684	0.004039	0.079475	0.003807	0.371741	0.006817	0.006820	0.001160	
1.5700	0.0361	0.0006	1.7060	0.450118	0.007014	0.092088	0.004060	0.078936	0.003777	0.371724	0.006815	0.007134	0.001187	
1.5800	0.0360	0.0006	1.7063	0.449735	0.007022	0.090905	0.004036	0.079928	0.003807	0.372232	0.006821	0.007200	0.001196	
1.5900	0.0360	0.0006	1.7067	0.448953	0.007015	0.091097	0.004043	0.079856	0.003809	0.372893	0.006818	0.007200	0.001196	
1.6000	0.0359	0.0006	1.7086	0.448013	0.007015	0.091386	0.004050	0.080341	0.003810	0.373059	0.006825	0.007200	0.001196	
1.6100	0.0357	0.0006	1.7080	0.445805	0.007009	0.090127	0.004023	0.080977	0.003825	0.375891	0.006832	0.007200	0.001196	
1.6200	0.0357	0.0006	1.7091	0.445486	0.007015	0.090369	0.004030	0.081211	0.003839	0.375734	0.006833	0.007200	0.001196	
1.6300	0.0356	0.0006	1.7083	0.444135	0.007004	0.090139	0.004026	0.080904	0.003826	0.377622	0.006836	0.007200	0.001196	
1.6400	0.0354	0.0006	1.7084	0.441647	0.007007	0.088706	0.003987	0.082064	0.003850	0.380382	0.006848	0.007200	0.001196	
1.6500	0.0353	0.0006	1.7126	0.440533	0.007003	0.088601	0.003987	0.083966	0.003885	0.379701	0.006848	0.007200	0.001196	
1.6600	0.0353	0.0006	1.7146	0.440285	0.007001	0.090045	0.004007	0.083472	0.003883	0.378997	0.006833	0.007200	0.001196	
1.6700	0.0352	0.0006	1.7189	0.439210	0.007002	0.090648	0.004025	0.084777	0.003904	0.378165	0.006840	0.007200	0.001196	
1.6800	0.0351	0.0006	1.7177	0.438472	0.007000	0.089079	0.003999	0.085653	0.003925	0.379595	0.006847	0.007200	0.001196	
1.6900	0.0350	0.0006	1.7199	0.436328	0.006996	0.089195	0.004006	0.086348	0.003952	0.380929	0.006847	0.007200	0.001196	
1.7000	0.0348	0.0006	1.7222	0.434686	0.006996	0.090210	0.004028	0.086287	0.003948	0.381617	0.006855	0.007200	0.001196	
1.7100	0.0347	0.0006	1.7246	0.433623	0.006997	0.090405	0.004023	0.087140	0.003964	0.381631	0.006853	0.007200	0.001196	
1.7200	0.0348	0.0006	1.7252	0.433826	0.006992	0.090130	0.004023	0.087727	0.003970	0.381117	0.006853	0.007200	0.001196	
1.7300	0.0347	0.0006	1.7263	0.433392	0.006989	0.090936	0.004034	0.087384	0.003969	0.381089	0.006844	0.007200	0.001196	
1.7400	0.0346	0.0006	1.7282	0.431843	0.006984	0.091279	0.004043	0.087602	0.003964	0.381998	0.006852	0.007279	0.001198	
1.7500	0.0344	0.0006	1.7275	0.429558	0.006983	0.089201	0.004003	0.088807	0.003991	0.385034	0.006866	0.007400	0.001212	
1.7600	0.0344	0.0006	1.7273	0.428867	0.006984	0.088542	0.003984	0.089341	0.004005	0.385850	0.006866	0.007400	0.001212	
1.7700	0.0344	0.0006	1.7274	0.429492	0.006986	0.088987	0.003995	0.088976	0.003999	0.385144	0.006865	0.007400	0.001212	
1.7800	0.0345	0.0006	1.7241	0.430208	0.006980	0.086869	0.003950	0.089619	0.003997	0.385904	0.006868	0.007400	0.001212	
1.7900	0.0344	0.0006	1.7238	0.429123	0.006979	0.086510	0.003958	0.089296	0.004011	0.387492	0.006872	0.007578	0.001225	
1.8000	0.0343	0.0006	1.7229	0.428311	0.006977	0.087295	0.003964	0.087947	0.003977	0.388847	0.006874	0.007600	0.001228	
1.8100	0.0343	0.0006	1.7208	0.428231	0.006977	0.086990	0.003952	0.087266	0.003949	0.389914	0.006882	0.007600	0.001228	
1.8200	0.0343	0.0006	1.7228	0.427633	0.006985	0.086890	0.003950	0.088210	0.003990	0.389642	0.006878	0.007625	0.001229	
1.8300	0.0343	0.0006	1.7278	0.427586	0.006979	0.088918	0.003996	0.087959	0.003983	0.387696	0.006869	0.007840	0.001245	
1.8400	0.0342	0.0006	1.7305	0.426336	0.006972	0.090939	0.004039	0.086716	0.003953	0.388009	0.006869	0.008000	0.001260	
1.8500	0.0340	0.0006	1.7315	0.424559	0.006976	0.090248	0.004029	0.087496	0.003971	0.389605	0.006884	0.008092	0.001263	
1.8600	0.0340	0.0006	1.7330	0.423874	0.006966	0.090422	0.004024	0.087703	0.003960	0.389802	0.006879	0.008200	0.001275	
1.8700	0.0340	0.0006	1.7334	0.424610	0.006976	0.090693	0.004026	0.087696	0.003967	0.388800	0.006878	0.008200	0.001275	
1.8800	0.0340	0.0006	1.7322	0.424890	0.006975	0.090758	0.004040	0.087058	0.003962	0.389094	0.006881	0.008200	0.001275	
1.8900	0.0340	0.0006	1.7339	0.424344	0.006969	0.091789	0.004051	0.086812	0.003955	0.388855	0.006869	0.008200	0.001275	
1.9000	0.0339	0.0006	1.7375	0.422617	0.006970	0.093536	0.004086	0.086707	0.003955	0.388941	0.006873	0.008200	0.001275	
1.9100	0.0338	0.0006	1.7409	0.421578	0.006966	0.095543	0.004129	0.086329	0.003943	0.388351	0.006872	0.008200	0.001275	
1.9200	0.0336	0.0006	1.7458	0.418679	0.006957	0.095851	0.004126	0.088080	0.003978	0.389148	0.006870	0.008241	0.001276	
1.9300	0.0335	0.0006	1.7477	0.418504	0.006966	0.096290	0.004144	0.088113	0.003981	0.388694	0.006883	0.008400	0.001291	
1.9400	0.0335	0.0006	1.7499	0.418587	0.006965	0.096020	0.004139	0.089439	0.004011	0.387554	0.006876	0.008400	0.001291	
1.9500	0.0334	0.0006	1.7504	0.417366	0.006956	0.095995	0.004141	0.089623	0.004014	0.388617	0.006876	0.008400	0.001291	
