Time	TH	ErrTH	H	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--p21]	ErrProb[Insulin--p21]	Prob[p21]	ErrProb[p21]	Prob[Insulin--Senescence--AKT]	ErrProb[Insulin--Senescence--AKT]	Prob[Senescence]	ErrProb[Senescence]	Prob[Insulin--mTORC1_S6K1--Senescence]	ErrProb[Insulin--mTORC1_S6K1--Senescence]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	Prob[<nil>]	ErrProb[<nil>]	Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[Insulin--mTORC1_S6K1]	ErrProb[Insulin--mTORC1_S6K1]	Prob[Insulin]	ErrProb[Insulin]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Insulin--p21--Senescence]	ErrProb[Insulin--p21--Senescence]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--p21--AKT]	ErrProb[Insulin--p21--AKT]	Prob[Insulin--p21--Senescence--AKT]	ErrProb[Insulin--p21--Senescence--AKT]	Prob[Insulin--AKT]	ErrProb[Insulin--AKT]	Prob[Insulin--mTORC1_S6K1--AKT]	ErrProb[Insulin--mTORC1_S6K1--AKT]	Prob[Insulin--Senescence]	ErrProb[Insulin--Senescence]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[Insulin--p21--mTORC1_S6K1]	ErrProb[Insulin--p21--mTORC1_S6K1]	Prob[Insulin--p21--mTORC1_S6K1--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--AKT]	Prob[Insulin--p21--mTORC1_S6K1--Senescence]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	
357.1000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
357.2000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
357.3000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
357.4000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
357.5000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
357.6000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
357.7000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
357.8000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
357.9000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
358.0000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
358.1000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
358.2000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
358.3000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
358.4000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
358.5000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
358.6000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
358.7000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
358.8000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
358.9000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
359.0000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
359.1000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
359.2000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
359.3000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
359.4000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
359.5000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
359.6000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
359.7000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
359.8000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
359.9000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
360.0000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
360.1000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
360.2000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
360.3000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
360.4000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
360.5000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
360.6000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
360.7000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
360.8000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
360.9000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
361.0000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
361.1000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
361.2000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
361.3000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
361.4000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
361.5000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
361.6000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
361.7000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
361.8000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
361.9000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
362.0000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
362.1000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
362.2000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
362.3000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
362.4000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
362.5000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
362.6000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
362.7000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
362.8000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
362.9000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
363.0000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
363.1000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
363.2000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
363.3000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
363.4000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
363.5000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
363.6000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
363.7000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
363.8000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
363.9000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
364.0000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
364.1000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
364.2000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
364.3000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
364.4000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
364.5000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
364.6000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
364.7000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
364.8000	0.0000	0.0000	0.5997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854000	0.011172	0	0	0	0	0	0	0	0	0	0	0.146000	0.011172	0	0	
