Time	TH	ErrTH	H	Prob[Insulin--mTORC1_S6K1]	ErrProb[Insulin--mTORC1_S6K1]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Insulin--p21--mTORC1_S6K1--Senescence]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence]	Prob[Insulin--AKT]	ErrProb[Insulin--AKT]	Prob[Insulin--p21]	ErrProb[Insulin--p21]	Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--Senescence--AKT]	ErrProb[Insulin--Senescence--AKT]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[Insulin--p21--Senescence--AKT]	ErrProb[Insulin--p21--Senescence--AKT]	Prob[p21]	ErrProb[p21]	Prob[Insulin--p21--mTORC1_S6K1--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[Senescence]	ErrProb[Senescence]	Prob[<nil>]	ErrProb[<nil>]	Prob[Insulin--p21--Senescence]	ErrProb[Insulin--p21--Senescence]	Prob[Insulin--Senescence]	ErrProb[Insulin--Senescence]	Prob[Insulin--mTORC1_S6K1--AKT]	ErrProb[Insulin--mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	Prob[Insulin--p21--AKT]	ErrProb[Insulin--p21--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[Insulin--p21--mTORC1_S6K1]	ErrProb[Insulin--p21--mTORC1_S6K1]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[Insulin]	ErrProb[Insulin]	Prob[Insulin--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--mTORC1_S6K1--Senescence]	ErrProb[Insulin--mTORC1_S6K1--Senescence]	
3.0000	0.1131	0.0046	3.2403	0.073403	0.003632	0	0	0	0	0.158758	0.005122	0.034496	0.002552	0.217123	0.005784	0.015508	0.001710	0	0	0	0	0.007663	0.001206	0	0	0	0	0.001824	0.000581	0	0	0.002801	0.000725	0	0	0	0	0	0	0	0	0.046071	0.002915	0.016771	0.001784	0.180965	0.005417	0	0	0	0	0	0	0.002244	0.000648	0	0	0.063768	0.003384	0	0	0.101100	0.004195	0.056104	0.003211	0.021401	0.002003	
3.1000	0.1101	0.0045	3.2136	0.074009	0.003645	0	0	0	0	0.160432	0.005153	0.033411	0.002500	0.223303	0.005848	0.014836	0.001677	0	0	0	0	0.006965	0.001156	0	0	0	0	0.001681	0.000560	0	0	0.003556	0.000802	0	0	0	0	0	0	0	0	0.044588	0.002868	0.015692	0.001725	0.185273	0.005471	0	0	0	0	0	0	0.002270	0.000649	0	0	0.060742	0.003317	0	0	0.098684	0.004154	0.055128	0.003199	0.019430	0.001902	
3.2000	0.1044	0.0044	3.1953	0.072872	0.003631	0	0	0	0	0.160678	0.005160	0.031958	0.002471	0.227903	0.005897	0.016017	0.001743	0	0	0	0	0.006693	0.001138	0	0	0	0	0.001639	0.000546	0	0	0.003235	0.000777	0	0	0	0	0	0	0	0	0.044283	0.002878	0.013937	0.001626	0.189764	0.005524	0	0	0	0	0	0	0.002637	0.000721	0	0	0.060280	0.003299	0	0	0.095089	0.004110	0.054292	0.003176	0.018725	0.001870	
3.3000	0.1004	0.0043	3.1773	0.073282	0.003631	0	0	0	0	0.161825	0.005165	0.032959	0.002494	0.231840	0.005927	0.016565	0.001775	0	0	0	0	0.005416	0.001007	0	0	0	0	0.001691	0.000570	0	0	0.002777	0.000702	0	0	0	0	0	0	0	0	0.045066	0.002893	0.011436	0.001465	0.191884	0.005548	0	0	0	0	0	0	0.003018	0.000756	0	0	0.058227	0.003224	0	0	0.090473	0.004007	0.055094	0.003201	0.018445	0.001867	
3.4000	0.0980	0.0043	3.1565	0.072785	0.003602	0	0	0	0	0.163941	0.005187	0.032988	0.002499	0.234431	0.005957	0.016900	0.001801	0	0	0	0	0.004982	0.000971	0	0	0	0	0.001562	0.000546	0	0	0.002493	0.000698	0	0	0	0	0	0	0	0	0.046344	0.002913	0.009610	0.001345	0.194960	0.005581	0	0	0	0	0	0	0.002916	0.000738	0	0	0.056206	0.003171	0	0	0.087664	0.003949	0.054715	0.003184	0.017503	0.001810	
3.5000	0.0963	0.0043	3.1378	0.068435	0.003523	0	0	0	0	0.165172	0.005206	0.031958	0.002463	0.239688	0.005986	0.017331	0.001790	0	0	0	0	0.005544	0.001030	0	0	0	0	0.001629	0.000550	0	0	0.002773	0.000675	0	0	0	0	0	0	0	0	0.045266	0.002890	0.008902	0.001311	0.198834	0.005623	0	0	0	0	0	0	0.002448	0.000685	0	0	0.056179	0.003157	0	0	0.084559	0.003887	0.054589	0.003175	0.016691	0.001775	
3.6000	0.0949	0.0042	3.1175	0.065022	0.003433	0	0	0	0	0.165656	0.005226	0.031726	0.002449	0.244801	0.006040	0.017101	0.001802	0	0	0	0	0.005982	0.001071	0	0	0	0	0.001209	0.000490	0	0	0.003153	0.000776	0	0	0	0	0	0	0	0	0.044069	0.002845	0.008483	0.001268	0.202386	0.005662	0	0	0	0	0	0	0.002092	0.000638	0	0	0.057297	0.003218	0	0	0.080962	0.003810	0.054557	0.003181	0.015505	0.001728	
3.7000	0.0985	0.0043	3.0948	0.062336	0.003372	0	0	0	0	0.166388	0.005226	0.030823	0.002412	0.248886	0.006073	0.016675	0.001790	0	0	0	0	0.005668	0.001037	0	0	0	0	0.001314	0.000496	0	0	0.003203	0.000770	0	0	0	0	0	0	0	0	0.043624	0.002843	0.008518	0.001273	0.206965	0.005707	0	0	0	0	0	0	0.001868	0.000583	0	0	0.058830	0.003255	0	0	0.076680	0.003708	0.054753	0.003186	0.013469	0.001572	
3.8000	0.0961	0.0043	3.0728	0.062849	0.003392	0	0	0	0	0.168455	0.005256	0.029891	0.002385	0.252380	0.006097	0.017709	0.001846	0	0	0	0	0.005427	0.001020	0	0	0	0	0.001400	0.000529	0	0	0.002798	0.000724	0	0	0	0	0	0	0	0	0.043506	0.002843	0.007914	0.001234	0.210646	0.005749	0	0	0	0	0	0	0.002007	0.000623	0	0	0.057912	0.003215	0	0	0.071469	0.003598	0.054055	0.003170	0.011583	0.001472	
3.9000	0.0919	0.0041	3.0582	0.062245	0.003372	0	0	0	0	0.171281	0.005285	0.028950	0.002340	0.253356	0.006118	0.017775	0.001832	0	0	0	0	0.005386	0.001027	0	0	0	0	0.001674	0.000538	0	0	0.002654	0.000706	0	0	0	0	0	0	0	0	0.042208	0.002797	0.007199	0.001185	0.212858	0.005769	0	0	0	0	0	0	0.002029	0.000594	0	0	0.056542	0.003190	0	0	0.070781	0.003589	0.054135	0.003179	0.010927	0.001447	
4.0000	0.0928	0.0042	3.0450	0.059829	0.003296	0	0	0	0	0.172948	0.005312	0.029493	0.002385	0.254396	0.006125	0.016669	0.001786	0	0	0	0	0.005264	0.001001	0	0	0	0	0.001780	0.000564	0	0	0.002372	0.000669	0	0	0	0	0	0	0	0	0.042433	0.002801	0.006992	0.001157	0.215433	0.005803	0	0	0	0	0	0	0.002400	0.000692	0	0	0.056417	0.003187	0	0	0.068629	0.003530	0.055223	0.003213	0.009721	0.001358	
4.1000	0.0915	0.0041	3.0330	0.058250	0.003283	0	0	0	0	0.174078	0.005327	0.029074	0.002350	0.257965	0.006145	0.017068	0.001798	0	0	0	0	0.005149	0.000981	0	0	0	0	0.001844	0.000590	0	0	0.002800	0.000727	0	0	0	0	0	0	0	0	0.041789	0.002779	0.006449	0.001106	0.217837	0.005817	0	0	0	0	0	0	0.002591	0.000718	0	0	0.054469	0.003149	0	0	0.066311	0.003460	0.054370	0.003164	0.009958	0.001368	
4.2000	0.0897	0.0041	3.0157	0.057266	0.003245	0	0	0	0	0.174248	0.005328	0.027905	0.002299	0.260717	0.006167	0.016674	0.001775	0	0	0	0	0.005064	0.000986	0	0	0	0	0.001858	0.000591	0	0	0.003341	0.000789	0	0	0	0	0	0	0	0	0.040226	0.002727	0.006478	0.001120	0.221424	0.005852	0	0	0	0	0	0	0.002116	0.000626	0	0	0.052671	0.003097	0	0	0.067004	0.003473	0.053428	0.003148	0.009579	0.001361	
4.3000	0.0894	0.0041	3.0006	0.057085	0.003243	0	0	0	0	0.174430	0.005335	0.027732	0.002292	0.263668	0.006197	0.015905	0.001742	0	0	0	0	0.005462	0.001010	0	0	0	0	0.001581	0.000531	0	0	0.003748	0.000838	0	0	0	0	0	0	0	0	0.040412	0.002733	0.006325	0.001096	0.225000	0.005884	0	0	0	0	0	0	0.001854	0.000578	0	0	0.050268	0.003032	0	0	0.064972	0.003435	0.051809	0.003097	0.009748	0.001365	
4.4000	0.0873	0.0040	2.9819	0.055498	0.003193	0	0	0	0	0.173937	0.005333	0.028025	0.002299	0.267233	0.006219	0.014955	0.001702	0	0	0	0	0.006100	0.001080	0	0	0	0	0.001260	0.000481	0	0	0.004070	0.000870	0	0	0	0	0	0	0	0	0.039454	0.002705	0.006433	0.001120	0.229987	0.005928	0	0	0	0	0	0	0.001386	0.000497	0	0	0.049569	0.003010	0	0	0.062081	0.003358	0.049928	0.003048	0.010085	0.001381	
4.5000	0.0813	0.0039	2.9649	0.055498	0.003205	0	0	0	0	0.173695	0.005322	0.027947	0.002305	0.268468	0.006227	0.015343	0.001706	0	0	0	0	0.005684	0.001044	0	0	0	0	0.001084	0.000455	0	0	0.003941	0.000850	0	0	0	0	0	0	0	0	0.038385	0.002654	0.005900	0.001070	0.233674	0.005969	0	0	0	0	0	0	0.001228	0.000475	0	0	0.049259	0.003004	0	0	0.061645	0.003352	0.048777	0.003019	0.009472	0.001338	
4.6000	0.0818	0.0039	2.9474	0.053699	0.003145	0	0	0	0	0.173475	0.005320	0.028402	0.002325	0.270127	0.006243	0.015441	0.001713	0	0	0	0	0.005205	0.001006	0	0	0	0	0.000755	0.000377	0	0	0.004083	0.000879	0	0	0	0	0	0	0	0	0.038414	0.002656	0.004815	0.000941	0.236572	0.005988	0	0	0	0	0	0	0.001248	0.000491	0	0	0.048891	0.002977	0	0	0.062193	0.003368	0.047904	0.002981	0.008776	0.001289	
4.7000	0.0817	0.0039	2.9362	0.053062	0.003125	0	0	0	0	0.172101	0.005312	0.027791	0.002297	0.271335	0.006254	0.014945	0.001685	0	0	0	0	0.004709	0.000955	0	0	0	0	0.000674	0.000354	0	0	0.003663	0.000820	0	0	0	0	0	0	0	0	0.038414	0.002670	0.004862	0.000973	0.239016	0.006015	0	0	0	0	0	0	0.001582	0.000541	0	0	0.048163	0.002974	0	0	0.062931	0.003381	0.048693	0.003022	0.008061	0.001249	
4.8000	0.0794	0.0038	2.9176	0.050888	0.003068	0	0	0	0	0.169373	0.005270	0.026012	0.002224	0.273841	0.006272	0.015083	0.001709	0	0	0	0	0.003822	0.000859	0	0	0	0	0.000800	0.000400	0	0	0.002968	0.000752	0	0	0	0	0	0	0	0	0.039469	0.002699	0.004438	0.000902	0.243914	0.006054	0	0	0	0	0	0	0.001849	0.000602	0	0	0.047659	0.002945	0	0	0.063831	0.003410	0.047875	0.002988	0.008178	0.001249	
4.9000	0.0755	0.0037	2.8934	0.048588	0.002997	0	0	0	0	0.170011	0.005280	0.025072	0.002192	0.279066	0.006311	0.014976	0.001704	0	0	0	0	0.003765	0.000845	0	0	0	0	0.000625	0.000347	0	0	0.003693	0.000819	0	0	0	0	0	0	0	0	0.040083	0.002715	0.003637	0.000826	0.247130	0.006084	0	0	0	0	0	0	0.001795	0.000596	0	0	0.044380	0.002836	0	0	0.061954	0.003372	0.047198	0.002977	0.008028	0.001239	
5.0000	0.0726	0.0037	2.8795	0.047798	0.002982	0	0	0	0	0.169331	0.005277	0.024676	0.002163	0.280544	0.006326	0.013606	0.001609	0	0	0	0	0.004137	0.000903	0	0	0	0	0.000523	0.000279	0	0	0.003596	0.000813	0	0	0	0	0	0	0	0	0.040970	0.002766	0.003282	0.000790	0.250624	0.006113	0	0	0	0	0	0	0.002152	0.000620	0	0	0.043803	0.002843	0	0	0.061089	0.003344	0.046363	0.002946	0.007508	0.001191	
5.1000	0.0739	0.0037	2.8700	0.047455	0.002960	0	0	0	0	0.169718	0.005268	0.024290	0.002149	0.278743	0.006307	0.012945	0.001566	0	0	0	0	0.004068	0.000870	0	0	0	0	0.000932	0.000420	0	0	0.003076	0.000769	0	0	0	0	0	0	0	0	0.041832	0.002786	0.002966	0.000762	0.254918	0.006149	0	0	0	0	0	0	0.002108	0.000633	0	0	0.043279	0.002799	0	0	0.061280	0.003342	0.044973	0.002900	0.007418	0.001187	
5.2000	0.0735	0.0037	2.8597	0.046037	0.002932	0	0	0	0	0.169631	0.005273	0.023432	0.002101	0.279269	0.006312	0.013072	0.001579	0	0	0	0	0.004116	0.000896	0	0	0	0	0.001149	0.000471	0	0	0.002847	0.000709	0	0	0	0	0	0	0	0	0.041031	0.002755	0.002602	0.000709	0.258017	0.006174	0	0	0	0	0	0	0.001935	0.000600	0	0	0.043441	0.002811	0	0	0.061645	0.003352	0.043886	0.002874	0.007888	0.001238	
5.3000	0.0746	0.0038	2.8562	0.046431	0.002939	0	0	0	0	0.168877	0.005272	0.022529	0.002073	0.278667	0.006308	0.012644	0.001550	0	0	0	0	0.004227	0.000909	0	0	0	0	0.001286	0.000480	0	0	0.003056	0.000757	0	0	0	0	0	0	0	0	0.040769	0.002754	0.002696	0.000712	0.260581	0.006194	0	0	0	0	0	0	0.001727	0.000568	0	0	0.042584	0.002797	0	0	0.062040	0.003371	0.043776	0.002873	0.008110	0.001247	
5.4000	0.0767	0.0038	2.8467	0.045430	0.002896	0	0	0	0	0.167952	0.005259	0.021767	0.002039	0.279875	0.006315	0.011975	0.001520	0	0	0	0	0.004904	0.000968	0	0	0	0	0.001232	0.000468	0	0	0.003289	0.000790	0	0	0	0	0	0	0	0	0.040604	0.002749	0.002484	0.000696	0.263348	0.006215	0	0	0	0	0	0	0.001573	0.000545	0	0	0.043320	0.002814	0	0	0.061389	0.003347	0.042953	0.002841	0.007907	0.001223	
5.5000	0.0782	0.0038	2.8468	0.045452	0.002913	0	0	0	0	0.168337	0.005257	0.021964	0.002047	0.279798	0.006311	0.011009	0.001444	0	0	0	0	0.004836	0.000963	0	0	0	0	0.001652	0.000556	0	0	0.003803	0.000836	0	0	0	0	0	0	0	0	0.041211	0.002771	0.003048	0.000759	0.264739	0.006224	0	0	0	0	0	0	0.001463	0.000533	0	0	0.042714	0.002786	0	0	0.059364	0.003293	0.042935	0.002850	0.007676	0.001213	
5.6000	0.0785	0.0039	2.8459	0.045059	0.002902	0	0	0	0	0.167954	0.005254	0.022563	0.002078	0.278174	0.006305	0.011110	0.001455	0	0	0	0	0.003941	0.000872	0	0	0	0	0.001600	0.000565	0	0	0.003517	0.000811	0	0	0	0	0	0	0	0	0.041440	0.002763	0.003327	0.000785	0.266543	0.006237	0	0	0	0	0	0	0.001615	0.000547	0	0	0.040990	0.002755	0	0	0.060871	0.003338	0.043154	0.002841	0.008141	0.001244	
5.7000	0.0756	0.0038	2.8393	0.044580	0.002876	0	0	0	0	0.167336	0.005250	0.022445	0.002071	0.277799	0.006291	0.010918	0.001443	0	0	0	0	0.004290	0.000911	0	0	0	0	0.001630	0.000566	0	0	0.003274	0.000798	0	0	0	0	0	0	0	0	0.040922	0.002746	0.003910	0.000870	0.269479	0.006260	0	0	0	0	0	0	0.001278	0.000496	0	0	0.040704	0.002731	0	0	0.061390	0.003343	0.042364	0.002825	0.007682	0.001220	
5.8000	0.0717	0.0037	2.8218	0.045727	0.002907	0	0	0	0	0.166210	0.005228	0.021294	0.002020	0.279986	0.006317	0.011584	0.001478	0	0	0	0	0.004057	0.000881	0	0	0	0	0.001796	0.000582	0	0	0.002431	0.000681	0	0	0	0	0	0	0	0	0.039926	0.002710	0.004021	0.000882	0.273127	0.006282	0	0	0	0	0	0	0.001736	0.000561	0	0	0.039071	0.002681	0	0	0.060035	0.003316	0.042784	0.002828	0.006214	0.001076	
5.9000	0.0724	0.0037	2.8052	0.045240	0.002916	0	0	0	0	0.166139	0.005243	0.021744	0.002045	0.283770	0.006346	0.010963	0.001452	0	0	0	0	0.003391	0.000804	0	0	0	0	0.001774	0.000591	0	0	0.002112	0.000625	0	0	0	0	0	0	0	0	0.038892	0.002688	0.004541	0.000939	0.275599	0.006309	0	0	0	0	0	0	0.002458	0.000680	0	0	0.036595	0.002608	0	0	0.058249	0.003286	0.042507	0.002832	0.006027	0.001067	
6.0000	0.0710	0.0037	2.7984	0.045101	0.002899	0	0	0	0	0.164210	0.005214	0.021440	0.002026	0.285312	0.006351	0.009950	0.001370	0	0	0	0	0.003395	0.000800	0	0	0	0	0.001447	0.000519	0	0	0.002247	0.000608	0	0	0	0	0	0	0	0	0.038260	0.002662	0.004282	0.000906	0.277881	0.006325	0	0	0	0	0	0	0.002945	0.000750	0	0	0.036300	0.002587	0	0	0.057395	0.003243	0.043135	0.002850	0.006701	0.001114	
6.1000	0.0692	0.0036	2.7963	0.043222	0.002824	0	0	0	0	0.160719	0.005166	0.021069	0.001984	0.285897	0.006350	0.009367	0.001352	0	0	0	0	0.003120	0.000778	0	0	0	0	0.001400	0.000529	0	0	0.002647	0.000721	0	0	0	0	0	0	0	0	0.039301	0.002686	0.004698	0.000952	0.280213	0.006329	0	0	0	0	0	0	0.002874	0.000750	0	0	0.037316	0.002608	0	0	0.058764	0.003270	0.042914	0.002840	0.006480	0.001108	
6.2000	0.0693	0.0036	2.7812	0.041899	0.002791	0	0	0	0	0.159151	0.005142	0.020405	0.001973	0.288794	0.006374	0.008768	0.001281	0	0	0	0	0.003234	0.000789	0	0	0	0	0.001443	0.000531	0	0	0.002901	0.000748	0	0	0	0	0	0	0	0	0.038766	0.002673	0.004466	0.000926	0.283540	0.006360	0	0	0	0	0	0	0.002680	0.000713	0	0	0.036382	0.002592	0	0	0.058735	0.003279	0.041947	0.002812	0.006886	0.001138	
6.3000	0.0715	0.0036	2.7737	0.041550	0.002784	0	0	0	0	0.157154	0.005128	0.019537	0.001937	0.289887	0.006385	0.008313	0.001266	0	0	0	0	0.002983	0.000748	0	0	0	0	0.001634	0.000554	0	0	0.002985	0.000756	0	0	0	0	0	0	0	0	0.039254	0.002710	0.004234	0.000892	0.285750	0.006378	0	0	0	0	0	0	0.002296	0.000652	0	0	0.035159	0.002560	0	0	0.059450	0.003293	0.041981	0.002816	0.007832	0.001236	
6.4000	0.0738	0.0037	2.7609	0.041541	0.002772	0	0	0	0	0.157577	0.005126	0.019231	0.001915	0.290883	0.006390	0.007842	0.001224	0	0	0	0	0.003316	0.000785	0	0	0	0	0.001488	0.000527	0	0	0.003142	0.000776	0	0	0	0	0	0	0	0	0.037806	0.002653	0.004236	0.000914	0.288651	0.006392	0	0	0	0	0	0	0.002290	0.000664	0	0	0.035371	0.002537	0	0	0.058340	0.003272	0.040936	0.002777	0.007351	0.001200	
6.5000	0.0776	0.0038	2.7541	0.040909	0.002754	0	0	0	0	0.157084	0.005111	0.019605	0.001928	0.290767	0.006393	0.008083	0.001243	0	0	0	0	0.002883	0.000746	0	0	0	0	0.001613	0.000550	0	0	0.002975	0.000752	0	0	0	0	0	0	0	0	0.039138	0.002694	0.004230	0.000903	0.291153	0.006408	0	0	0	0	0	0	0.002405	0.000679	0	0	0.036042	0.002571	0	0	0.057092	0.003222	0.039291	0.002716	0.006729	0.001131	
6.6000	0.0751	0.0038	2.7412	0.041496	0.002781	0	0	0	0	0.156647	0.005115	0.018767	0.001896	0.291270	0.006402	0.007086	0.001152	0	0	0	0	0.002618	0.000712	0	0	0	0	0.001531	0.000539	0	0	0.002850	0.000746	0	0	0	0	0	0	0	0	0.039380	0.002714	0.003777	0.000855	0.293477	0.006428	0	0	0	0	0	0	0.002727	0.000729	0	0	0.034551	0.002529	0	0	0.057330	0.003248	0.039730	0.002742	0.006765	0.001149	
6.7000	0.0725	0.0037	2.7309	0.041258	0.002769	0	0	0	0	0.155553	0.005100	0.018658	0.001886	0.290675	0.006388	0.006821	0.001143	0	0	0	0	0.002330	0.000671	0	0	0	0	0.001232	0.000491	0	0	0.002477	0.000689	0	0	0	0	0	0	0	0	0.040910	0.002761	0.003661	0.000836	0.296579	0.006447	0	0	0	0	0	0	0.002761	0.000728	0	0	0.033999	0.002505	0	0	0.056768	0.003220	0.039643	0.002735	0.006673	0.001112	
6.8000	0.0713	0.0037	2.7167	0.042266	0.002792	0	0	0	0	0.154675	0.005085	0.018150	0.001865	0.291645	0.006392	0.006669	0.001132	0	0	0	0	0.002528	0.000695	0	0	0	0	0.001257	0.000493	0	0	0.002834	0.000726	0	0	0	0	0	0	0	0	0.040426	0.002735	0.003143	0.000755	0.300227	0.006464	0	0	0	0	0	0	0.002448	0.000694	0	0	0.034454	0.002498	0	0	0.055590	0.003189	0.037551	0.002659	0.006138	0.001070	
6.9000	0.0673	0.0036	2.7087	0.042341	0.002807	0	0	0	0	0.153193	0.005072	0.018768	0.001897	0.292183	0.006397	0.006289	0.001084	0	0	0	0	0.002453	0.000669	0	0	0	0	0.001587	0.000561	0	0	0.002256	0.000629	0	0	0	0	0	0	0	0	0.040217	0.002728	0.003438	0.000801	0.302681	0.006486	0	0	0	0	0	0	0.002233	0.000651	0	0	0.033375	0.002471	0	0	0.055177	0.003188	0.038022	0.002678	0.005786	0.001049	
7.0000	0.0653	0.0035	2.7049	0.041565	0.002778	0	0	0	0	0.151902	0.005050	0.018554	0.001881	0.292543	0.006404	0.006167	0.001073	0	0	0	0	0.002524	0.000686	0	0	0	0	0.001614	0.000553	0	0	0.002114	0.000607	0	0	0	0	0	0	0	0	0.039236	0.002706	0.004016	0.000869	0.305086	0.006493	0	0	0	0	0	0	0.002497	0.000699	0	0	0.033316	0.002460	0	0	0.055377	0.003193	0.037857	0.002666	0.005631	0.001037	
7.1000	0.0647	0.0035	2.7043	0.039784	0.002738	0	0	0	0	0.151223	0.005035	0.019322	0.001914	0.292932	0.006400	0.006298	0.001102	0	0	0	0	0.002650	0.000706	0	0	0	0	0.001210	0.000467	0	0	0.002468	0.000687	0	0	0	0	0	0	0	0	0.039225	0.002698	0.004486	0.000926	0.305884	0.006506	0	0	0	0	0	0	0.002350	0.000663	0	0	0.032845	0.002458	0	0	0.055784	0.003190	0.038028	0.002688	0.005510	0.001024	
7.2000	0.0656	0.0035	2.6958	0.040121	0.002738	0	0	0	0	0.151572	0.005043	0.018190	0.001865	0.292821	0.006400	0.006481	0.001127	0	0	0	0	0.002634	0.000712	0	0	0	0	0.001030	0.000448	0	0	0.001667	0.000552	0	0	0	0	0	0	0	0	0.039034	0.002686	0.004518	0.000937	0.307546	0.006517	0	0	0	0	0	0	0.002927	0.000752	0	0	0.031755	0.002405	0	0	0.056999	0.003233	0.037005	0.002652	0.005700	0.001040	
7.3000	0.0689	0.0036	2.6831	0.039877	0.002727	0	0	0	0	0.152705	0.005064	0.019307	0.001923	0.293678	0.006406	0.006383	0.001113	0	0	0	0	0.002472	0.000694	0	0	0	0	0.001150	0.000472	0	0	0.001281	0.000493	0	0	0	0	0	0	0	0	0.036040	0.002598	0.004533	0.000939	0.309708	0.006524	0	0	0	0	0	0	0.002711	0.000729	0	0	0.032098	0.002428	0	0	0.056544	0.003220	0.035746	0.002604	0.005765	0.001037	
7.4000	0.0674	0.0036	2.6727	0.039683	0.002726	0	0	0	0	0.152853	0.005060	0.019868	0.001939	0.293830	0.006405	0.006268	0.001095	0	0	0	0	0.002406	0.000670	0	0	0	0	0.001009	0.000447	0	0	0.001146	0.000470	0	0	0	0	0	0	0	0	0.034534	0.002525	0.004348	0.000922	0.313096	0.006545	0	0	0	0	0	0	0.002756	0.000727	0	0	0.033873	0.002487	0	0	0.054187	0.003159	0.033932	0.002538	0.006212	0.001093	
7.5000	0.0679	0.0036	2.6664	0.041102	0.002767	0	0	0	0	0.153812	0.005076	0.020752	0.001986	0.294387	0.006411	0.005265	0.000983	0	0	0	0	0.001979	0.000616	0	0	0	0	0.001409	0.000513	0	0	0.001414	0.000490	0	0	0	0	0	0	0	0	0.032857	0.002469	0.004502	0.000940	0.313815	0.006553	0	0	0	0	0	0	0.002321	0.000658	0	0	0.033124	0.002456	0	0	0.052309	0.003099	0.034513	0.002563	0.006439	0.001126	
7.6000	0.0668	0.0036	2.6738	0.042662	0.002831	0	0	0	0	0.152762	0.005055	0.020586	0.001982	0.292645	0.006398	0.005629	0.001041	0	0	0	0	0.002606	0.000676	0	0	0	0	0.001554	0.000548	0	0	0.001173	0.000479	0	0	0	0	0	0	0	0	0.031706	0.002416	0.004697	0.000938	0.314785	0.006558	0	0	0	0	0	0	0.002125	0.000644	0	0	0.034077	0.002503	0	0	0.052567	0.003100	0.033589	0.002524	0.006838	0.001144	
7.7000	0.0662	0.0036	2.6738	0.045153	0.002891	0	0	0	0	0.151961	0.005052	0.019950	0.001952	0.291774	0.006399	0.005924	0.001070	0	0	0	0	0.003248	0.000800	0	0	0	0	0.001029	0.000448	0	0	0.001240	0.000471	0	0	0	0	0	0	0	0	0.030770	0.002396	0.004628	0.000957	0.316356	0.006567	0	0	0	0	0	0	0.002232	0.000645	0	0	0.034481	0.002503	0	0	0.051523	0.003082	0.032730	0.002499	0.007002	0.001169	
7.8000	0.0665	0.0036	2.6710	0.045951	0.002915	0	0	0	0	0.151144	0.005042	0.019614	0.001950	0.290503	0.006387	0.006375	0.001115	0	0	0	0	0.003045	0.000763	0	0	0	0	0.001192	0.000487	0	0	0.001618	0.000548	0	0	0	0	0	0	0	0	0.031143	0.002406	0.004582	0.000932	0.319172	0.006581	0	0	0	0	0	0	0.001978	0.000616	0	0	0.034206	0.002508	0	0	0.050920	0.003066	0.031955	0.002473	0.006602	0.001113	
7.9000	0.0667	0.0036	2.6546	0.045130	0.002885	0	0	0	0	0.151731	0.005050	0.019190	0.001932	0.291846	0.006401	0.006463	0.001112	0	0	0	0	0.002390	0.000655	0	0	0	0	0.001275	0.000484	0	0	0.001785	0.000564	0	0	0	0	0	0	0	0	0.030248	0.002379	0.004503	0.000917	0.322188	0.006602	0	0	0	0	0	0	0.001874	0.000604	0	0	0.034008	0.002492	0	0	0.049113	0.003003	0.031825	0.002465	0.006432	0.001105	
8.0000	0.0671	0.0036	2.6407	0.044644	0.002886	0	0	0	0	0.152942	0.005063	0.018945	0.001913	0.293925	0.006408	0.007018	0.001161	0	0	0	0	0.002407	0.000692	0	0	0	0	0.001207	0.000471	0	0	0.002795	0.000722	0	0	0	0	0	0	0	0	0.028083	0.002283	0.004570	0.000932	0.324836	0.006610	0	0	0	0	0	0	0.001514	0.000516	0	0	0.033322	0.002477	0	0	0.046564	0.002923	0.030988	0.002430	0.006241	0.001085	
