Time	TH	ErrTH	H	Prob[Insulin--mTORC1_S6K1]	ErrProb[Insulin--mTORC1_S6K1]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Insulin--p21--mTORC1_S6K1--Senescence]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence]	Prob[Insulin--AKT]	ErrProb[Insulin--AKT]	Prob[Insulin--p21]	ErrProb[Insulin--p21]	Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--Senescence--AKT]	ErrProb[Insulin--Senescence--AKT]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[Insulin--p21--Senescence--AKT]	ErrProb[Insulin--p21--Senescence--AKT]	Prob[p21]	ErrProb[p21]	Prob[Insulin--p21--mTORC1_S6K1--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[Senescence]	ErrProb[Senescence]	Prob[<nil>]	ErrProb[<nil>]	Prob[Insulin--p21--Senescence]	ErrProb[Insulin--p21--Senescence]	Prob[Insulin--Senescence]	ErrProb[Insulin--Senescence]	Prob[Insulin--mTORC1_S6K1--AKT]	ErrProb[Insulin--mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	Prob[Insulin--p21--AKT]	ErrProb[Insulin--p21--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[Insulin--p21--mTORC1_S6K1]	ErrProb[Insulin--p21--mTORC1_S6K1]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[Insulin]	ErrProb[Insulin]	Prob[Insulin--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--mTORC1_S6K1--Senescence]	ErrProb[Insulin--mTORC1_S6K1--Senescence]	
144.7000	0.0002	0.0002	0.6545	0.000200	0.000200	0	0	0	0	0.152200	0.005081	0	0	0.002400	0.000692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400	0.000283	0	0	0.844200	0.005129	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000400	0.000283	0	0	0	0	
144.8000	0.0002	0.0002	0.6552	0.000313	0.000230	0	0	0	0	0.152200	0.005081	0	0	0.002589	0.000717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211	0.000200	0	0	0.844087	0.005130	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000400	0.000283	0	0	0	0	
144.9000	0.0003	0.0003	0.6560	0.000400	0.000283	0	0	0	0	0.152200	0.005081	0	0	0.002664	0.000723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000336	0.000242	0	0	0	0	
145.0000	0.0003	0.0003	0.6555	0.000400	0.000283	0	0	0	0	0.152200	0.005081	0	0	0.002800	0.000747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000200	0.000200	0	0	0	0	
145.1000	0.0003	0.0003	0.6557	0.000400	0.000283	0	0	0	0	0.152200	0.005081	0	0	0.002739	0.000727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000349	0.000249	0	0	0.000112	0.000112	0	0	0	0	
145.2000	0.0002	0.0002	0.6548	0.000400	0.000283	0	0	0	0	0.152298	0.005081	0	0	0.002613	0.000720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000489	0.000292	0	0	0	0	0	0	0	0	
145.3000	0.0003	0.0003	0.6528	0.000400	0.000283	0	0	0	0	0.152526	0.005084	0	0	0.002600	0.000720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000274	0.000213	0	0	0	0	0	0	0	0	
145.4000	0.0004	0.0003	0.6521	0.000400	0.000283	0	0	0	0	0.152600	0.005086	0	0	0.002600	0.000720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	
145.5000	0.0005	0.0004	0.6522	0.000297	0.000222	0	0	0	0	0.152600	0.005086	0	0	0.002600	0.000720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000303	0.000225	0	0	0	0	0	0	0	0	
145.6000	0.0005	0.0004	0.6521	0.000200	0.000200	0	0	0	0	0.152600	0.005086	0	0	0.002600	0.000720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000400	0.000283	0	0	0	0	0	0	0	0	
145.7000	0.0004	0.0003	0.6503	0.000200	0.000200	0	0	0	0	0.152724	0.005087	0	0	0.002763	0.000738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000037	0.000037	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000276	0.000214	0	0	0	0	0	0	0	0	
145.8000	0.0004	0.0003	0.6493	0.000200	0.000200	0	0	0	0	0.152800	0.005089	0	0	0.002800	0.000747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	
145.9000	0.0005	0.0003	0.6470	0.000014	0.000014	0	0	0	0	0.152792	0.005088	0	0	0.002800	0.000747	0.000008	0.000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844186	0.005129	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	
146.0000	0.0006	0.0003	0.6492	0	0	0	0	0	0	0.152600	0.005086	0.000026	0.000026	0.002800	0.000747	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844174	0.005129	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	
146.1000	0.0006	0.0003	0.6529	0	0	0	0	0	0	0.152447	0.005083	0.000200	0.000200	0.002800	0.000747	0.000353	0.000252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	
146.2000	0.0007	0.0004	0.6536	0	0	0	0	0	0	0.152400	0.005083	0.000200	0.000200	0.002800	0.000747	0.000329	0.000238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000071	0.000071	0	0	
146.3000	0.0007	0.0004	0.6563	0	0	0	0	0	0	0.152217	0.005080	0.000200	0.000200	0.002619	0.000720	0.000383	0.000271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000181	0.000181	0.000200	0.000200	0	0	
146.4000	0.0006	0.0003	0.6567	0.000152	0.000152	0	0	0	0	0.152200	0.005081	0.000200	0.000200	0.002600	0.000720	0.000400	0.000283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000048	0.000048	0.000200	0.000200	0	0	
146.5000	0.0006	0.0003	0.6566	0.000200	0.000200	0	0	0	0	0.152200	0.005081	0.000200	0.000200	0.002600	0.000720	0.000400	0.000283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	
146.6000	0.0004	0.0003	0.6557	0.000200	0.000200	0	0	0	0	0.152378	0.005083	0.000166	0.000166	0.002405	0.000692	0.000400	0.000283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000217	0.000201	0	0	0.000034	0.000034	0.000200	0.000200	0	0	
146.7000	0.0005	0.0003	0.6554	0.000200	0.000200	0	0	0	0	0.152400	0.005083	0	0	0.002400	0.000692	0.000400	0.000283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000200	0.000200	0.000200	0.000200	0	0	
146.8000	0.0006	0.0003	0.6563	0.000200	0.000200	0	0	0	0	0.152374	0.005083	0	0	0.002204	0.000651	0.000400	0.000283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000396	0.000250	0	0	0.000200	0.000200	0.000200	0.000200	0.000026	0.000026	
146.9000	0.0006	0.0003	0.6586	0.000200	0.000200	0	0	0	0	0.152200	0.005081	0	0	0.002000	0.000632	0.000400	0.000283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000600	0.000346	0	0	0.000200	0.000200	0.000200	0.000200	0.000200	0.000200	
147.0000	0.0005	0.0003	0.6574	0.000303	0.000225	0	0	0	0	0.152336	0.005081	0	0	0.001973	0.000624	0.000400	0.000283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000491	0.000276	0	0	0.000200	0.000200	0.000200	0.000200	0.000097	0.000097	
147.1000	0.0007	0.0004	0.6553	0.000400	0.000283	0	0	0	0	0.152600	0.005086	0	0	0.001800	0.000600	0.000400	0.000283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000400	0.000283	0	0	0.000200	0.000200	0.000200	0.000200	0	0	
147.2000	0.0008	0.0004	0.6559	0.000319	0.000233	0	0	0	0	0.152552	0.005085	0	0	0.001800	0.000600	0.000373	0.000264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000048	0.000048	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000481	0.000294	0	0	0.000200	0.000200	0.000227	0.000202	0	0	
147.3000	0.0010	0.0005	0.6573	0.000200	0.000200	0	0	0	0	0.152400	0.005083	0	0	0.001800	0.000600	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000600	0.000346	0	0	0.000200	0.000200	0.000400	0.000283	0	0	
147.4000	0.0011	0.0005	0.6605	0.000200	0.000200	0	0	0	0	0.152335	0.005082	0.000159	0.000159	0.001800	0.000600	0.000200	0.000200	0	0	0	0	0.000046	0.000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.843841	0.005134	0	0	0	0	0	0	0	0	0	0	0.000600	0.000346	0	0	0.000200	0.000200	0.000354	0.000253	0.000065	0.000065	
147.5000	0.0009	0.0005	0.6622	0.000200	0.000200	0	0	0	0	0.152200	0.005081	0.000200	0.000200	0.001919	0.000611	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.843800	0.005135	0	0	0	0	0	0	0	0	0	0	0.000600	0.000346	0	0	0.000081	0.000081	0.000200	0.000200	0.000200	0.000200	
147.6000	0.0009	0.0004	0.6615	0.000200	0.000200	0	0	0	0	0.152410	0.005082	0.000330	0.000239	0.002000	0.000632	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.843670	0.005136	0	0	0	0	0	0	0	0	0	0	0.000390	0.000250	0	0	0	0	0.000200	0.000200	0.000200	0.000200	
147.7000	0.0008	0.0004	0.6604	0.000200	0.000200	0	0	0	0	0.152600	0.005086	0.000400	0.000283	0.002027	0.000632	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173	0.000173	0	0	0.843600	0.005137	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0.000200	0.000200	
147.8000	0.0007	0.0004	0.6596	0.000200	0.000200	0	0	0	0	0.152600	0.005086	0.000400	0.000283	0.002200	0.000663	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843600	0.005137	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0.000200	0.000200	
147.9000	0.0007	0.0004	0.6596	0.000200	0.000200	0	0	0	0	0.152600	0.005086	0.000400	0.000283	0.002200	0.000663	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843600	0.005137	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0.000200	0.000200	
148.0000	0.0007	0.0004	0.6589	0.000200	0.000200	0	0	0	0	0.152600	0.005086	0.000400	0.000283	0.002297	0.000670	0.000017	0.000017	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843600	0.005137	0	0	0	0	0	0	0	0	0	0	0.000103	0.000103	0	0	0	0	0.000383	0.000271	0.000200	0.000200	
148.1000	0.0006	0.0003	0.6582	0.000200	0.000200	0	0	0	0	0.152600	0.005086	0.000400	0.000283	0.002400	0.000692	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843600	0.005137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400	0.000283	0.000200	0.000200	
148.2000	0.0006	0.0003	0.6574	0.000200	0.000200	0	0	0	0	0.152600	0.005086	0.000335	0.000241	0.002400	0.000692	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843665	0.005136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400	0.000283	0.000200	0.000200	
148.3000	0.0003	0.0002	0.6542	0.000200	0.000200	0	0	0	0	0.152600	0.005086	0.000293	0.000220	0.002315	0.000672	0	0	0	0	0	0	0.000107	0.000107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843985	0.005132	0	0	0	0	0	0	0	0	0	0	0.000085	0.000085	0	0	0	0	0.000215	0.000201	0.000200	0.000200	
148.4000	0.0002	0.0002	0.6542	0.000200	0.000200	0	0	0	0	0.152600	0.005086	0.000400	0.000283	0.002200	0.000663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0.000200	0.000200	
148.5000	0.0002	0.0002	0.6543	0.000200	0.000200	0	0	0	0	0.152600	0.005086	0.000400	0.000283	0.002200	0.000663	0	0	0	0	0	0	0.000164	0.000164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000036	0.000036	0.000200	0.000200	
148.6000	0.0002	0.0002	0.6521	0.000200	0.000200	0	0	0	0	0.152632	0.005086	0.000245	0.000205	0.002200	0.000663	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844155	0.005129	0	0	0	0	0	0	0	0	0	0	0.000168	0.000168	0	0	0	0	0	0	0.000200	0.000200	
148.7000	0.0002	0.0002	0.6519	0.000200	0.000200	0	0	0	0	0.152800	0.005089	0.000375	0.000266	0.002177	0.000656	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844025	0.005131	0	0	0	0	0	0	0	0	0	0	0.000023	0.000023	0	0	0	0	0	0	0.000200	0.000200	
148.8000	0.0002	0.0002	0.6548	0.000200	0.000200	0	0	0	0	0.152634	0.005086	0.000400	0.000283	0.002000	0.000632	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166	0.000166	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0.000200	0.000200	
148.9000	0.0002	0.0002	0.6548	0.000397	0.000280	0	0	0	0	0.152600	0.005086	0.000400	0.000283	0.002000	0.000632	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0.000003	0.000003	
149.0000	0.0005	0.0003	0.6547	0.000400	0.000283	0	0	0	0	0.152600	0.005086	0.000400	0.000283	0.002000	0.000632	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	
149.1000	0.0010	0.0004	0.6556	0.000400	0.000283	0	0	0	0	0.152504	0.005084	0.000400	0.000283	0.002000	0.000632	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000296	0.000222	0	0	0.844000	0.005132	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	
149.2000	0.0010	0.0004	0.6557	0.000322	0.000234	0	0	0	0	0.152400	0.005083	0.000400	0.000283	0.002000	0.000632	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400	0.000283	0	0	0.844078	0.005130	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	
149.3000	0.0010	0.0004	0.6542	0.000200	0.000200	0	0	0	0	0.152400	0.005083	0.000400	0.000283	0.002000	0.000632	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400	0.000283	0	0	0.844200	0.005129	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	
149.4000	0.0010	0.0004	0.6542	0.000200	0.000200	0	0	0	0	0.152400	0.005083	0.000400	0.000283	0.002000	0.000632	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400	0.000283	0	0	0.844200	0.005129	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	
149.5000	0.0009	0.0004	0.6547	0.000200	0.000200	0	0	0	0	0.152400	0.005083	0.000400	0.000283	0.001915	0.000610	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400	0.000283	0	0	0.844200	0.005129	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000085	0.000085	0	0	0	0	
149.6000	0.0007	0.0004	0.6536	0.000200	0.000200	0	0	0	0	0.152538	0.005084	0.000400	0.000283	0.001857	0.000598	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218	0.000201	0	0	0.844200	0.005129	0	0	0	0	0	0	0	0	0	0	0.000062	0.000062	0	0	0.000325	0.000236	0	0	0	0	
149.7000	0.0005	0.0003	0.6529	0.000200	0.000200	0	0	0	0	0.152600	0.005086	0.000319	0.000233	0.001800	0.000600	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844200	0.005129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000481	0.000294	0	0	0	0	
149.8000	0.0002	0.0002	0.6542	0.000233	0.000203	0	0	0	0	0.152417	0.005083	0.000382	0.000270	0.001800	0.000600	0	0	0	0	0	0	0.000018	0.000018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000383	0.000271	0	0	0.844200	0.005129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000567	0.000328	0	0	0	0	
149.9000	0.0003	0.0002	0.6544	0.000400	0.000283	0	0	0	0	0.152400	0.005083	0.000400	0.000283	0.001800	0.000600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400	0.000283	0	0	0.844200	0.005129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400	0.000283	0	0	0	0	
150.0000	0.0002	0.0002	0.6530	0.000230	0.000202	0	0	0	0	0.152400	0.005083	0.000400	0.000283	0.001749	0.000577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291	0.000220	0	0	0.844370	0.005127	0	0	0	0	0	0	0	0	0	0	0.000159	0.000159	0	0	0.000400	0.000283	0	0	0	0	
150.1000	0.0002	0.0002	0.6525	0.000200	0.000200	0	0	0	0	0.152400	0.005083	0.000400	0.000283	0.001800	0.000600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844400	0.005127	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000400	0.000283	0	0	0	0	
150.2000	0.0002	0.0002	0.6525	0.000200	0.000200	0	0	0	0	0.152400	0.005083	0.000400	0.000283	0.001800	0.000600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844400	0.005127	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000400	0.000283	0	0	0	0	
150.3000	0.0005	0.0003	0.6525	0.000320	0.000233	0	0	0	0	0.152400	0.005083	0.000400	0.000283	0.001800	0.000600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844400	0.005127	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000280	0.000215	0	0	0	0	
150.4000	0.0006	0.0003	0.6525	0.000400	0.000283	0	0	0	0	0.152400	0.005083	0.000400	0.000283	0.001800	0.000600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844400	0.005127	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000200	0.000200	0	0	0	0	
150.5000	0.0006	0.0003	0.6525	0.000260	0.000209	0	0	0	0	0.152400	0.005083	0.000400	0.000283	0.001800	0.000600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844400	0.005127	0	0	0	0	0	0	0	0	0	0	0.000340	0.000244	0	0	0.000200	0.000200	0	0	0	0	
150.6000	0.0004	0.0003	0.6512	0.000200	0.000200	0	0	0	0	0.152542	0.005084	0.000400	0.000283	0.001800	0.000600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844400	0.005127	0	0	0	0	0	0	0	0	0	0	0.000258	0.000208	0	0	0.000200	0.000200	0	0	0	0	
150.7000	0.0002	0.0002	0.6503	0.000200	0.000200	0	0	0	0	0.152600	0.005086	0.000400	0.000283	0.001947	0.000617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000068	0.000068	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844400	0.005127	0	0	0	0	0	0	0	0	0	0	0.000132	0.000132	0	0	0.000053	0.000053	0	0	0	0	
150.8000	0.0002	0.0002	0.6515	0.000200	0.000200	0	0	0	0	0.152442	0.005083	0.000400	0.000283	0.002000	0.000632	0.000158	0.000158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.844400	0.005127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150.9000	0.0002	0.0002	0.6527	0.000200	0.000200	0	0	0	0	0.152313	0.005081	0.000400	0.000283	0.002000	0.000632	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.000287	0.000218	0	0	0.844400	0.005127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151.0000	0.0002	0.0002	0.6534	0.000200	0.000200	0	0	0	0	0.152200	0.005081	0.000400	0.000283	0.002000	0.000632	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169	0.000169	0	0	0	0	0	0	0	0	0.000400	0.000283	0	0	0.844431	0.005126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
