Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
2.3800	0.0144	0.0015	1.0786	0.9587	0.0413	A -- B -- D	0.000200	0.000200	B -- C -- D	0.003800	0.000870	<nil>	0.002853	0.000749	A -- B -- T -- D	0.000400	0.000283	T -- C -- D	0.002566	0.000712	A -- B -- T -- C -- D	0.004538	0.000941	C	0.059427	0.003337	A -- T -- C -- D	0.017737	0.001865	C -- D	0.840873	0.005170	A -- C -- D	0.010252	0.001422	A -- B -- C -- D	0.001948	0.000617	D	0.040747	0.002795	T -- D	0.000400	0.000283	A -- B -- T -- C	0.002200	0.000663	B -- T -- C -- D	0.005558	0.001044	A -- D	0.000400	0.000283	A -- T -- C	0.001200	0.000490	A -- T -- D	0.000600	0.000346	B -- T -- C	0.001600	0.000565	A -- B -- C	0.001200	0.000490	A -- C	0.000600	0.000346	B -- C	0.000800	0.000400	T -- C	0.000100	0.000100
2.3900	0.0142	0.0015	1.0709	0.9593	0.0407	A -- B -- D	0.000200	0.000200	B -- C	0.000991	0.000443	A -- C	0.000600	0.000346	A -- B -- C	0.001009	0.000447	B -- T -- C	0.001600	0.000565	A -- T -- D	0.000600	0.000346	A -- T -- C	0.001200	0.000490	A -- D	0.000400	0.000283	B -- T -- C -- D	0.005798	0.001063	A -- B -- T -- C	0.002200	0.000663	T -- D	0.000400	0.000283	D	0.040453	0.002785	A -- B -- C -- D	0.001865	0.000603	A -- C -- D	0.010200	0.001421	C -- D	0.842247	0.005152	A -- T -- C -- D	0.017519	0.001853	C	0.058836	0.003325	A -- B -- T -- C -- D	0.004462	0.000927	T -- C -- D	0.002478	0.000695	A -- B -- T -- D	0.000400	0.000283	<nil>	0.002800	0.000747	B -- C -- D	0.003742	0.000858
2.4000	0.0141	0.0015	1.0641	0.9599	0.0401	A -- B -- D	0.000200	0.000200	B -- C	0.001000	0.000447	A -- C	0.000600	0.000346	A -- B -- C	0.001000	0.000447	B -- T -- C	0.001755	0.000586	A -- T -- D	0.000600	0.000346	A -- T -- C	0.001200	0.000490	A -- D	0.000400	0.000283	T -- C -- D	0.002408	0.000689	B -- T -- C -- D	0.005970	0.001087	A -- B -- T -- C	0.002045	0.000633	D	0.040331	0.002779	A -- B -- C -- D	0.001800	0.000600	A -- C -- D	0.010200	0.001421	C -- D	0.843512	0.005136	A -- T -- C -- D	0.017249	0.001838	C	0.058210	0.003310	A -- B -- T -- C -- D	0.004381	0.000925	T -- D	0.000335	0.000241	A -- B -- T -- D	0.000400	0.000283	<nil>	0.002775	0.000741	B -- C -- D	0.003631	0.000848
2.4100	0.0142	0.0015	1.0592	0.9601	0.0399	A -- B -- D	0.000200	0.000200	B -- C	0.001087	0.000455	T -- D	0.000200	0.000200	A -- C	0.000600	0.000346	A -- B -- C	0.000913	0.000415	B -- T -- C	0.001800	0.000600	A -- T -- D	0.000600	0.000346	A -- T -- C	0.001200	0.000490	A -- D	0.000400	0.000283	T -- C -- D	0.002345	0.000677	B -- T -- C -- D	0.005836	0.001075	D	0.040355	0.002782	A -- B -- C -- D	0.001800	0.000600	A -- C -- D	0.010200	0.001421	C -- D	0.844276	0.005126	A -- T -- C -- D	0.016813	0.001813	C	0.057988	0.003303	A -- B -- T -- C -- D	0.004775	0.000964	A -- B -- T -- D	0.000400	0.000283	<nil>	0.002600	0.000720	B -- C -- D	0.003600	0.000847	A -- B -- T -- C	0.002012	0.000632
2.4200	0.0146	0.0015	1.0543	0.9603	0.0397	A -- B -- D	0.000200	0.000200	B -- C	0.001200	0.000490	T -- D	0.000200	0.000200	A -- C	0.000600	0.000346	A -- B -- C	0.000800	0.000400	B -- T -- C	0.001888	0.000606	A -- T -- D	0.000600	0.000346	A -- T -- C	0.001200	0.000490	A -- D	0.000400	0.000283	T -- C -- D	0.002199	0.000650	B -- T -- C -- D	0.005657	0.001057	D	0.040158	0.002776	A -- B -- C -- D	0.001970	0.000623	A -- C -- D	0.010030	0.001408	C -- D	0.845387	0.005111	A -- T -- C -- D	0.016252	0.001786	C	0.057599	0.003293	A -- B -- T -- C -- D	0.005143	0.001007	A -- B -- T -- D	0.000400	0.000283	<nil>	0.002600	0.000720	B -- C -- D	0.003400	0.000823	A -- B -- T -- C	0.002118	0.000642
2.4300	0.0149	0.0015	1.0511	0.9607	0.0393	A -- B -- D	0.000200	0.000200	A -- B -- T -- C	0.002058	0.000628	B -- C -- D	0.003400	0.000823	<nil>	0.002600	0.000720	A -- B -- T -- D	0.000266	0.000211	A -- B -- T -- C -- D	0.005231	0.001012	C	0.057277	0.003283	A -- T -- C -- D	0.015969	0.001768	C -- D	0.846312	0.005099	A -- C -- D	0.010000	0.001407	A -- B -- C -- D	0.002000	0.000632	D	0.039779	0.002763	B -- T -- C -- D	0.005170	0.001003	T -- C -- D	0.002630	0.000708	B -- T -- D	0.000134	0.000134	A -- D	0.000400	0.000283	B -- T -- C	0.002142	0.000641	A -- T -- C	0.001200	0.000490	A -- T -- D	0.000600	0.000346	A -- B -- C	0.000800	0.000400	A -- C	0.000600	0.000346	T -- D	0.000200	0.000200	B -- C	0.001032	0.000448
2.4400	0.0151	0.0015	1.0437	0.9611	0.0389	A -- B -- D	0.000200	0.000200	A -- B -- T -- C	0.001733	0.000581	B -- C -- D	0.003400	0.000823	<nil>	0.002555	0.000709	A -- B -- T -- D	0.000200	0.000200	A -- B -- T -- C -- D	0.005371	0.001026	C	0.056506	0.003258	A -- T -- C -- D	0.015812	0.001760	C -- D	0.847846	0.005072	A -- C -- D	0.009843	0.001394	A -- B -- C -- D	0.002157	0.000651	D	0.039399	0.002747	B -- T -- C -- D	0.005077	0.001001	T -- C -- D	0.002493	0.000695	B -- T -- D	0.000200	0.000200	A -- D	0.000400	0.000283	B -- T -- C	0.002467	0.000695	A -- T -- C	0.001140	0.000468	A -- T -- D	0.000600	0.000346	A -- B -- C	0.000800	0.000400	A -- C	0.000600	0.000346	T -- D	0.000200	0.000200	B -- C	0.001000	0.000447
2.4500	0.0149	0.0015	1.0299	0.9615	0.0385	A -- B -- D	0.000200	0.000200	A -- B -- T -- C	0.001600	0.000565	B -- C -- D	0.003311	0.000806	<nil>	0.002400	0.000692	A -- B -- T -- D	0.000200	0.000200	A -- B -- T -- C -- D	0.005457	0.001025	C	0.055414	0.003232	A -- T -- C -- D	0.015599	0.001748	C -- D	0.850466	0.005036	A -- C -- D	0.009642	0.001380	A -- B -- C -- D	0.002358	0.000681	D	0.038643	0.002721	B -- T -- C -- D	0.005365	0.001023	T -- C -- D	0.001971	0.000612	B -- T -- D	0.000200	0.000200	A -- D	0.000400	0.000283	B -- T -- C	0.002579	0.000715	A -- T -- C	0.001000	0.000447	A -- T -- D	0.000600	0.000346	A -- B -- C	0.000800	0.000400	A -- C	0.000600	0.000346	T -- D	0.000195	0.000195	B -- C	0.001000	0.000447
2.4600	0.0144	0.0015	1.0195	0.9620	0.0380	A -- B -- D	0.000200	0.000200	B -- C	0.000988	0.000442	A -- C	0.000600	0.000346	A -- B -- C	0.000800	0.000400	A -- T -- D	0.000600	0.000346	T -- C -- D	0.001643	0.000562	A -- T -- C	0.000929	0.000420	B -- T -- C	0.002400	0.000692	A -- D	0.000400	0.000283	B -- T -- D	0.000200	0.000200	B -- T -- C -- D	0.005870	0.001076	D	0.038244	0.002711	A -- B -- C -- D	0.002319	0.000668	A -- C -- D	0.009542	0.001372	C -- D	0.851971	0.005019	A -- T -- C -- D	0.015309	0.001731	C	0.055057	0.003225	A -- B -- T -- C -- D	0.005492	0.001036	A -- B -- T -- D	0.000200	0.000200	<nil>	0.002400	0.000692	B -- C -- D	0.003236	0.000792	A -- B -- T -- C	0.001600	0.000565
2.4700	0.0139	0.0015	1.0103	0.9623	0.0377	A -- B -- D	0.000200	0.000200	B -- C	0.000633	0.000348	A -- C	0.000600	0.000346	A -- B -- C	0.000800	0.000400	A -- T -- D	0.000600	0.000346	T -- C -- D	0.001455	0.000521	A -- T -- C	0.000800	0.000400	B -- T -- C	0.002400	0.000692	A -- D	0.000400	0.000283	B -- T -- D	0.000200	0.000200	B -- T -- C -- D	0.005889	0.001072	D	0.038079	0.002702	A -- B -- C -- D	0.002345	0.000678	A -- C -- D	0.009400	0.001365	C -- D	0.852976	0.005004	A -- T -- C -- D	0.015200	0.001730	C	0.055280	0.003230	A -- B -- T -- C -- D	0.005509	0.001042	A -- B -- T -- D	0.000200	0.000200	<nil>	0.002342	0.000678	B -- C -- D	0.003093	0.000776	A -- B -- T -- C	0.001600	0.000565
2.4800	0.0135	0.0015	1.0030	0.9633	0.0367	A -- B -- D	0.000200	0.000200	A -- C	0.000600	0.000346	B -- C	0.000735	0.000372	A -- B -- C	0.000665	0.000352	A -- T -- D	0.000600	0.000346	T -- C -- D	0.001466	0.000533	A -- T -- C	0.000800	0.000400	B -- T -- C	0.002556	0.000709	A -- D	0.000400	0.000283	B -- T -- D	0.000200	0.000200	B -- T -- C -- D	0.006178	0.001101	D	0.037482	0.002684	A -- B -- C -- D	0.002200	0.000663	A -- C -- D	0.009400	0.001365	C -- D	0.854201	0.004987	A -- T -- C -- D	0.015158	0.001726	C	0.055146	0.003227	A -- B -- T -- C -- D	0.005063	0.000992	A -- B -- T -- D	0.000200	0.000200	<nil>	0.002200	0.000663	B -- C -- D	0.003105	0.000781	A -- B -- T -- C	0.001444	0.000531
2.4900	0.0133	0.0015	0.9972	0.9638	0.0362	A -- B -- D	0.000200	0.000200	A -- B -- T -- D	0.000200	0.000200	<nil>	0.002200	0.000663	B -- C -- D	0.002973	0.000767	A -- B -- T -- C	0.001469	0.000533	A -- B -- T -- C -- D	0.004731	0.000966	C	0.054599	0.003212	A -- T -- C -- D	0.015000	0.001719	C -- D	0.855487	0.004968	A -- C -- D	0.009400	0.001365	A -- B -- C -- D	0.002200	0.000663	D	0.036952	0.002662	B -- T -- C -- D	0.006600	0.001145	B -- T -- D	0.000145	0.000145	T -- D	0.000055	0.000055	A -- D	0.000400	0.000283	B -- T -- C	0.002561	0.000710	A -- T -- C	0.000800	0.000400	T -- C	0.000039	0.000039	T -- C -- D	0.001390	0.000525	A -- T -- D	0.000600	0.000346	B -- C	0.000800	0.000400	A -- C	0.000600	0.000346	A -- B -- C	0.000600	0.000346
2.5000	0.0133	0.0015	0.9903	0.9645	0.0355	A -- B -- D	0.000200	0.000200	<nil>	0.002200	0.000663	A -- B -- T -- D	0.000200	0.000200	B -- C -- D	0.002916	0.000755	A -- B -- T -- C	0.001204	0.000463	A -- T -- C -- D	0.015000	0.001719	C -- D	0.856822	0.004951	B -- T -- C -- D	0.006653	0.001142	C	0.054188	0.003198	A -- B -- T -- C -- D	0.004450	0.000937	A -- C -- D	0.009400	0.001365	A -- B -- C -- D	0.002075	0.000636	D	0.036400	0.002649	B -- T -- C	0.002796	0.000729	T -- D	0.000200	0.000200	A -- D	0.000400	0.000283	A -- T -- C	0.000800	0.000400	T -- C	0.000200	0.000200	T -- C -- D	0.001297	0.000499	A -- T -- D	0.000600	0.000346	B -- C	0.000800	0.000400	A -- C	0.000600	0.000346	A -- B -- C	0.000600	0.000346
2.5100	0.0132	0.0015	0.9837	0.9650	0.0350	A -- B -- D	0.000200	0.000200	<nil>	0.002021	0.000632	A -- B -- T -- D	0.000200	0.000200	B -- C -- D	0.002800	0.000747	A -- B -- T -- C	0.001000	0.000447	A -- T -- C -- D	0.015000	0.001719	C -- D	0.858069	0.004932	B -- T -- C -- D	0.006652	0.001140	C	0.053508	0.003180	A -- B -- T -- C -- D	0.004209	0.000908	A -- C -- D	0.009377	0.001362	A -- B -- C -- D	0.002023	0.000632	D	0.036203	0.002638	B -- T -- C	0.003000	0.000774	T -- D	0.000200	0.000200	A -- D	0.000400	0.000283	T -- C -- D	0.001539	0.000547	A -- T -- C	0.000800	0.000400	T -- C	0.000200	0.000200	A -- T -- D	0.000600	0.000346	B -- C	0.000826	0.000401	A -- C	0.000600	0.000346	A -- B -- C	0.000574	0.000332
2.5200	0.0134	0.0015	0.9798	0.9655	0.0345	A -- B -- D	0.000200	0.000200	<nil>	0.002000	0.000632	A -- B -- T -- D	0.000200	0.000200	B -- C -- D	0.002800	0.000747	A -- B -- T -- C	0.001000	0.000447	A -- T -- C -- D	0.014809	0.001708	C -- D	0.859089	0.004918	B -- T -- C -- D	0.006729	0.001147	C	0.052965	0.003164	A -- B -- T -- C -- D	0.004132	0.000902	A -- C -- D	0.009250	0.001350	D	0.035746	0.002624	A -- B -- C -- D	0.002215	0.000663	B -- T -- C	0.003000	0.000774	T -- D	0.000200	0.000200	A -- D	0.000335	0.000241	T -- C -- D	0.001730	0.000577	A -- T -- C	0.000800	0.000400	T -- C	0.000200	0.000200	A -- T -- D	0.000600	0.000346	B -- C	0.001000	0.000447	A -- C	0.000600	0.000346	A -- B -- C	0.000400	0.000283
2.5300	0.0135	0.0015	0.9754	0.9660	0.0340	A -- B -- D	0.000200	0.000200	A -- C -- D	0.009180	0.001348	<nil>	0.002000	0.000632	A -- B -- T -- D	0.000200	0.000200	B -- C -- D	0.002800	0.000747	A -- B -- T -- C	0.001000	0.000447	A -- T -- C -- D	0.014662	0.001697	C -- D	0.860171	0.004902	B -- T -- C -- D	0.006612	0.001134	C	0.052631	0.003157	A -- B -- T -- C -- D	0.003903	0.000871	A -- B -- C -- D	0.002382	0.000682	D	0.035122	0.002600	B -- T -- C	0.002856	0.000749	T -- D	0.000200	0.000200	T -- C -- D	0.002099	0.000627	A -- T -- C	0.000800	0.000400	T -- C	0.000344	0.000247	A -- T -- D	0.000600	0.000346	B -- C	0.001138	0.000468	A -- C	0.000600	0.000346	A -- B -- C	0.000299	0.000213	A -- D	0.000200	0.000200
2.5400	0.0133	0.0015	0.9689	0.9665	0.0335	A -- B -- D	0.000200	0.000200	A -- C -- D	0.008999	0.001336	<nil>	0.002000	0.000632	A -- B -- T -- D	0.000200	0.000200	B -- C -- D	0.002760	0.000732	A -- B -- T -- C	0.001002	0.000432	A -- T -- C -- D	0.014600	0.001696	C -- D	0.861365	0.004881	B -- T -- C -- D	0.006475	0.001130	C	0.052519	0.003150	A -- B -- T -- C -- D	0.003643	0.000848	A -- B -- C -- D	0.002208	0.000663	D	0.034566	0.002580	T -- C -- D	0.002267	0.000659	B -- T -- C	0.002955	0.000763	T -- D	0.000200	0.000200	A -- T -- C	0.000800	0.000400	T -- C	0.000241	0.000204	A -- T -- D	0.000600	0.000346	B -- C	0.001200	0.000490	A -- C	0.000600	0.000346	A -- B -- C	0.000400	0.000283	A -- D	0.000200	0.000200
2.5500	0.0130	0.0014	0.9581	0.9670	0.0330	A -- B -- D	0.000200	0.000200	A -- C -- D	0.008800	0.001321	<nil>	0.002000	0.000632	A -- B -- T -- D	0.000200	0.000200	B -- C -- D	0.002600	0.000720	A -- B -- T -- C	0.001000	0.000447	A -- T -- C -- D	0.014518	0.001689	C -- D	0.863273	0.004854	B -- T -- C -- D	0.006634	0.001136	C	0.052015	0.003136	A -- B -- T -- C -- D	0.003239	0.000784	A -- B -- C -- D	0.002400	0.000692	D	0.033828	0.002556	T -- C -- D	0.002184	0.000641	B -- T -- C	0.003000	0.000774	T -- D	0.000200	0.000200	A -- T -- C	0.000800	0.000400	T -- C	0.000200	0.000200	A -- T -- D	0.000600	0.000346	B -- C	0.001109	0.000460	A -- C	0.000600	0.000346	A -- B -- C	0.000400	0.000283	A -- D	0.000200	0.000200
2.5600	0.0128	0.0014	0.9520	0.9672	0.0328	A -- B -- D	0.000200	0.000200	A -- C -- D	0.008735	0.001313	<nil>	0.001863	0.000603	A -- B -- T -- D	0.000200	0.000200	B -- C -- D	0.002600	0.000720	A -- B -- T -- C	0.001073	0.000453	A -- T -- C -- D	0.014400	0.001685	C -- D	0.864314	0.004842	B -- T -- C -- D	0.006277	0.001110	C	0.051615	0.003129	A -- B -- T -- C -- D	0.003127	0.000784	A -- B -- C -- D	0.002465	0.000695	D	0.033809	0.002552	T -- C -- D	0.002323	0.000669	B -- T -- C	0.003000	0.000774	T -- D	0.000200	0.000200	A -- T -- C	0.000800	0.000400	T -- C	0.000200	0.000200	A -- T -- D	0.000600	0.000346	B -- C	0.001000	0.000447	A -- C	0.000600	0.000346	A -- B -- C	0.000400	0.000283	A -- D	0.000200	0.000200
2.5700	0.0131	0.0014	0.9498	0.9672	0.0328	A -- B -- D	0.000200	0.000200	A -- C -- D	0.008432	0.001291	<nil>	0.001800	0.000600	A -- B -- T -- D	0.000200	0.000200	B -- C -- D	0.002572	0.000713	A -- B -- T -- C	0.001200	0.000490	A -- T -- C -- D	0.014312	0.001673	C -- D	0.864978	0.004830	B -- T -- C -- D	0.006000	0.001092	C	0.051296	0.003117	A -- B -- T -- C -- D	0.003117	0.000778	A -- B -- C -- D	0.002768	0.000739	D	0.033600	0.002549	T -- C -- D	0.002525	0.000701	B -- T -- C	0.003000	0.000774	T -- D	0.000200	0.000200	A -- T -- C	0.000800	0.000400	T -- C	0.000200	0.000200	A -- T -- D	0.000600	0.000346	B -- C	0.001000	0.000447	A -- C	0.000600	0.000346	A -- B -- C	0.000400	0.000283	A -- D	0.000200	0.000200
2.5800	0.0129	0.0014	0.9413	0.9674	0.0326	A -- B -- D	0.000200	0.000200	A -- C -- D	0.008344	0.001283	<nil>	0.001718	0.000578	A -- B -- T -- D	0.000355	0.000253	B -- C -- D	0.002598	0.000720	A -- B -- T -- C	0.001168	0.000473	A -- T -- C -- D	0.014200	0.001673	C -- D	0.866494	0.004805	B -- T -- C -- D	0.006000	0.001092	C	0.050776	0.003100	A -- B -- T -- C -- D	0.003246	0.000800	A -- B -- C -- D	0.002658	0.000722	D	0.033227	0.002529	B -- T -- C	0.002993	0.000770	T -- D	0.000200	0.000200	T -- C -- D	0.002106	0.000640	A -- T -- C	0.000800	0.000400	T -- C	0.000273	0.000213	A -- T -- D	0.000445	0.000286	B -- C	0.001000	0.000447	A -- C	0.000600	0.000346	A -- B -- C	0.000400	0.000283	A -- D	0.000200	0.000200
2.5900	0.0127	0.0014	0.9319	0.9676	0.0324	A -- B -- D	0.000200	0.000200	A -- C -- D	0.008200	0.001275	B -- C -- D	0.002672	0.000724	A -- B -- T -- C	0.001200	0.000490	<nil>	0.001600	0.000565	A -- B -- T -- D	0.000400	0.000283	A -- B -- C	0.000414	0.000283	A -- T -- C -- D	0.014022	0.001662	C -- D	0.868152	0.004783	C	0.050082	0.003083	A -- B -- T -- C -- D	0.003279	0.000797	A -- B -- C -- D	0.002714	0.000728	D	0.033000	0.002527	B -- T -- C -- D	0.005908	0.001076	B -- T -- C	0.002915	0.000756	T -- D	0.000200	0.000200	T -- C -- D	0.001757	0.000582	A -- T -- C	0.000800	0.000400	T -- C	0.000285	0.000217	A -- T -- D	0.000400	0.000283	B -- C	0.001000	0.000447	A -- C	0.000600	0.000346	A -- D	0.000200	0.000200
2.6000	0.0120	0.0014	0.9290	0.9681	0.0319	A -- B -- D	0.000200	0.000200	A -- C -- D	0.008138	0.001267	B -- C -- D	0.002924	0.000757	A -- B -- T -- C	0.001190	0.000486	<nil>	0.001600	0.000565	A -- B -- T -- D	0.000400	0.000283	A -- B -- C	0.000600	0.000346	A -- T -- C -- D	0.014000	0.001662	C -- D	0.868542	0.004778	C	0.050056	0.003083	A -- B -- T -- C -- D	0.003000	0.000774	A -- B -- C -- D	0.002339	0.000669	D	0.032997	0.002526	B -- T -- C -- D	0.006200	0.001110	B -- T -- C	0.002810	0.000747	T -- D	0.000200	0.000200	T -- C -- D	0.001600	0.000565	A -- T -- C	0.000800	0.000400	T -- C	0.000400	0.000283	A -- T -- D	0.000400	0.000283	B -- C	0.000804	0.000400	A -- C	0.000600	0.000346	A -- D	0.000200	0.000200
2.6100	0.0125	0.0014	0.9272	0.9685	0.0315	A -- B -- D	0.000200	0.000200	A -- C -- D	0.007800	0.001244	B -- C -- D	0.002953	0.000763	A -- B -- T -- C	0.000902	0.000413	<nil>	0.001600	0.000565	A -- B -- T -- D	0.000400	0.000283	A -- B -- C	0.000600	0.000346	A -- T -- C -- D	0.013805	0.001650	C -- D	0.868883	0.004772	C	0.050053	0.003083	A -- B -- T -- C -- D	0.003163	0.000790	A -- B -- C -- D	0.002600	0.000720	D	0.032800	0.002519	B -- T -- C -- D	0.006232	0.001110	B -- T -- C	0.003098	0.000780	T -- D	0.000200	0.000200	T -- C -- D	0.001564	0.000554	A -- T -- C	0.000800	0.000400	T -- C	0.000347	0.000248	A -- T -- D	0.000400	0.000283	B -- C	0.000800	0.000400	A -- C	0.000600	0.000346	A -- D	0.000200	0.000200
2.6200	0.0118	0.0014	0.9173	0.9693	0.0307	A -- B -- D	0.000200	0.000200	A -- D	0.000200	0.000200	A -- B -- T -- C -- D	0.002823	0.000740	C	0.049881	0.003072	A -- B -- T -- C	0.000800	0.000400	B -- C	0.000657	0.000350	<nil>	0.001555	0.000551	A -- B -- T -- D	0.000318	0.000232	A -- B -- C	0.000591	0.000341	A -- T -- C -- D	0.013618	0.001637	C -- D	0.870161	0.004749	A -- B -- C -- D	0.002526	0.000701	D	0.032478	0.002505	B -- C -- D	0.002751	0.000726	A -- C -- D	0.007800	0.001244	B -- T -- C -- D	0.006801	0.001157	B -- T -- C	0.003158	0.000789	T -- D	0.000248	0.000206	T -- C -- D	0.001400	0.000529	A -- T -- C	0.000800	0.000400	T -- C	0.000200	0.000200	A -- T -- D	0.000400	0.000283	A -- C	0.000600	0.000346	B -- T -- D	0.000034	0.000034
2.6300	0.0115	0.0014	0.9115	0.9700	0.0300	A -- B -- D	0.000200	0.000200	<nil>	0.001400	0.000529	A -- B -- T -- D	0.000200	0.000200	A -- B -- T -- C -- D	0.003000	0.000774	C	0.049681	0.003072	B -- C -- D	0.002803	0.000747	A -- B -- T -- C	0.000800	0.000400	B -- C	0.000800	0.000400	A -- T -- C -- D	0.013400	0.001626	C -- D	0.871084	0.004736	A -- B -- C -- D	0.002200	0.000663	D	0.032325	0.002500	A -- C -- D	0.007800	0.001244	B -- T -- C -- D	0.006857	0.001163	B -- T -- C	0.002819	0.000748	T -- D	0.000400	0.000283	T -- C -- D	0.001451	0.000519	A -- T -- C	0.000800	0.000400	T -- C	0.000381	0.000270	A -- T -- D	0.000400	0.000283	A -- C	0.000600	0.000346	A -- B -- C	0.000400	0.000283	A -- D	0.000200	0.000200
2.6400	0.0115	0.0014	0.9053	0.9701	0.0299	A -- B -- D	0.000200	0.000200	<nil>	0.001400	0.000529	A -- B -- T -- D	0.000200	0.000200	A -- B -- T -- C -- D	0.003000	0.000774	C	0.049128	0.003049	B -- C	0.000800	0.000400	A -- T -- C -- D	0.013400	0.001626	C -- D	0.872324	0.004713	D	0.032086	0.002491	A -- B -- C -- D	0.002029	0.000626	A -- B -- T -- C	0.000800	0.000400	B -- C -- D	0.002650	0.000713	A -- C -- D	0.007800	0.001244	B -- T -- C -- D	0.006455	0.001129	B -- T -- C	0.002686	0.000721	T -- D	0.000400	0.000283	T -- C -- D	0.001745	0.000583	A -- T -- C	0.000800	0.000400	T -- C	0.000468	0.000266	A -- T -- D	0.000400	0.000283	A -- C	0.000600	0.000346	A -- B -- C	0.000428	0.000284	A -- D	0.000200	0.000200
2.6500	0.0108	0.0013	0.8980	0.9705	0.0295	A -- B -- D	0.000200	0.000200	A -- C -- D	0.007800	0.001244	<nil>	0.001400	0.000529	A -- B -- T -- D	0.000200	0.000200	A -- B -- T -- C -- D	0.002830	0.000734	C	0.048564	0.003035	B -- C	0.000800	0.000400	A -- T -- C -- D	0.013421	0.001622	C -- D	0.873527	0.004697	A -- B -- T -- C	0.000800	0.000400	B -- C -- D	0.002747	0.000735	D	0.031914	0.002483	B -- T -- C -- D	0.006689	0.001139	B -- T -- C	0.002223	0.000663	T -- D	0.000400	0.000283	T -- C -- D	0.001813	0.000579	A -- T -- C	0.000800	0.000400	T -- C	0.000418	0.000283	A -- B -- C -- D	0.001653	0.000568	A -- T -- D	0.000400	0.000283	A -- C	0.000600	0.000346	A -- B -- C	0.000600	0.000346	A -- D	0.000200	0.000200
2.6600	0.0109	0.0013	0.8920	0.9707	0.0293	A -- B -- D	0.000200	0.000200	A -- C -- D	0.007800	0.001244	<nil>	0.001400	0.000529	A -- B -- T -- D	0.000200	0.000200	A -- B -- T -- C -- D	0.002943	0.000761	C	0.048033	0.003021	B -- C	0.000800	0.000400	A -- T -- C -- D	0.013272	0.001615	C -- D	0.874836	0.004677	A -- B -- T -- C	0.000712	0.000364	B -- C -- D	0.002840	0.000748	D	0.031399	0.002466	B -- T -- C	0.002164	0.000644	T -- C	0.000524	0.000298	B -- T -- C -- D	0.006311	0.001107	T -- D	0.000397	0.000281	T -- C -- D	0.002009	0.000601	A -- T -- C	0.000800	0.000400	A -- B -- C -- D	0.001560	0.000552	A -- T -- D	0.000400	0.000283	A -- C	0.000600	0.000346	A -- B -- C	0.000600	0.000346	A -- D	0.000200	0.000200
2.6700	0.0105	0.0013	0.8825	0.9709	0.0291	A -- B -- D	0.000200	0.000200	A -- C -- D	0.007800	0.001244	<nil>	0.001400	0.000529	A -- B -- T -- D	0.000200	0.000200	A -- B -- T -- C -- D	0.002810	0.000747	C	0.047619	0.003008	B -- C	0.000800	0.000400	A -- T -- C -- D	0.013532	0.001631	C -- D	0.876177	0.004654	A -- B -- T -- C	0.000600	0.000346	B -- C -- D	0.003000	0.000774	D	0.031092	0.002449	T -- C	0.000695	0.000359	B -- T -- C -- D	0.006081	0.001094	B -- T -- C	0.002000	0.000632	T -- C -- D	0.001794	0.000580	A -- T -- C	0.000800	0.000400	A -- B -- C -- D	0.001400	0.000529	A -- T -- D	0.000400	0.000283	A -- C	0.000600	0.000346	A -- B -- C	0.000600	0.000346	T -- D	0.000200	0.000200	A -- D	0.000200	0.000200
2.6800	0.0101	0.0013	0.8732	0.9711	0.0289	A -- B -- D	0.000200	0.000200	<nil>	0.001400	0.000529	A -- B -- T -- D	0.000200	0.000200	A -- B -- T -- C -- D	0.002683	0.000720	C	0.046977	0.002991	B -- C	0.000800	0.000400	A -- T -- C -- D	0.013559	0.001634	C -- D	0.877755	0.004630	B -- T -- C -- D	0.006157	0.001102	A -- B -- T -- C	0.000600	0.000346	B -- C -- D	0.003176	0.000793	D	0.030411	0.002425	A -- C -- D	0.007800	0.001244	T -- C	0.000600	0.000346	B -- T -- C	0.002000	0.000632	A -- T -- C	0.000800	0.000400	A -- B -- C -- D	0.001224	0.000490	A -- T -- D	0.000400	0.000283	T -- C -- D	0.001800	0.000600	A -- C	0.000600	0.000346	A -- B -- C	0.000600	0.000346	T -- D	0.000057	0.000057	A -- D	0.000200	0.000200
