Time	TH	ErrorTH	H	HD=0	HD=1	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
2.0900	0.0202	0.0018	1.3050	0.9466	0.0534	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	B -- C	0.001000	0.000447	B -- D	0.000200	0.000200	B -- C -- D	0.004739	0.000967	A -- T -- C -- D	0.023481	0.002129	B -- T	0.000400	0.000283	D	0.052306	0.003145	C -- D	0.796328	0.005689	<nil>	0.004600	0.000957	A -- B -- T -- D	0.000200	0.000200	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.005821	0.001066	C	0.075456	0.003731	A -- B -- T -- C -- D	0.005376	0.001017	B -- T -- C	0.001832	0.000586	A -- C -- D	0.013964	0.001658	B -- T -- D	0.000400	0.000283	A -- B -- T -- C	0.002400	0.000692	A -- T -- D	0.001200	0.000490	T -- C	0.001235	0.000483	A -- D	0.000600	0.000346	A -- T -- C	0.002169	0.000654	T -- C -- D	0.002057	0.000616	A -- B -- C -- D	0.002036	0.000633	A -- C	0.000600	0.000346
2.1000	0.0199	0.0018	1.2964	0.9470	0.0530	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	B -- C	0.001000	0.000447	B -- D	0.000134	0.000134	B -- C -- D	0.004683	0.000958	A -- T -- C -- D	0.023317	0.002132	B -- T	0.000400	0.000283	D	0.052000	0.003140	C -- D	0.798135	0.005676	B -- T -- D	0.000384	0.000272	<nil>	0.004600	0.000957	A -- B -- T -- D	0.000200	0.000200	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.005997	0.001081	C	0.074447	0.003712	A -- B -- T -- C -- D	0.005606	0.001047	A -- C -- D	0.013800	0.001650	A -- B -- T -- C	0.002409	0.000689	B -- T -- C	0.001645	0.000562	A -- T -- D	0.001200	0.000490	T -- C	0.001535	0.000546	A -- D	0.000600	0.000346	A -- T -- C	0.001811	0.000600	T -- C -- D	0.001890	0.000605	A -- B -- C -- D	0.002009	0.000632	A -- C	0.000600	0.000346
2.1100	0.0196	0.0018	1.2862	0.9475	0.0525	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	B -- C	0.001000	0.000447	B -- C -- D	0.004550	0.000943	A -- T -- C -- D	0.022781	0.002104	B -- T	0.000400	0.000283	A -- B -- C -- D	0.002263	0.000652	D	0.051786	0.003127	C -- D	0.799745	0.005652	<nil>	0.004477	0.000939	A -- B -- T -- D	0.000200	0.000200	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006488	0.001131	C	0.074052	0.003699	A -- B -- T -- C -- D	0.005731	0.001050	A -- C -- D	0.013537	0.001626	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002343	0.000678	B -- T -- C	0.001657	0.000568	A -- T -- D	0.001200	0.000490	T -- C	0.001522	0.000543	A -- D	0.000600	0.000346	A -- T -- C	0.001800	0.000600	T -- C -- D	0.001468	0.000532	A -- C	0.000600	0.000346
2.1200	0.0197	0.0018	1.2797	0.9484	0.0516	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	B -- C	0.000819	0.000400	B -- C -- D	0.004639	0.000955	A -- T -- C -- D	0.022063	0.002075	B -- T	0.000400	0.000283	A -- B -- C -- D	0.002541	0.000706	D	0.051228	0.003116	C -- D	0.801472	0.005639	<nil>	0.004337	0.000925	A -- B -- T -- D	0.000200	0.000200	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006943	0.001167	C	0.073363	0.003685	A -- B -- T -- C -- D	0.005841	0.001068	A -- C -- D	0.013200	0.001614	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002200	0.000663	B -- T -- C	0.001800	0.000600	A -- T -- D	0.001200	0.000490	T -- C	0.001400	0.000529	A -- D	0.000600	0.000346	A -- T -- C	0.001800	0.000600	T -- C -- D	0.001553	0.000549	A -- C	0.000600	0.000346
2.1300	0.0198	0.0018	1.2727	0.9486	0.0514	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	B -- C	0.000675	0.000354	B -- C -- D	0.004800	0.000978	A -- T -- C -- D	0.021493	0.002043	B -- T	0.000400	0.000283	A -- B -- C -- D	0.002400	0.000692	D	0.050635	0.003096	C -- D	0.803155	0.005618	<nil>	0.004200	0.000915	A -- B -- T -- D	0.000200	0.000200	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006703	0.001150	C	0.072734	0.003667	A -- B -- T -- C -- D	0.006307	0.001104	A -- C -- D	0.013200	0.001614	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002200	0.000663	B -- T -- C	0.001680	0.000571	A -- T -- D	0.001200	0.000490	T -- C	0.001520	0.000542	A -- D	0.000600	0.000346	A -- T -- C	0.001800	0.000600	T -- C -- D	0.001698	0.000573	A -- C	0.000600	0.000346
2.1400	0.0199	0.0018	1.2699	0.9490	0.0510	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	B -- C	0.000600	0.000346	B -- C -- D	0.004800	0.000978	A -- T -- C -- D	0.020758	0.002008	B -- T	0.000400	0.000283	A -- B -- C -- D	0.002400	0.000692	D	0.050199	0.003087	C -- D	0.804215	0.005610	<nil>	0.004179	0.000910	A -- B -- T -- D	0.000200	0.000200	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006911	0.001159	C	0.072218	0.003659	A -- B -- T -- C -- D	0.006513	0.001108	A -- C -- D	0.013200	0.001614	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002349	0.000679	B -- T -- C	0.001600	0.000565	A -- T -- D	0.001200	0.000490	T -- C	0.001600	0.000565	A -- D	0.000600	0.000346	T -- C -- D	0.001859	0.000600	A -- T -- C	0.001800	0.000600	A -- C	0.000600	0.000346
2.1500	0.0196	0.0018	1.2633	0.9494	0.0506	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	B -- C	0.000600	0.000346	B -- C -- D	0.004839	0.000975	A -- T -- C -- D	0.020400	0.001999	B -- T	0.000400	0.000283	A -- B -- C -- D	0.002165	0.000645	D	0.049992	0.003078	C -- D	0.805601	0.005593	<nil>	0.003895	0.000872	A -- B -- T -- D	0.000200	0.000200	A -- B -- C	0.001274	0.000495	B -- T -- C -- D	0.006490	0.001124	C	0.071793	0.003646	A -- B -- T -- C -- D	0.006528	0.001135	A -- C -- D	0.013185	0.001612	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002472	0.000696	B -- T -- C	0.001600	0.000565	A -- T -- D	0.001200	0.000490	T -- C	0.001466	0.000533	A -- D	0.000600	0.000346	T -- C -- D	0.002301	0.000656	A -- T -- C	0.001800	0.000600	A -- C	0.000600	0.000346
2.1600	0.0193	0.0018	1.2541	0.9497	0.0503	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	A -- B -- T -- D	0.000200	0.000200	B -- C -- D	0.004910	0.000984	A -- T -- C -- D	0.020285	0.001991	B -- T	0.000400	0.000283	A -- B -- C -- D	0.002140	0.000640	D	0.049196	0.003053	C -- D	0.807538	0.005569	<nil>	0.003600	0.000847	A -- B -- C	0.001210	0.000490	B -- T -- C -- D	0.006200	0.001110	C	0.071398	0.003637	A -- B -- T -- C -- D	0.006515	0.001134	A -- C -- D	0.012949	0.001597	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002600	0.000720	B -- T -- C	0.001600	0.000565	A -- T -- D	0.001200	0.000490	T -- C	0.001400	0.000529	A -- D	0.000600	0.000346	T -- C -- D	0.002269	0.000666	A -- T -- C	0.001800	0.000600	A -- C	0.000600	0.000346	B -- C	0.000790	0.000395
2.1700	0.0193	0.0018	1.2486	0.9503	0.0497	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	A -- B -- T -- D	0.000200	0.000200	T	0.000158	0.000158	B -- C -- D	0.005177	0.001013	A -- T -- C -- D	0.020137	0.001985	B -- T	0.000242	0.000204	A -- B -- C -- D	0.002220	0.000662	D	0.048601	0.003041	C -- D	0.809199	0.005555	<nil>	0.003600	0.000847	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006423	0.001115	C	0.070469	0.003615	A -- B -- T -- C -- D	0.006378	0.001111	A -- C -- D	0.012603	0.001578	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002521	0.000702	B -- T -- C	0.001679	0.000571	A -- T -- D	0.001200	0.000490	T -- C	0.001269	0.000485	A -- D	0.000600	0.000346	T -- C -- D	0.002262	0.000666	A -- T -- C	0.001862	0.000603	A -- C	0.000600	0.000346	B -- C	0.000800	0.000400
2.1800	0.0187	0.0018	1.2414	0.9510	0.0490	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	B -- T	0.000200	0.000200	A -- B -- T -- D	0.000200	0.000200	B -- C -- D	0.005115	0.001002	A -- T -- C -- D	0.020000	0.001980	A -- B -- C -- D	0.002086	0.000638	T	0.000200	0.000200	D	0.048406	0.003032	C -- D	0.810314	0.005539	<nil>	0.003600	0.000847	A -- B -- C	0.001201	0.000469	B -- T -- C -- D	0.006627	0.001138	C	0.070259	0.003611	A -- B -- T -- C -- D	0.005871	0.001076	A -- C -- D	0.012600	0.001578	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002400	0.000692	B -- T -- C	0.001770	0.000590	A -- T -- D	0.001200	0.000490	T -- C	0.000652	0.000348	A -- D	0.000600	0.000346	T -- C -- D	0.002586	0.000703	A -- T -- C	0.002000	0.000632	A -- C	0.000600	0.000346	B -- C	0.000913	0.000416
2.1900	0.0185	0.0018	1.2297	0.9514	0.0486	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	B -- T	0.000091	0.000091	A -- B -- T -- D	0.000200	0.000200	B -- C -- D	0.004655	0.000959	A -- T -- C -- D	0.020045	0.001979	A -- B -- C -- D	0.002000	0.000632	T	0.000309	0.000228	D	0.047499	0.003006	C -- D	0.812678	0.005513	<nil>	0.003600	0.000847	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006654	0.001146	C	0.069461	0.003591	A -- B -- T -- C -- D	0.005734	0.001064	A -- C -- D	0.012600	0.001578	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002400	0.000692	B -- T -- C	0.001600	0.000565	A -- T -- D	0.001020	0.000447	T -- C	0.000800	0.000400	A -- D	0.000600	0.000346	T -- C -- D	0.002653	0.000714	A -- T -- C	0.002000	0.000632	A -- C	0.000600	0.000346	B -- C	0.001000	0.000447
2.2000	0.0185	0.0017	1.2242	0.9518	0.0482	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	A -- B -- T -- D	0.000200	0.000200	B -- C -- D	0.004629	0.000952	A -- T -- C -- D	0.019663	0.001959	A -- B -- C -- D	0.001934	0.000614	T	0.000385	0.000272	D	0.047082	0.002992	C -- D	0.813935	0.005498	<nil>	0.003615	0.000847	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006693	0.001144	C	0.068878	0.003577	A -- B -- T -- C -- D	0.006018	0.001078	A -- C -- D	0.012600	0.001578	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002400	0.000692	B -- T -- C	0.001427	0.000530	A -- T -- D	0.001000	0.000447	T -- C	0.000973	0.000436	A -- D	0.000600	0.000346	A -- T -- C	0.001826	0.000600	T -- C -- D	0.002741	0.000734	A -- C	0.000600	0.000346	B -- C	0.001000	0.000447
2.2100	0.0182	0.0017	1.2167	0.9525	0.0475	A -- B -- D	0.000200	0.000200	B	0.000200	0.000200	T	0.000200	0.000200	B -- C -- D	0.004512	0.000943	A -- T -- C -- D	0.019600	0.001961	A -- B -- C -- D	0.002053	0.000626	D	0.046496	0.002976	C -- D	0.815391	0.005485	<nil>	0.003800	0.000870	A -- B -- T -- D	0.000200	0.000200	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006969	0.001165	C	0.068484	0.003571	A -- B -- T -- C -- D	0.005555	0.001046	A -- C -- D	0.012347	0.001556	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002300	0.000670	B -- T -- C	0.001500	0.000538	A -- T -- D	0.001000	0.000447	T -- C	0.000916	0.000416	A -- D	0.000600	0.000346	A -- T -- C	0.001800	0.000600	T -- C -- D	0.002876	0.000747	A -- C	0.000600	0.000346	B -- C	0.001000	0.000447
2.2200	0.0183	0.0017	1.2138	0.9528	0.0472	A -- B -- D	0.000200	0.000200	B	0.000103	0.000103	T	0.000200	0.000200	B -- C -- D	0.004401	0.000936	A -- T -- C -- D	0.019600	0.001961	A -- B -- C -- D	0.002199	0.000662	D	0.046286	0.002969	C -- D	0.815914	0.005477	<nil>	0.003897	0.000876	A -- B -- T -- D	0.000200	0.000200	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006818	0.001162	C	0.068446	0.003569	A -- B -- T -- C -- D	0.005400	0.001037	A -- C -- D	0.012200	0.001553	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002200	0.000663	B -- T -- C	0.001468	0.000533	A -- T -- D	0.001000	0.000447	T -- C	0.000932	0.000421	A -- D	0.000600	0.000346	A -- T -- C	0.001800	0.000600	T -- C -- D	0.003136	0.000784	A -- C	0.000600	0.000346	B -- C	0.001000	0.000447
2.2300	0.0177	0.0017	1.2051	0.9532	0.0468	A -- B -- D	0.000200	0.000200	T -- D	0.000108	0.000108	T	0.000092	0.000092	B -- C -- D	0.004600	0.000957	A -- T -- C -- D	0.019723	0.001964	A -- B -- C -- D	0.002202	0.000648	D	0.045790	0.002956	C -- D	0.817412	0.005460	<nil>	0.004000	0.000893	A -- B -- T -- D	0.000200	0.000200	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006998	0.001179	C	0.067945	0.003557	A -- B -- T -- C -- D	0.005219	0.001017	A -- C -- D	0.011998	0.001533	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002200	0.000663	B -- T -- C	0.001400	0.000529	A -- T -- D	0.001000	0.000447	T -- C	0.000936	0.000422	A -- D	0.000600	0.000346	A -- T -- C	0.001660	0.000568	T -- C -- D	0.002718	0.000715	A -- C	0.000600	0.000346	B -- C	0.001000	0.000447
2.2400	0.0175	0.0017	1.1973	0.9533	0.0467	A -- B -- D	0.000200	0.000200	T -- D	0.000110	0.000110	B -- C -- D	0.004600	0.000957	A -- T -- C -- D	0.019600	0.001961	A -- B -- C -- D	0.002232	0.000663	D	0.045471	0.002943	C -- D	0.818579	0.005448	<nil>	0.004000	0.000893	A -- B -- T -- D	0.000223	0.000201	A -- B -- C	0.001300	0.000495	B -- T -- C -- D	0.006948	0.001172	C	0.067849	0.003555	A -- B -- T -- C -- D	0.005400	0.001037	A -- C -- D	0.011800	0.001527	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002200	0.000663	B -- T -- C	0.001362	0.000516	A -- T -- D	0.000977	0.000437	T -- C	0.000838	0.000402	A -- D	0.000600	0.000346	A -- T -- C	0.001600	0.000565	A -- C	0.000600	0.000346	T -- C -- D	0.002242	0.000662	B -- C	0.001068	0.000452
2.2500	0.0174	0.0017	1.1894	0.9537	0.0463	A -- B -- D	0.000200	0.000200	B -- C -- D	0.004636	0.000958	A -- T -- C -- D	0.019455	0.001951	A -- B -- C -- D	0.002164	0.000653	D	0.045229	0.002937	C -- D	0.820068	0.005428	<nil>	0.004000	0.000893	A -- B -- T -- D	0.000400	0.000283	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006791	0.001156	C	0.067139	0.003532	A -- B -- T -- C -- D	0.005360	0.001023	A -- C -- D	0.011800	0.001527	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002144	0.000648	B -- T -- C	0.001256	0.000493	T -- C	0.000925	0.000419	A -- D	0.000600	0.000346	A -- T -- C	0.001600	0.000565	A -- T -- D	0.000800	0.000400	A -- C	0.000600	0.000346	T -- C -- D	0.002394	0.000690	B -- C	0.001039	0.000449
2.2600	0.0169	0.0017	1.1817	0.9543	0.0457	A -- B -- D	0.000200	0.000200	B -- C -- D	0.004900	0.000983	A -- T -- C -- D	0.019460	0.001952	A -- B -- C -- D	0.001900	0.000608	D	0.044964	0.002930	C -- D	0.821364	0.005414	<nil>	0.003972	0.000887	A -- B -- T -- D	0.000400	0.000283	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006734	0.001149	C	0.066654	0.003524	A -- B -- T -- C -- D	0.005180	0.001014	A -- C -- D	0.011800	0.001527	T -- C -- D	0.002333	0.000665	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002000	0.000632	B -- T -- C	0.001400	0.000529	T -- C	0.000800	0.000400	A -- D	0.000600	0.000346	A -- T -- C	0.001540	0.000547	A -- T -- D	0.000800	0.000400	A -- C	0.000600	0.000346	B -- C	0.001000	0.000447
2.2700	0.0165	0.0017	1.1736	0.9546	0.0454	A -- B -- D	0.000200	0.000200	B -- C -- D	0.005000	0.000998	A -- B -- T -- C -- D	0.005225	0.001015	C	0.066122	0.003512	A -- T -- C -- D	0.019438	0.001948	D	0.044382	0.002909	C -- D	0.822885	0.005396	<nil>	0.003800	0.000870	A -- B -- T -- D	0.000400	0.000283	A -- B -- C	0.001200	0.000490	B -- T -- C -- D	0.006610	0.001145	A -- C -- D	0.011800	0.001527	T -- C -- D	0.002594	0.000719	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002000	0.000632	B -- T -- C	0.001397	0.000528	T -- C	0.000612	0.000347	A -- D	0.000600	0.000346	A -- T -- C	0.001337	0.000508	A -- T -- D	0.000800	0.000400	A -- C	0.000600	0.000346	A -- B -- C -- D	0.001800	0.000600	B -- C	0.001000	0.000447
2.2800	0.0161	0.0016	1.1655	0.9547	0.0453	A -- B -- D	0.000200	0.000200	B -- C -- D	0.004814	0.000969	A -- B -- T -- C -- D	0.005405	0.001027	C	0.065549	0.003495	A -- T -- C -- D	0.019294	0.001943	D	0.044087	0.002902	C -- D	0.824307	0.005374	<nil>	0.003800	0.000870	A -- B -- T -- D	0.000400	0.000283	A -- B -- C	0.001351	0.000512	B -- T -- C -- D	0.006815	0.001155	A -- C -- D	0.011817	0.001527	T -- C -- D	0.002332	0.000660	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002000	0.000632	T -- C	0.000709	0.000363	A -- D	0.000583	0.000337	A -- T -- C	0.001200	0.000490	A -- T -- D	0.000800	0.000400	A -- C	0.000600	0.000346	B -- T -- C	0.001091	0.000456	A -- B -- C -- D	0.001647	0.000567	B -- C	0.001000	0.000447
2.2900	0.0158	0.0016	1.1550	0.9552	0.0448	A -- B -- D	0.000200	0.000200	B -- C -- D	0.004974	0.000993	A -- B -- T -- C -- D	0.005633	0.001051	C	0.064703	0.003478	A -- T -- C -- D	0.018952	0.001925	D	0.043795	0.002890	C -- D	0.826225	0.005355	<nil>	0.003800	0.000870	A -- B -- T -- D	0.000400	0.000283	A -- B -- C	0.001400	0.000529	B -- T -- C -- D	0.006189	0.001094	A -- C -- D	0.012000	0.001540	T -- C -- D	0.002503	0.000675	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002000	0.000632	T -- C	0.000800	0.000400	A -- D	0.000400	0.000283	A -- T -- C	0.001200	0.000490	A -- T -- D	0.000800	0.000400	A -- C	0.000600	0.000346	B -- T -- C	0.001000	0.000447	A -- B -- C -- D	0.001226	0.000490	B -- C	0.001000	0.000447
2.3000	0.0160	0.0016	1.1473	0.9557	0.0443	A -- B -- D	0.000200	0.000200	B -- C -- D	0.004812	0.000978	A -- B -- T -- C -- D	0.005613	0.001045	C	0.063628	0.003445	A -- T -- C -- D	0.018624	0.001907	D	0.043136	0.002872	C -- D	0.828254	0.005329	<nil>	0.003800	0.000870	A -- B -- T -- D	0.000417	0.000283	A -- B -- C	0.001553	0.000550	B -- T -- C -- D	0.006163	0.001104	A -- C -- D	0.011879	0.001529	T -- C -- D	0.002800	0.000747	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.001894	0.000607	T -- C	0.000769	0.000385	A -- D	0.000400	0.000283	A -- T -- C	0.001200	0.000490	A -- T -- D	0.000783	0.000392	A -- C	0.000600	0.000346	B -- T -- C	0.001106	0.000459	A -- B -- C -- D	0.001157	0.000464	B -- C	0.001011	0.000447
2.3100	0.0156	0.0016	1.1402	0.9561	0.0439	A -- B -- D	0.000200	0.000200	B -- C	0.001200	0.000490	B -- C -- D	0.004605	0.000957	A -- B -- T -- C -- D	0.005459	0.001026	C	0.063166	0.003437	A -- T -- C -- D	0.018378	0.001895	D	0.043198	0.002870	C -- D	0.829528	0.005315	<nil>	0.003473	0.000825	A -- B -- T -- D	0.000555	0.000323	A -- B -- C	0.001400	0.000529	B -- T -- C -- D	0.006204	0.001102	A -- C -- D	0.011682	0.001517	T -- C -- D	0.002850	0.000742	B -- T -- D	0.000201	0.000200	A -- B -- T -- C	0.002109	0.000638	A -- B -- C -- D	0.001318	0.000504	T -- C	0.000430	0.000284	A -- D	0.000400	0.000283	A -- T -- C	0.001200	0.000490	A -- T -- D	0.000600	0.000346	A -- C	0.000600	0.000346	B -- T -- C	0.001200	0.000490	T -- D	0.000044	0.000044
2.3200	0.0154	0.0016	1.1332	0.9563	0.0437	A -- B -- D	0.000200	0.000200	T -- D	0.000200	0.000200	T -- C -- D	0.002749	0.000728	B -- C -- D	0.004491	0.000938	A -- T -- C -- D	0.018400	0.001901	D	0.042693	0.002852	C -- D	0.830989	0.005294	<nil>	0.003310	0.000806	A -- B -- T -- D	0.000400	0.000283	A -- B -- C	0.001316	0.000503	B -- T -- C -- D	0.006124	0.001098	C	0.062655	0.003426	A -- B -- T -- C -- D	0.005388	0.001034	A -- C -- D	0.011600	0.001514	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002200	0.000663	A -- B -- C -- D	0.001400	0.000529	T -- C	0.000400	0.000283	A -- D	0.000400	0.000283	A -- T -- C	0.001200	0.000490	A -- T -- D	0.000600	0.000346	A -- C	0.000600	0.000346	B -- T -- C	0.001200	0.000490	B -- C	0.001284	0.000497
2.3300	0.0152	0.0016	1.1243	0.9570	0.0430	A -- B -- D	0.000200	0.000200	T -- D	0.000200	0.000200	B -- C -- D	0.004200	0.000915	A -- T -- C -- D	0.018400	0.001901	D	0.042171	0.002840	A -- C -- D	0.011472	0.001503	C -- D	0.832573	0.005276	<nil>	0.003200	0.000799	A -- B -- T -- D	0.000400	0.000283	A -- B -- C	0.001035	0.000431	B -- C	0.001609	0.000552	B -- T -- C -- D	0.006200	0.001110	C	0.062427	0.003418	A -- B -- T -- C -- D	0.004888	0.000981	T -- C -- D	0.002454	0.000691	B -- T -- D	0.000200	0.000200	A -- B -- T -- C	0.002339	0.000665	A -- B -- C -- D	0.001458	0.000532	T -- C	0.000400	0.000283	A -- D	0.000400	0.000283	A -- T -- C	0.001200	0.000490	A -- T -- D	0.000600	0.000346	B -- T -- C	0.001373	0.000510	A -- C	0.000600	0.000346
2.3400	0.0149	0.0016	1.1127	0.9578	0.0422	A -- B -- D	0.000200	0.000200	A -- C	0.000600	0.000346	B -- C -- D	0.004197	0.000914	<nil>	0.003200	0.000799	A -- B -- T -- D	0.000400	0.000283	T -- C -- D	0.002186	0.000632	A -- T -- C -- D	0.018146	0.001884	D	0.041533	0.002816	C -- D	0.834709	0.005244	B -- C	0.001589	0.000562	A -- C -- D	0.011373	0.001498	B -- T -- C -- D	0.006222	0.001103	C	0.061802	0.003398	A -- B -- T -- C -- D	0.004556	0.000937	B -- T -- D	0.000028	0.000028	T -- D	0.000372	0.000264	A -- B -- T -- C	0.002343	0.000677	A -- B -- C -- D	0.001427	0.000530	T -- C	0.000303	0.000225	A -- D	0.000400	0.000283	A -- T -- C	0.001200	0.000490	A -- T -- D	0.000600	0.000346	B -- T -- C	0.001615	0.000565	A -- B -- C	0.001000	0.000447
2.3500	0.0147	0.0016	1.1013	0.9581	0.0419	A -- B -- D	0.000200	0.000200	T -- D	0.000400	0.000283	B -- C -- D	0.003991	0.000879	<nil>	0.003102	0.000780	A -- B -- T -- D	0.000400	0.000283	T -- C -- D	0.002038	0.000630	A -- T -- C -- D	0.018011	0.001880	D	0.041146	0.002806	C -- D	0.836602	0.005223	B -- C	0.001400	0.000529	A -- C -- D	0.011175	0.001485	C	0.061308	0.003388	A -- B -- T -- C -- D	0.004522	0.000944	A -- B -- T -- C	0.002278	0.000667	B -- T -- C -- D	0.006118	0.001098	A -- B -- C -- D	0.001511	0.000536	A -- D	0.000400	0.000283	A -- T -- C	0.001200	0.000490	A -- T -- D	0.000600	0.000346	B -- T -- C	0.001800	0.000600	A -- B -- C	0.001000	0.000447	A -- C	0.000600	0.000346	T -- C	0.000200	0.000200
2.3600	0.0146	0.0015	1.0905	0.9580	0.0420	A -- B -- D	0.000200	0.000200	T -- D	0.000400	0.000283	B -- C -- D	0.003822	0.000870	<nil>	0.003000	0.000774	A -- B -- T -- D	0.000400	0.000283	T -- C -- D	0.002057	0.000627	A -- T -- C -- D	0.018200	0.001891	D	0.041200	0.002811	C -- D	0.838695	0.005197	B -- C	0.001342	0.000510	A -- C -- D	0.010830	0.001458	C	0.060047	0.003353	A -- B -- T -- C -- D	0.004400	0.000936	A -- B -- T -- C	0.002400	0.000692	B -- T -- C -- D	0.005543	0.001041	A -- D	0.000400	0.000283	A -- T -- C	0.001200	0.000490	A -- T -- D	0.000600	0.000346	B -- T -- C	0.001717	0.000577	A -- B -- C	0.001000	0.000447	A -- C	0.000600	0.000346	A -- B -- C -- D	0.001748	0.000572	T -- C	0.000200	0.000200
2.3700	0.0146	0.0015	1.0823	0.9586	0.0414	A -- B -- D	0.000200	0.000200	B -- C -- D	0.003824	0.000871	<nil>	0.003000	0.000774	A -- B -- T -- D	0.000400	0.000283	T -- C -- D	0.002266	0.000662	A -- B -- T -- C -- D	0.004402	0.000925	C	0.059535	0.003342	A -- T -- C -- D	0.018017	0.001877	D	0.040649	0.002792	C -- D	0.840381	0.005177	B -- C	0.001011	0.000437	A -- C -- D	0.010400	0.001435	T -- D	0.000400	0.000283	A -- B -- T -- C	0.002206	0.000663	B -- T -- C -- D	0.005528	0.001041	A -- D	0.000400	0.000283	A -- T -- C	0.001200	0.000490	A -- T -- D	0.000600	0.000346	B -- T -- C	0.001781	0.000593	A -- B -- C	0.001087	0.000455	A -- C	0.000600	0.000346	A -- B -- C -- D	0.001913	0.000610	T -- C	0.000200	0.000200
