Time	TH	ErrTH	H	Prob[<nil>]	ErrProb[<nil>]	Prob[C]	ErrProb[C]	Prob[A--C]	ErrProb[A--C]	Prob[A--B--C]	ErrProb[A--B--C]	Prob[B--C]	ErrProb[B--C]	
3.8400	0.0005	0.0002	0.1012	0.989661	0.001428	0.001139	0.000468	0.005000	0.000998	0.001400	0.000529	0.002800	0.000747	
3.8500	0.0004	0.0002	0.0991	0.989881	0.001412	0.000919	0.000417	0.004985	0.000995	0.001415	0.000529	0.002800	0.000747	
3.8600	0.0004	0.0002	0.0984	0.990000	0.001407	0.000960	0.000431	0.004800	0.000978	0.001600	0.000565	0.002640	0.000721	
3.8700	0.0004	0.0002	0.0985	0.990000	0.001407	0.001000	0.000447	0.004800	0.000978	0.001600	0.000565	0.002600	0.000720	
3.8800	0.0005	0.0002	0.0974	0.990148	0.001394	0.001169	0.000473	0.004800	0.000978	0.001600	0.000565	0.002283	0.000665	
3.8900	0.0005	0.0002	0.0969	0.990200	0.001393	0.001207	0.000490	0.004800	0.000978	0.001509	0.000540	0.002284	0.000667	
3.9000	0.0006	0.0002	0.0954	0.990378	0.001379	0.001415	0.000525	0.004800	0.000978	0.001400	0.000529	0.002007	0.000632	
3.9100	0.0006	0.0002	0.0934	0.990600	0.001365	0.001400	0.000529	0.004800	0.000978	0.001400	0.000529	0.001800	0.000600	
3.9200	0.0006	0.0002	0.0934	0.990600	0.001365	0.001400	0.000529	0.004800	0.000978	0.001400	0.000529	0.001800	0.000600	
3.9300	0.0006	0.0002	0.0934	0.990600	0.001365	0.001400	0.000529	0.004800	0.000978	0.001400	0.000529	0.001800	0.000600	
3.9400	0.0005	0.0002	0.0916	0.990790	0.001350	0.001210	0.000490	0.004800	0.000978	0.001400	0.000529	0.001800	0.000600	
3.9500	0.0005	0.0002	0.0915	0.990800	0.001350	0.001200	0.000490	0.004761	0.000970	0.001289	0.000494	0.001950	0.000618	
3.9600	0.0005	0.0002	0.0901	0.990967	0.001336	0.001033	0.000448	0.004600	0.000957	0.001310	0.000502	0.002090	0.000638	
3.9700	0.0004	0.0002	0.0889	0.991078	0.001326	0.000922	0.000418	0.004600	0.000957	0.001200	0.000490	0.002200	0.000663	
3.9800	0.0004	0.0002	0.0876	0.991200	0.001321	0.000800	0.000400	0.004600	0.000957	0.001165	0.000476	0.002235	0.000664	
3.9900	0.0004	0.0002	0.0874	0.991200	0.001321	0.000800	0.000400	0.004600	0.000957	0.001000	0.000447	0.002400	0.000692	
4.0000	0.0004	0.0002	0.0877	0.991200	0.001321	0.000800	0.000400	0.004463	0.000938	0.001137	0.000467	0.002400	0.000692	
4.0100	0.0003	0.0002	0.0859	0.991384	0.001306	0.000616	0.000347	0.004400	0.000936	0.001200	0.000490	0.002400	0.000692	
4.0200	0.0003	0.0002	0.0852	0.991470	0.001297	0.000727	0.000368	0.004400	0.000936	0.001026	0.000448	0.002376	0.000685	
4.0300	0.0003	0.0002	0.0838	0.991600	0.001291	0.000600	0.000346	0.004400	0.000936	0.001000	0.000447	0.002400	0.000692	
4.0400	0.0003	0.0002	0.0838	0.991600	0.001291	0.000600	0.000346	0.004400	0.000936	0.001000	0.000447	0.002400	0.000692	
4.0500	0.0003	0.0002	0.0836	0.991600	0.001291	0.000600	0.000346	0.004400	0.000936	0.000846	0.000402	0.002554	0.000709	
4.0600	0.0003	0.0002	0.0838	0.991600	0.001291	0.000749	0.000377	0.004400	0.000936	0.000800	0.000400	0.002451	0.000694	
4.0700	0.0004	0.0002	0.0843	0.991600	0.001291	0.000800	0.000400	0.004145	0.000898	0.000950	0.000421	0.002504	0.000700	
4.0800	0.0004	0.0002	0.0847	0.991600	0.001291	0.000940	0.000423	0.004000	0.000893	0.001000	0.000447	0.002460	0.000695	
4.0900	0.0004	0.0002	0.0846	0.991659	0.001283	0.000977	0.000426	0.003763	0.000856	0.001237	0.000480	0.002364	0.000683	
4.1000	0.0004	0.0002	0.0837	0.991800	0.001275	0.001000	0.000447	0.003600	0.000847	0.001400	0.000529	0.002200	0.000663	
4.1100	0.0005	0.0002	0.0838	0.991800	0.001275	0.001070	0.000452	0.003522	0.000832	0.001478	0.000535	0.002130	0.000645	
4.1200	0.0005	0.0002	0.0841	0.991800	0.001275	0.001200	0.000490	0.003400	0.000823	0.001600	0.000565	0.002000	0.000632	
4.1300	0.0005	0.0002	0.0842	0.991800	0.001275	0.001200	0.000490	0.003301	0.000805	0.001699	0.000574	0.002000	0.000632	
4.1400	0.0005	0.0002	0.0834	0.991899	0.001264	0.001238	0.000478	0.003200	0.000799	0.001800	0.000600	0.001863	0.000603	
4.1500	0.0005	0.0002	0.0825	0.992000	0.001260	0.001200	0.000490	0.003200	0.000799	0.001796	0.000598	0.001804	0.000600	
4.1600	0.0005	0.0002	0.0825	0.992000	0.001260	0.001200	0.000490	0.003200	0.000799	0.001600	0.000565	0.002000	0.000632	
4.1700	0.0005	0.0002	0.0822	0.992024	0.001256	0.001176	0.000480	0.003200	0.000799	0.001461	0.000532	0.002139	0.000647	
4.1800	0.0005	0.0002	0.0804	0.992200	0.001244	0.001041	0.000449	0.003200	0.000799	0.001400	0.000529	0.002159	0.000651	
4.1900	0.0005	0.0002	0.0807	0.992200	0.001244	0.001200	0.000490	0.003116	0.000782	0.001484	0.000535	0.002000	0.000632	
4.2000	0.0005	0.0002	0.0803	0.992251	0.001237	0.001149	0.000471	0.003000	0.000774	0.001600	0.000565	0.002000	0.000632	
4.2100	0.0004	0.0002	0.0788	0.992400	0.001228	0.001020	0.000447	0.003000	0.000774	0.001600	0.000565	0.001980	0.000626	
4.2200	0.0005	0.0002	0.0774	0.992570	0.001212	0.001142	0.000462	0.003000	0.000774	0.001540	0.000547	0.001748	0.000575	
4.2300	0.0005	0.0002	0.0771	0.992600	0.001212	0.001200	0.000490	0.003000	0.000774	0.001400	0.000529	0.001800	0.000600	
4.2400	0.0006	0.0002	0.0772	0.992600	0.001212	0.001327	0.000506	0.003000	0.000774	0.001400	0.000529	0.001673	0.000570	
4.2500	0.0006	0.0002	0.0772	0.992600	0.001212	0.001400	0.000529	0.003000	0.000774	0.001374	0.000519	0.001626	0.000566	
4.2600	0.0006	0.0002	0.0758	0.992725	0.001198	0.001275	0.000495	0.003000	0.000774	0.001088	0.000456	0.001912	0.000610	
4.2700	0.0005	0.0002	0.0732	0.993000	0.001179	0.001034	0.000448	0.002881	0.000752	0.001033	0.000448	0.002052	0.000628	
4.2800	0.0005	0.0002	0.0733	0.993000	0.001179	0.001200	0.000490	0.002800	0.000747	0.001000	0.000447	0.002000	0.000632	
4.2900	0.0005	0.0002	0.0733	0.993000	0.001179	0.001200	0.000490	0.002800	0.000747	0.001000	0.000447	0.002000	0.000632	
4.3000	0.0005	0.0002	0.0732	0.993000	0.001179	0.001113	0.000461	0.002887	0.000752	0.000986	0.000441	0.002014	0.000632	
4.3100	0.0004	0.0002	0.0731	0.993000	0.001179	0.001000	0.000447	0.002870	0.000751	0.000930	0.000420	0.002200	0.000663	
4.3200	0.0004	0.0002	0.0732	0.993000	0.001179	0.001000	0.000447	0.002800	0.000747	0.001000	0.000447	0.002200	0.000663	
4.3300	0.0004	0.0002	0.0732	0.993000	0.001179	0.001000	0.000447	0.002800	0.000747	0.001000	0.000447	0.002200	0.000663	
4.3400	0.0004	0.0002	0.0732	0.993000	0.001179	0.001000	0.000447	0.002800	0.000747	0.001000	0.000447	0.002200	0.000663	
4.3500	0.0005	0.0002	0.0724	0.993100	0.001166	0.001116	0.000443	0.002800	0.000747	0.001000	0.000447	0.001984	0.000616	
4.3600	0.0005	0.0002	0.0715	0.993200	0.001162	0.001200	0.000490	0.002800	0.000747	0.001000	0.000447	0.001800	0.000600	
4.3700	0.0005	0.0002	0.0715	0.993200	0.001162	0.001200	0.000490	0.002800	0.000747	0.001000	0.000447	0.001800	0.000600	
4.3800	0.0005	0.0002	0.0715	0.993200	0.001162	0.001200	0.000490	0.002800	0.000747	0.001000	0.000447	0.001800	0.000600	
4.3900	0.0005	0.0002	0.0710	0.993235	0.001157	0.001165	0.000477	0.002800	0.000747	0.000826	0.000401	0.001974	0.000624	
4.4000	0.0004	0.0002	0.0694	0.993400	0.001145	0.001000	0.000447	0.002800	0.000747	0.000800	0.000400	0.002000	0.000632	
4.4100	0.0005	0.0002	0.0695	0.993400	0.001145	0.001127	0.000465	0.002800	0.000747	0.000800	0.000400	0.001873	0.000604	
4.4200	0.0005	0.0002	0.0695	0.993400	0.001145	0.001200	0.000490	0.002800	0.000747	0.000800	0.000400	0.001800	0.000600	
4.4300	0.0006	0.0002	0.0696	0.993400	0.001145	0.001343	0.000510	0.002800	0.000747	0.000800	0.000400	0.001657	0.000568	
4.4400	0.0007	0.0002	0.0695	0.993400	0.001145	0.001574	0.000557	0.002800	0.000747	0.000694	0.000359	0.001531	0.000540	
4.4500	0.0007	0.0002	0.0694	0.993400	0.001145	0.001654	0.000568	0.002800	0.000747	0.000600	0.000346	0.001546	0.000549	
4.4600	0.0007	0.0002	0.0671	0.993684	0.001115	0.001516	0.000539	0.002637	0.000721	0.000763	0.000383	0.001400	0.000529	
4.4700	0.0006	0.0002	0.0657	0.993836	0.001104	0.001364	0.000516	0.002600	0.000720	0.000800	0.000400	0.001400	0.000529	
4.4800	0.0004	0.0002	0.0621	0.994200	0.001074	0.001000	0.000447	0.002600	0.000720	0.000800	0.000400	0.001400	0.000529	
4.4900	0.0004	0.0002	0.0603	0.994387	0.001053	0.000813	0.000394	0.002600	0.000720	0.000800	0.000400	0.001400	0.000529	
4.5000	0.0003	0.0002	0.0580	0.994600	0.001037	0.000600	0.000346	0.002600	0.000720	0.000800	0.000400	0.001400	0.000529	
4.5100	0.0003	0.0002	0.0581	0.994600	0.001037	0.000645	0.000349	0.002600	0.000720	0.000800	0.000400	0.001355	0.000513	
4.5200	0.0004	0.0002	0.0582	0.994600	0.001037	0.000800	0.000400	0.002600	0.000720	0.000800	0.000400	0.001200	0.000490	
4.5300	0.0004	0.0002	0.0579	0.994635	0.001030	0.000813	0.000386	0.002600	0.000720	0.000800	0.000400	0.001152	0.000472	
4.5400	0.0004	0.0002	0.0562	0.994800	0.001017	0.000800	0.000400	0.002600	0.000720	0.000800	0.000400	0.001000	0.000447	
4.5500	0.0004	0.0002	0.0562	0.994800	0.001017	0.000800	0.000400	0.002600	0.000720	0.000800	0.000400	0.001000	0.000447	
4.5600	0.0004	0.0002	0.0562	0.994802	0.001017	0.000798	0.000399	0.002600	0.000720	0.000800	0.000400	0.001000	0.000447	
4.5700	0.0002	0.0001	0.0529	0.995104	0.000982	0.000496	0.000299	0.002600	0.000720	0.000662	0.000352	0.001138	0.000468	
4.5800	0.0002	0.0001	0.0518	0.995200	0.000978	0.000400	0.000283	0.002600	0.000720	0.000600	0.000346	0.001200	0.000490	
4.5900	0.0002	0.0001	0.0518	0.995200	0.000978	0.000400	0.000283	0.002600	0.000720	0.000600	0.000346	0.001200	0.000490	
4.6000	0.0002	0.0001	0.0519	0.995200	0.000978	0.000430	0.000284	0.002600	0.000720	0.000600	0.000346	0.001170	0.000478	
4.6100	0.0003	0.0002	0.0523	0.995200	0.000978	0.000600	0.000346	0.002461	0.000695	0.000739	0.000373	0.001000	0.000447	
4.6200	0.0003	0.0002	0.0525	0.995200	0.000978	0.000600	0.000346	0.002314	0.000672	0.000886	0.000409	0.001000	0.000447	
4.6300	0.0003	0.0002	0.0527	0.995200	0.000978	0.000600	0.000346	0.002200	0.000663	0.001000	0.000447	0.001000	0.000447	
4.6400	0.0002	0.0001	0.0514	0.995323	0.000960	0.000477	0.000293	0.002200	0.000663	0.001000	0.000447	0.001000	0.000447	
4.6500	0.0001	0.0001	0.0487	0.995555	0.000937	0.000245	0.000205	0.002200	0.000663	0.001000	0.000447	0.001000	0.000447	
4.6600	0.0001	0.0001	0.0482	0.995600	0.000936	0.000200	0.000200	0.002155	0.000651	0.001045	0.000449	0.001000	0.000447	
4.6700	0.0000	0.0000	0.0470	0.995707	0.000919	0.000093	0.000093	0.002000	0.000632	0.001200	0.000490	0.001000	0.000447	
4.6800	0.0000	0.0000	0.0456	0.995800	0.000915	0	0	0.002000	0.000632	0.001200	0.000490	0.001000	0.000447	
4.6900	0.0000	0.0000	0.0457	0.995800	0.000915	0	0	0.001848	0.000601	0.001352	0.000513	0.001000	0.000447	
4.7000	0.0000	0.0000	0.0457	0.995800	0.000915	0	0	0.001800	0.000600	0.001400	0.000529	0.001000	0.000447	
4.7100	0.0000	0.0000	0.0457	0.995800	0.000915	0	0	0.001800	0.000600	0.001400	0.000529	0.001000	0.000447	
4.7200	0.0000	0.0000	0.0457	0.995800	0.000915	0	0	0.001800	0.000600	0.001400	0.000529	0.001000	0.000447	
4.7300	0.0000	0.0000	0.0457	0.995800	0.000915	0	0	0.001633	0.000566	0.001567	0.000554	0.001000	0.000447	
4.7400	0.0000	0.0000	0.0457	0.995800	0.000915	0	0	0.001600	0.000565	0.001600	0.000565	0.001000	0.000447	
4.7500	0.0000	0.0000	0.0457	0.995800	0.000915	0	0	0.001600	0.000565	0.001594	0.000563	0.001006	0.000447	
4.7600	0.0000	0.0000	0.0458	0.995800	0.000915	0	0	0.001600	0.000565	0.001292	0.000498	0.001308	0.000501	
4.7700	0.0001	0.0001	0.0465	0.995800	0.000915	0.000135	0.000135	0.001600	0.000565	0.001200	0.000490	0.001265	0.000494	
4.7800	0.0001	0.0001	0.0467	0.995800	0.000915	0.000200	0.000200	0.001600	0.000565	0.001200	0.000490	0.001200	0.000490	
4.7900	0.0001	0.0001	0.0467	0.995800	0.000915	0.000200	0.000200	0.001600	0.000565	0.001200	0.000490	0.001200	0.000490	
4.8000	0.0001	0.0001	0.0467	0.995800	0.000915	0.000200	0.000200	0.001600	0.000565	0.001200	0.000490	0.001200	0.000490	
4.8100	0.0000	0.0000	0.0444	0.995973	0.000893	0.000027	0.000027	0.001600	0.000565	0.001200	0.000490	0.001200	0.000490	
4.8200	0.0000	0.0000	0.0439	0.996000	0.000893	0	0	0.001600	0.000565	0.001200	0.000490	0.001200	0.000490	
4.8300	0.0000	0.0000	0.0442	0.996000	0.000893	0.000043	0.000043	0.001600	0.000565	0.001196	0.000488	0.001161	0.000474	
4.8400	0.0001	0.0001	0.0447	0.996000	0.000893	0.000200	0.000200	0.001600	0.000565	0.001000	0.000447	0.001200	0.000490	
4.8500	0.0001	0.0001	0.0447	0.996000	0.000893	0.000200	0.000200	0.001600	0.000565	0.001000	0.000447	0.001200	0.000490	
4.8600	0.0001	0.0001	0.0447	0.996000	0.000893	0.000200	0.000200	0.001600	0.000565	0.001000	0.000447	0.001200	0.000490	
4.8700	0.0001	0.0001	0.0446	0.996000	0.000893	0.000200	0.000200	0.001600	0.000565	0.000892	0.000410	0.001308	0.000501	
4.8800	0.0001	0.0001	0.0446	0.996000	0.000893	0.000200	0.000200	0.001600	0.000565	0.000800	0.000400	0.001400	0.000529	
4.8900	0.0001	0.0001	0.0446	0.996000	0.000893	0.000200	0.000200	0.001600	0.000565	0.000800	0.000400	0.001400	0.000529	
4.9000	0.0001	0.0001	0.0446	0.996000	0.000893	0.000200	0.000200	0.001600	0.000565	0.000800	0.000400	0.001400	0.000529	
4.9100	0.0001	0.0001	0.0446	0.996000	0.000893	0.000200	0.000200	0.001600	0.000565	0.000800	0.000400	0.001400	0.000529	
4.9200	0.0001	0.0001	0.0446	0.996000	0.000893	0.000200	0.000200	0.001572	0.000556	0.000828	0.000401	0.001400	0.000529	
4.9300	0.0001	0.0001	0.0447	0.996000	0.000893	0.000200	0.000200	0.001400	0.000529	0.001000	0.000447	0.001400	0.000529	
4.9400	0.0002	0.0001	0.0451	0.996000	0.000893	0.000391	0.000277	0.001400	0.000529	0.001000	0.000447	0.001209	0.000490	
4.9500	0.0002	0.0001	0.0452	0.996000	0.000893	0.000400	0.000283	0.001400	0.000529	0.001000	0.000447	0.001200	0.000490	
4.9600	0.0002	0.0001	0.0452	0.996000	0.000893	0.000411	0.000283	0.001334	0.000508	0.001066	0.000452	0.001189	0.000485	
4.9700	0.0003	0.0002	0.0454	0.996000	0.000893	0.000600	0.000346	0.001200	0.000490	0.001062	0.000451	0.001138	0.000468	
4.9800	0.0003	0.0002	0.0456	0.996000	0.000893	0.000768	0.000385	0.001200	0.000490	0.001000	0.000447	0.001032	0.000448	
